0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,active_hand
11.215821,7.7567925,-5.9782753,7.3936467,5.297247,5.821571,4.9570174,3.3166525,4.4292088,5.0665393,4.705455,6.276274,5.352951,4.7634473,5.399627,5.1733193,6.0480146,4.981419,4.936177,6.061193,4.126781,5.0434675,4.1780534,4.7515345,5.549625,5.157231,4.574549,4.5391903,4.830008,3.9120488,4.9032383,1
-1.2926289,4.894074,4.5117803,5.8271317,5.3558226,4.754605,5.8189397,4.949714,5.303637,5.0942445,5.004401,4.786895,5.0718603,4.294331,5.150884,4.5380054,5.294851,4.2182913,5.030579,4.798678,4.445466,4.638001,5.0287466,4.7256727,4.5018587,5.042782,5.084986,4.728121,5.6016827,4.6329384,4.2936096,0
11.215045,7.769356,-5.9672065,7.4042277,5.286499,5.829568,4.967323,3.3268363,4.4236727,5.0531745,4.693829,6.2628264,5.3423886,4.7516994,5.3880153,5.175351,6.0511594,4.975736,4.950703,6.0512123,4.121209,5.051094,4.1662183,4.7530117,5.552174,5.166857,4.574769,4.5385094,4.817832,3.902224,4.9174237,1
-1.2993734,4.897719,4.501615,5.832741,5.3660555,4.7395334,5.809111,4.945157,5.3044176,5.1080327,5.014575,4.7761917,5.057642,4.2872195,5.1481524,4.548409,5.2938275,4.21079,5.0161896,4.8035293,4.4365916,4.6304398,5.007463,4.714993,4.5122223,5.0535555,5.1052523,4.7152715,5.5952725,4.6228037,4.306921,0
11.216816,7.765441,-5.9699745,7.4005895,5.288839,5.826098,4.964639,3.3233397,4.4242563,5.056766,4.697359,6.2668123,5.3450966,4.7538834,5.3902497,5.176485,6.0488462,4.9781494,4.9464464,6.0549135,4.121307,5.0480466,4.169533,4.7535114,5.5527024,5.1635537,4.573205,4.5379963,4.821432,3.9048696,4.9131336,1
-1.3008027,4.9000483,4.5015554,5.8347306,5.3661475,4.7405295,5.8090386,4.945406,5.3042135,5.1072793,5.0145893,4.7762957,5.058444,4.2858853,5.1490664,4.548349,5.292806,4.2096357,5.0170393,4.80564,4.4359293,4.629144,5.0081434,4.7150593,4.512131,5.0534477,5.1043897,4.7159758,5.5941916,4.622805,4.3060884,0
11.220784,7.733902,-5.984473,7.376914,5.3018293,5.816019,4.9417086,3.3009224,4.4316664,5.0853257,4.7183394,6.299288,5.368416,4.767617,5.409202,5.174792,6.0400343,4.9932375,4.912042,6.07574,4.129412,5.0295467,4.1884775,4.746215,5.5503798,5.151432,4.5701876,4.5441093,4.848122,3.9274836,4.8791385,1
-1.3016115,4.900161,4.4999337,5.8350296,5.367772,4.7376866,5.807494,4.9445434,5.3044195,5.1098695,5.0162435,4.774489,5.0557847,4.285302,5.1483064,4.550067,5.292897,4.2088,5.014348,4.8058696,4.434822,4.628499,5.0047326,4.7132664,4.513864,5.0552545,5.1077695,4.71353,5.5934687,4.621179,4.308629,0
11.21984,7.7508507,-5.975089,7.388564,5.2935667,5.821415,4.9531794,3.3119895,4.4268074,5.070126,4.7063813,6.281735,5.3566465,4.7589083,5.3984547,5.1769977,6.043552,4.986918,4.9308033,6.065221,4.124057,5.037785,4.17733,4.7491264,5.5527,5.1588774,4.5705595,4.541955,4.834359,3.9163582,4.8975844,1
-1.2747278,4.8737626,4.4860353,5.8066535,5.381614,4.7096686,5.7970595,4.9488487,5.3078985,5.1378355,5.0314884,4.7550015,5.027806,4.3146086,5.1199093,4.5661645,5.320695,4.237061,4.986357,4.777955,4.4434767,4.6578493,5.0089326,4.6929946,4.5313077,5.074126,5.1240244,4.6855755,5.621767,4.6089697,4.3365974,0
