0,1,2,3,4,active_hand
1.6930984,-1.2780961,-3.2003314,0.59098995,-5.2825847,1
6.0985637,-1.6494321,8.48354,14.278141,2.5286496,0
1.6761618,-1.2555207,-3.209784,0.57257074,-5.3010874,1
6.091908,-1.6546768,8.476778,14.272645,2.5335572,0
1.6877564,-1.2700388,-3.2104902,0.58546096,-5.295206,1
6.0858297,-1.657958,8.470458,14.269535,2.5362267,0
1.6891056,-1.2727748,-3.22345,0.58771557,-5.3038406,1
6.0853386,-1.6588879,8.470027,14.268495,2.537227,0
1.6827538,-1.2613672,-3.209321,0.5795199,-5.299578,1
6.089838,-1.6547161,8.474657,14.272766,2.5330353,0
1.683993,-1.2646761,-3.2084277,0.5809173,-5.2962613,1
6.066271,-1.6744295,8.450707,14.253105,2.5521019,0
1.6756139,-1.2532971,-3.211558,0.57166153,-5.304662,1
6.055789,-1.6787752,8.439524,14.249938,2.5552855,0
1.6847581,-1.2675954,-3.204499,0.5819276,-5.291307,1
6.073936,-1.6659112,8.458345,14.26197,2.5432878,0
1.6799262,-1.2571936,-3.2122655,0.57622707,-5.3040175,1
6.050876,-1.6829804,8.434546,14.2462435,2.5593038,0
1.6807358,-1.2638928,-3.1987336,0.57740015,-5.288662,1
6.048685,-1.6799312,8.431622,14.249752,2.555643,0
1.6810347,-1.2655885,-3.1960092,0.5778033,-5.285473,1
6.050379,-1.6809384,8.4337,14.24856,2.5568225,0
6.073147,-1.6659206,8.457496,14.261475,2.5432181,0
1.6884636,-1.2864627,-3.1653996,0.5869707,-5.250148,1
5.9899645,-1.7258755,8.371358,14.207486,2.5995243,0
13.043123,8.761934,16.372334,1.6545883,0.21685481,1
5.9547653,-1.7514826,8.335446,14.186122,2.6242192,0
13.04208,8.759044,16.370796,1.6536713,0.2124286,1
5.9783297,-1.7376943,8.35979,14.198242,2.6108334,0
13.028869,8.779092,16.3831,1.6398661,0.23691723,1
6.00319,-1.7195206,8.385518,14.214407,2.5936072,0
12.9496565,8.770707,16.355413,1.563985,0.20416924,1
6.0939536,-1.646221,8.478268,14.281189,2.5239804,0
12.9652,8.786213,16.371572,1.5796536,0.21863069,1
5.963267,-1.7398766,8.344596,14.182496,2.6113408,0
12.912441,8.757372,16.336773,1.5287282,0.1787284,1
6.0257893,-1.7005076,8.408509,14.229999,2.5756934,0
12.907357,8.765599,16.341927,1.5236264,0.18886077,1
6.066352,-1.667183,8.449729,14.261435,2.5436532,0
12.926073,8.767309,16.346004,1.5411147,0.19245526,1
6.0099554,-1.7177812,8.392861,14.21225,2.5931618,0
12.9157,8.779209,16.35479,1.5299668,0.20664787,1
6.050635,-1.68337,8.434274,14.246315,2.5595472,0
12.900011,8.769542,16.341043,1.5155574,0.19329058,1
6.1222124,-1.6229991,8.507306,14.304503,2.5009763,0
12.915666,8.763742,16.345179,1.5308784,0.18665017,1
6.0475316,-1.6904461,8.431618,14.237973,2.5674622,0
12.896429,8.742117,16.321226,1.515875,0.16170898,1
13.069571,6.124079,4.36334,4.5987697,-5.6868596,0
14.416414,0.009129873,8.808748,3.6326005,8.280223,1
12.948729,6.236474,4.267127,4.50943,-5.625123,1
14.061424,-0.062059853,8.916451,3.2531986,8.289965,0
12.950556,6.267025,4.238812,4.480086,-5.6479254,1
14.060266,-0.0677349,8.922996,3.2519016,8.284608,0
12.939013,6.2721515,4.2331285,4.4754863,-5.622586,1
14.091693,-0.05594333,8.90815,3.2839956,8.287337,0
12.97636,6.202792,4.2942443,4.5391498,-5.6108356,1
14.033601,-0.030062452,8.887064,3.2205224,8.329169,0
12.972472,6.170778,4.3248887,4.5718045,-5.5765376,1
14.037186,-0.057751693,8.913981,3.2291796,8.300098,0
12.920222,6.1109486,4.384058,4.648817,-5.4869037,1
14.029223,-0.041942313,8.899145,3.2169385,8.3179865,0
12.961073,6.116686,4.3762712,4.6267614,-5.5290856,1
14.036925,-0.024118403,8.881347,3.2236733,8.335531,0
12.959995,6.08764,4.40387,4.6571164,-5.497447,1
14.045928,-0.021906657,8.878732,3.232214,8.336884,0
12.954067,6.0924063,4.3996396,4.650943,-5.5040326,1
14.036881,-0.038267728,8.895357,3.223319,8.32183,0
12.950855,6.0932574,4.3988233,4.6503177,-5.5024095,1
14.038762,-0.046967395,8.903498,3.2269392,8.31169,0
12.947102,6.097131,4.395102,4.645969,-5.4998565,1
14.059181,-0.03509656,8.890719,3.241042,8.319771,0
13.338254,6.3162794,4.1450887,4.2414865,-6.622449,1
14.057922,-0.07877611,8.935421,3.256726,8.279074,0
13.358631,6.352608,4.1049895,4.19522,-6.665711,1
14.032425,-0.03513675,8.892649,3.2196753,8.324855,0
13.357856,6.328942,4.129529,4.2204504,-6.657095,1
14.006255,-0.07182804,8.928755,3.1937118,8.287203,0
13.635829,6.4270926,4.018181,4.0953345,-7.084304,1
14.0498295,-0.0909312,8.94695,3.2429578,8.265213,0
13.657062,6.4283633,4.016322,4.0934772,-7.114945,1
14.049871,-0.088866696,8.944634,3.2427826,8.267273,0
13.703059,6.415233,4.0284595,4.1057982,-7.173406,1
14.027123,-0.07583551,8.937649,3.222791,8.280637,0
13.6707115,6.4160423,4.028488,4.1058993,-7.1308,1
14.051184,-0.08876225,8.944663,3.2440863,8.267011,0
13.724569,6.404048,4.039366,4.117928,-7.1965685,1
14.047771,-0.089059606,8.944425,3.2404919,8.267406,0
13.735202,6.3992057,4.0482035,4.1261325,-7.220517,1
14.106686,-0.1443563,8.994695,3.3024452,8.208311,0
13.773904,6.4121914,4.0299277,4.1093683,-7.2640843,1
14.0453205,-0.08176548,8.937397,3.237395,8.275312,0
13.785606,6.3993473,4.0424395,4.121774,-7.2722383,1
14.054123,-0.11922249,8.975355,3.2500143,8.240999,0
13.782277,6.4006267,4.0413465,4.1202126,-7.270588,1
14.045715,-0.08174178,8.938736,3.237818,8.275681,0
5.294817,-1.938246,7.614417,13.805455,2.8547118,0
1.7441937,-1.3425343,-3.1678164,0.6455066,-5.2249384,1
1.7409015,-1.3404342,-3.1683204,0.64251226,-5.223147,1
5.2866654,-1.9393221,7.605773,13.799762,2.8574972,0
