0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,active_hand
11.583311,8.761931,16.561703,1.5715653,4.4054613,3.5757835,5.8925805,6.99671,5.0488763,4.3740973,3.469505,4.690024,4.981458,5.28446,5.1624985,4.8608823,1
-0.20778851,5.7403183,5.016247,5.8055634,5.5780406,6.11395,4.58415,5.9092274,4.0933576,3.7535138,4.4177527,3.5285807,3.9808388,5.0969577,4.0585012,4.9252224,0
11.562505,8.737643,16.56733,1.5490174,4.3853836,3.5901644,5.917307,7.0206943,5.0646443,4.375019,3.4568443,4.6775126,4.9708004,5.291391,5.1864705,4.8578515,1
-0.21524389,5.7488313,5.0212674,5.7990193,5.5792475,6.1056337,4.5753,5.902724,4.0915465,3.7603893,4.4203124,3.536759,3.989742,5.0947995,4.065821,4.919648,0
11.568834,8.7396965,16.56225,1.5555109,4.390218,3.5814173,5.915646,7.0186243,5.057462,4.373879,3.465491,4.6849055,4.971316,5.294298,5.1800385,4.857393,1
-0.22285357,5.762041,5.023712,5.782861,5.5815225,6.091863,4.563262,5.8968673,4.091731,3.7761447,4.422189,3.5456157,4.001093,5.090742,4.0810146,4.901001,0
11.56615,8.737677,16.56269,1.5518792,4.3883224,3.5776794,5.9178624,7.020536,5.060829,4.3745565,3.4709053,4.688607,4.97314,5.2970476,5.1851516,4.8472004,1
-0.22773543,5.7682495,5.0310016,5.7800603,5.57727,6.0863485,4.5559897,5.893628,4.0881286,3.7792926,4.4228387,3.5546489,4.0091,5.1001678,4.084739,4.9002156,0
11.562528,8.740584,16.568916,1.5492876,4.3857827,3.5934374,5.9141674,7.017809,5.066254,4.375916,3.4536083,4.674586,4.9728074,5.288369,5.186265,4.859791,1
-0.19904172,5.723119,5.034354,5.821602,5.5840364,6.1309166,4.601926,5.9092293,4.0670013,3.7371356,4.433508,3.5100472,3.9625595,5.1001287,4.041756,4.9391317,0
11.559457,8.737864,16.564886,1.5393225,4.3878875,3.5798855,5.9187994,7.0198846,5.0743084,4.374759,3.4669676,4.6884665,4.9831247,5.3043027,5.2033978,4.8441186,1
-0.23418981,5.7675986,5.046656,5.775985,5.601935,6.0860734,4.5594897,5.880918,4.0640283,3.7827017,4.4461756,3.5434976,4.003715,5.074667,4.087259,4.891912,0
11.549302,8.732891,16.576939,1.5353087,4.3753386,3.6070385,5.9213805,7.0254707,5.0797935,4.3773346,3.4404397,4.663585,4.970629,5.2867227,5.200491,4.8575788,1
-0.22663091,5.790699,5.017089,5.750006,5.5770364,6.0622635,4.5366716,5.8974495,4.1030474,3.8082976,4.414715,3.5589187,4.0263925,5.0925303,4.112243,4.8630533,0
11.55852,8.737006,16.569586,1.5443991,4.3829374,3.5969355,5.9177837,7.0213723,5.0697184,4.375139,3.4497766,4.671872,4.970023,5.2893467,5.1916256,4.8583727,1
-0.24163873,5.7591176,5.039549,5.783332,5.5962563,6.0942945,4.5663133,5.8794417,4.0780015,3.7751365,4.4370813,3.5563896,3.9997678,5.0753922,4.0793686,4.8981156,0
11.557371,8.736268,16.57109,1.5437003,4.3816915,3.599209,5.9183784,7.0221167,5.0706205,4.3756695,3.4473195,4.669978,4.9701552,5.2886176,5.1918025,4.8603516,1
-0.22008616,5.766636,5.0238147,5.776061,5.578285,6.086723,4.5601215,5.9008665,4.090761,3.7822394,4.420288,3.5449038,4.0033884,5.0981555,4.086451,4.8888063,0
11.557533,8.736541,16.571434,1.5445889,4.3814363,3.603588,5.917896,7.0219164,5.0697494,4.375453,3.4419165,4.6659365,4.968191,5.28646,5.1900454,4.8676353,1
-0.23436572,5.7909145,5.0224,5.7459745,5.5822153,6.061245,4.537177,5.8900533,4.0992236,3.8118167,4.420069,3.5633023,4.025221,5.085388,4.114886,4.855358,0
11.548621,8.73322,16.577911,1.53525,4.3742466,3.6139286,5.920743,7.02526,5.0801997,4.3776574,3.4321194,4.6575894,4.969152,5.283505,5.2000403,4.8654075,1
-0.23145512,5.7830215,5.0238547,5.7585015,5.5822005,6.070253,4.544009,5.8915663,4.096286,3.7996578,4.421148,3.5586488,4.019215,5.0878224,4.103534,4.871018,0
-0.23642458,5.7603984,5.03664,5.782809,5.5908,6.0930653,4.565885,5.8833256,4.080689,3.7757282,4.433785,3.5519156,3.9978645,5.0811176,4.0801234,4.898112,0
11.560652,8.738684,16.570246,1.5487039,4.383471,3.6091821,5.9154916,7.019932,5.0659604,4.374553,3.434036,4.660726,4.965324,5.2833548,5.1843843,4.8819404,1
-0.25032762,5.822545,5.0205283,5.6977277,5.58777,6.0269547,4.5089393,5.8781934,4.108048,3.8579018,4.4205685,3.584717,4.0511026,5.0707536,4.1577153,4.7953763,0
1.0451698,15.271351,5.3901215,4.7027583,4.2271304,3.908527,4.3904166,4.4061356,4.6371837,5.153861,4.658592,5.7441154,4.6130385,5.1307282,5.319064,4.5952353,1
-0.2529142,5.8270254,5.019762,5.684924,5.5885496,6.021687,4.505241,5.8766227,4.109549,3.8692079,4.420519,3.5875103,4.0542717,5.06784,4.166982,4.7752733,0
1.0568477,15.266308,5.3956823,4.7197075,4.2234955,3.9057927,4.394454,4.3874006,4.6461205,5.14671,4.6496716,5.7258763,4.6241264,5.110491,5.3170257,4.587676,1
-0.25673747,5.8403425,5.0164566,5.6788588,5.5897493,6.009023,4.493503,5.874548,4.115013,3.8767915,4.4186254,3.5948932,4.065153,5.064558,4.176481,4.775538,0
1.0608213,15.259931,5.398331,4.710241,4.217154,3.9136918,4.4007206,4.3941617,4.652413,5.1407146,4.6467147,5.7362585,4.6246676,5.117565,5.3105893,4.5898094,1
-0.2639435,5.838838,5.0211167,5.688723,5.5937896,6.0112705,4.4928164,5.865994,4.1124353,3.8685544,4.4225903,3.5996716,4.067192,5.059349,4.170278,4.793023,0
1.0841643,15.252335,5.410639,4.747287,4.2118073,3.9038727,4.4068265,4.3595805,4.6693406,5.1278934,4.6296315,5.694882,4.646121,5.0796266,5.3086066,4.5700164,1
-0.22205675,5.757793,5.026614,5.7846804,5.582591,6.0955887,4.568419,5.89685,4.0868864,3.7739959,4.4248343,3.541537,3.9955533,5.091357,4.0782704,4.899943,0
1.0940367,15.246552,5.4155273,4.753824,4.2072234,3.9039223,4.411693,4.3501387,4.6781974,5.1206136,4.6223273,5.689033,4.654454,5.070359,5.305278,4.564735,1
-0.25826648,5.8343577,5.022751,5.683705,5.59075,6.013619,4.4983625,5.8717966,4.1089973,3.872027,4.4227333,3.5938618,4.0605135,5.064278,4.172093,4.7819004,0
1.0925921,15.244531,5.415635,4.7431426,4.2046824,3.909212,4.414056,4.360891,4.678362,5.1195793,4.623069,5.70034,4.65116,5.0814266,5.3020477,4.5690885,1
-0.25128096,5.820641,5.020823,5.7142625,5.5867567,6.0306015,4.5090895,5.8780117,4.1083264,3.843932,4.41961,3.5859168,4.0520077,5.072823,4.146974,4.823149,0
1.0962678,15.239756,5.4182367,4.735365,4.199989,3.9146097,4.4187255,4.365515,4.683218,5.1149936,4.620015,5.710427,4.6530337,5.0871277,5.297405,4.569431,1
-0.23812833,5.8118544,5.015291,5.7272243,5.5787086,6.040598,4.516152,5.8890452,4.110633,3.8311067,4.4136505,3.5744362,4.0451984,5.084608,4.1348867,4.8392015,0
1.0922159,15.244632,5.4154124,4.7417383,4.204774,3.9094694,4.4139543,4.361289,4.6783743,5.119757,4.6233478,5.702789,4.651035,5.082446,5.3021274,4.56858,1
-0.24015239,5.8007493,5.0218277,5.734555,5.5837855,6.05125,4.5277085,5.885788,4.102365,3.8231144,4.4199815,3.5709043,4.0343847,5.0810275,4.125924,4.8432417,0
1.0779274,15.265234,5.3983736,4.772142,4.226039,3.882518,4.3929725,4.346552,4.660894,5.138444,4.6390395,5.6658497,4.6384587,5.0668287,5.3244677,4.569587,1
-0.2353186,5.789381,5.0228395,5.750679,5.5828667,6.0634704,4.538084,5.8890586,4.098622,3.8076708,4.4207096,3.5636096,4.0249057,5.084852,4.111515,4.863213,0
1.1186186,15.225049,5.4305477,4.7459574,4.187085,3.9189787,4.4321046,4.3520575,4.703993,5.0973525,4.603056,5.699807,4.6691165,5.0728025,5.2866316,4.560426,1
-0.22506918,5.757655,5.029828,5.786796,5.5843945,6.0962453,4.5678296,5.8940206,4.0849657,3.7718391,4.4271655,3.5441575,3.9964833,5.0898023,4.0764008,4.9033923,0
1.1093578,15.231037,5.425911,4.7397766,4.1921916,3.9180868,4.4267473,4.3580213,4.695869,5.104582,4.6098514,5.708452,4.662745,5.079754,5.2907486,4.5628586,1
-0.24709764,5.7962356,5.0281262,5.747549,5.588424,6.0572157,4.530439,5.879171,4.0959234,3.811552,4.426052,3.5739543,4.033184,5.076238,4.1163273,4.8638186,0
1.1226836,15.221747,5.4328504,4.7449656,4.1844864,3.9207172,4.434784,4.3486223,4.7088585,5.0937405,4.5998507,5.7037563,4.6726103,5.0705104,5.2844434,4.5566707,1
11.12154,1.7842338,6.308299,4.2328386,5.5467257,4.2492304,4.3106656,6.5502334,4.4298716,2.978812,4.9174566,3.3765209,4.920853,10.072341,11.605566,2.7910154,0
2.4864693,5.551818,15.653371,5.048602,3.9410672,5.210166,6.550123,4.278866,4.1479397,4.313369,4.57391,5.0117154,5.3906317,6.108671,3.7563431,4.068633,1
11.156055,1.7421398,6.298922,4.2559633,5.5676856,4.3194466,4.234009,6.504362,4.468752,3.0300055,4.9025583,3.4385118,4.8501253,9.968852,11.44937,2.8529944,1
2.5851345,5.5881443,15.491712,4.8854837,3.9041166,5.1850257,6.5860753,4.145148,4.0974464,4.451741,4.6104503,4.9656725,5.3333864,6.165705,3.7690473,4.0666595,0
11.127796,1.7146499,6.274999,4.2704897,5.543524,4.32932,4.2254515,6.528034,4.4974065,3.043978,4.940998,3.453015,4.8638506,9.955868,11.45878,2.883924,1
2.5831203,5.6007137,15.490644,4.884226,3.8913083,5.1910415,6.599503,4.1450715,4.100962,4.451988,4.6230755,4.960882,5.322614,6.1763625,3.7777648,4.0722904,0
11.148775,1.7270362,6.2901464,4.2636447,5.562744,4.323404,4.229409,6.5105424,4.479866,3.0326145,4.9113164,3.4449832,4.852466,9.9552,11.429184,2.8598669,1
2.5760603,5.6145387,15.49937,4.8932548,3.8774939,5.196299,6.6127706,4.1525187,4.09504,4.4442763,4.636954,4.9448633,5.305728,6.1933594,3.794215,4.0845404,0
11.143535,1.7577024,6.3396907,4.2145867,5.5352893,4.2776275,4.2688875,6.5243134,4.417569,3.0286462,4.8491716,3.3845818,4.8681736,10.041429,11.46137,2.879933,1
2.6442063,5.6120768,15.417129,4.809468,3.8788958,5.171271,6.6106467,4.07591,4.055165,4.521861,4.6347694,4.933931,5.2938294,6.205169,3.781517,4.068747,0
11.144439,1.7491497,6.329103,4.224911,5.537132,4.2773123,4.2686744,6.5246816,4.422522,3.022586,4.8563204,3.3878188,4.8685336,10.035221,11.442035,2.8659532,1
2.6444454,5.61893,15.415945,4.808276,3.8719316,5.169028,6.617796,4.074765,4.052629,4.5229983,4.641645,4.9296417,5.286771,6.212163,3.7847035,4.0684023,0
11.107241,1.757806,6.363623,4.186444,5.499146,4.216899,4.3225155,6.5747547,4.373668,3.001144,4.8081036,3.3215063,4.9186363,10.106293,11.4342985,2.8634183,1
2.6434505,5.609308,15.417491,4.8097506,3.881743,5.1695495,6.6077924,4.0766273,4.056688,4.5212216,4.631971,4.9367557,5.297126,6.20188,3.7786448,4.066028,0
11.10851,1.7610527,6.3655305,4.1848226,5.499615,4.215909,4.3232574,6.5741563,4.37165,3.001755,4.805439,3.320733,4.918143,10.107677,11.43529,2.8629494,1
2.6599565,5.600623,15.401175,4.793435,3.888728,5.187615,6.600163,4.0600634,4.051378,4.537731,4.6238556,4.9361463,5.289988,6.2089343,3.7890477,4.085043,0
11.097896,1.7557302,6.359452,4.1884804,5.4942136,4.205719,4.3335824,6.585796,4.373241,2.993541,4.809704,3.3132954,4.930811,10.113638,11.434009,2.8534987,1
2.6483498,5.6145973,15.411907,4.804114,3.8762717,5.173951,6.61324,4.071027,4.0522847,4.526805,4.637324,4.9308634,5.290364,6.208639,3.7848024,4.071912,0
