0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,active_hand,class_numeric
9.107093,5.171578,5.846011,6.2379026,4.951814,7.3343086,15.460181,2.123459,5.9130864,5.1072564,5.3725204,4.007475,5.818625,3.311885,4.3631263,4.114114,4.0995293,4.047179,5.21472,4.7389474,3.989116,5.80111,5.235118,4.93983,5.469942,5.662176,5.324095,5.067135,5.312292,5.530169,1,0
14.4142475,5.129272,5.4366727,5.4765882,5.1405196,5.2201624,4.843586,4.5800114,5.461626,3.9781373,10.572359,5.1407037,5.0286694,4.6961336,5.451319,4.980675,5.340869,4.8016777,4.7126465,5.587869,4.3447185,4.797963,4.575234,4.580057,5.193571,6.197605,4.336805,5.4326997,5.296661,-3.4385014,0,0
9.111737,5.1700654,5.847083,6.2360606,4.949378,7.328246,15.46235,2.1122174,5.9219217,5.0945787,5.3837867,4.0065665,5.812932,3.3028648,4.3574157,4.113548,4.0986586,4.0447354,5.2213507,4.7436614,3.991108,5.792736,5.2334733,4.9465146,5.4796944,5.6559005,5.316455,5.0661645,5.3178334,5.530785,1,0
14.414178,5.1288486,5.4365706,5.4769835,5.140793,5.2204747,4.8438067,4.580081,5.4617386,3.9785173,10.572206,5.140314,5.029023,4.6960278,5.4516425,4.9802914,5.340675,4.801759,4.7125607,5.5877695,4.345035,4.798095,4.575648,4.5796866,5.1934857,6.1973553,4.337158,5.4323378,5.2963257,-3.438834,0,0
9.107293,5.175299,5.8487673,6.2317033,4.9459853,7.333551,15.464722,2.1209857,5.914889,5.103511,5.374793,4.0105886,5.8186855,3.3104012,4.362278,4.1177,4.101183,4.045579,5.2158313,4.7386556,3.994441,5.799762,5.232301,4.9396973,5.471687,5.6613355,5.323096,5.065765,5.311495,5.5355115,1,0
14.413457,5.126456,5.4357185,5.4792023,5.142582,5.2222204,4.845364,4.5806766,5.462603,3.9813619,10.571212,5.137497,5.031348,4.6955633,5.453534,4.9773707,5.3394837,4.8023496,4.7119184,5.5871673,4.3482037,4.7991633,4.578203,4.576591,5.192984,6.1921077,4.340352,5.429224,5.2940736,-3.44223,0,0
9.109103,5.1737075,5.8497667,6.2319202,4.946917,7.3308115,15.463047,2.1172266,5.9182844,5.0992627,5.3789597,4.0079856,5.815563,3.306952,4.359282,4.115022,4.1004977,4.0441217,5.218594,4.7402163,3.9945571,5.7962637,5.2310863,4.9418683,5.475368,5.658225,5.3197684,5.0647073,5.313817,5.5354466,1,0
14.409714,5.1113954,5.4316583,5.492966,5.1529083,5.2322693,4.8539476,4.5833173,5.466764,3.997162,10.565755,5.121718,5.0457406,4.6916656,5.4646096,4.9615874,5.3333964,4.8048134,4.709231,5.5850544,4.3640957,4.8045993,4.593968,4.5607915,5.1912336,6.1764235,4.3561854,5.413404,5.2803597,-3.457963,0,0
9.1055355,5.181006,5.8501816,6.227948,4.9408073,7.3402157,15.471921,2.129821,5.9061117,5.1120486,5.365083,4.0197783,5.828493,3.3192642,4.369935,4.127309,4.102565,4.0456905,5.2090244,4.737044,3.9980512,5.809316,5.2312503,4.936814,5.4623046,5.6699877,5.331993,5.0647225,5.307122,5.537915,1,0
14.414315,5.1287017,5.4366283,5.477148,5.140787,5.2206745,4.8437433,4.5800443,5.4617085,3.9783084,10.572121,5.140469,5.028921,4.695965,5.451804,4.980492,5.3405175,4.8017945,4.7125015,5.5876,4.344457,4.7980137,4.5756507,4.5799937,5.1933184,6.1990495,4.336749,5.432676,5.2964354,-3.4382756,0,0
9.103319,5.1834345,5.84983,6.2258515,4.9382133,7.343502,15.474262,2.1319842,5.9037066,5.1142945,5.3625765,4.022782,5.8307805,3.3215911,4.373046,4.1303306,4.103137,4.046895,5.2057247,4.7349424,3.9993243,5.811536,5.231884,4.933464,5.4600663,5.672575,5.334644,5.065578,5.3033485,5.539739,1,0
