0,1,2,active_hand,class_numeric
12.863934,-1.6984168,-9.343652,1,0
7.0532427,13.512872,8.036762,0,0
12.891045,-1.681851,-9.365369,1,0
7.0538344,13.5123005,8.037351,0,0
12.906167,-1.6649555,-9.366106,1,0
7.053694,13.511848,8.037182,0,0
12.867602,-1.6779034,-9.337693,1,0
7.060475,13.50536,8.043848,0,0
12.883498,-1.6660128,-9.37223,1,0
7.052581,13.513518,8.036272,0,0
12.893455,-1.6730385,-9.375649,1,0
7.052058,13.514182,8.035737,0,0
12.909766,-1.6675576,-9.400058,1,0
7.0509133,13.515298,8.03459,0,0
12.903503,-1.6613251,-9.397932,1,0
7.0515018,13.514658,8.035212,0,0
12.91497,-1.6672549,-9.406303,1,0
7.0509105,13.515237,8.034606,0,0
12.926811,-1.6600227,-9.42407,1,0
7.051093,13.515163,8.034712,0,0
12.923828,-1.6590972,-9.419048,1,0
7.0510583,13.515223,8.034712,0,0
7.051584,13.514699,8.035324,0,0
12.919665,-1.6727754,-9.399967,1,0
-2.2785685,1.7724546,-7.90864,0,1
6.1928725,6.35019,15.834992,1,1
-2.282496,1.7686288,-7.9118533,0,1
6.2046223,6.3398805,15.841786,1,1
-2.2908528,1.7603077,-7.9210577,0,1
6.211206,6.3175073,15.817507,1,1
-2.2741961,1.7771914,-7.905037,0,1
6.2610035,6.2732754,15.815892,1,1
-2.2617128,1.7901226,-7.892805,0,1
6.2534585,6.2852716,15.816716,1,1
-2.2756581,1.775696,-7.906192,0,1
6.2905025,6.228344,15.813591,1,1
-2.272919,1.778771,-7.9036574,0,1
6.304649,6.2377157,15.82902,1,1
-2.2577722,1.7944953,-7.8904133,0,1
6.294,6.239785,15.812794,1,1
-2.2616231,1.7903702,-7.8936353,0,1
6.2811794,6.26456,15.824778,1,1
-2.2815454,1.7703927,-7.9126925,0,1
6.300852,6.235905,15.824622,1,1
-2.2688017,1.783266,-7.900016,0,1
6.300723,6.2331114,15.816144,1,1
-2.2694201,1.7825896,-7.900704,0,1
6.3223143,6.244135,15.860505,1,1
-2.1128755,-0.12197822,3.0070016,0,0
-4.560526,-3.0449471,-9.245881,1,0
-1.9211775,0.15930042,2.9990993,1,0
-4.4901567,-2.9090526,-9.332355,0,0
-1.885827,0.18932354,2.979175,1,0
-4.4951434,-2.915617,-9.325649,0,0
-1.9028609,0.17237847,2.9933765,1,0
-4.51362,-2.921691,-9.327195,0,0
-2.0643337,0.07544747,3.0510468,1,0
-4.4387445,-2.8520267,-9.358007,0,0
-2.0953484,0.076573595,3.056254,1,0
-4.4829755,-2.8925068,-9.329672,0,0
-2.1701188,0.006034581,3.1008258,1,0
-4.4434447,-2.8579783,-9.349852,0,0
-2.1699457,-0.0032591398,3.1024466,1,0
-4.4668255,-2.8981717,-9.311092,0,0
-2.2089646,-0.040676102,3.1133113,1,0
-4.466162,-2.890966,-9.32508,0,0
-2.2505965,-0.064582884,3.1551769,1,0
-4.463377,-2.8869975,-9.326796,0,0
-2.2192605,-0.03840934,3.1259005,1,0
-4.4595275,-2.894797,-9.321917,0,0
-2.2289302,-0.055341657,3.1226368,1,0
-4.4815454,-2.8975399,-9.327066,0,0
7.666636,11.868422,2.7353702,1,1
-4.2577167,-3.1082726,-8.992348,0,1
7.7003555,11.903398,2.723143,1,1
-4.260962,-3.1035323,-8.997107,0,1
7.672414,11.872648,2.7340229,1,1
-4.2506313,-3.1109262,-8.984269,0,1
7.8929195,12.246338,2.8805063,1,1
-4.262297,-3.1268291,-8.97966,0,1
7.8936944,12.259125,2.8869877,1,1
-4.2631154,-3.1259496,-8.981384,0,1
7.910791,12.3106985,2.9041104,1,1
-4.257636,-3.122142,-8.979976,0,1
7.908164,12.306281,2.9104676,1,1
-4.2599945,-3.1346176,-8.974756,0,1
7.9183364,12.355725,2.9394457,1,1
-4.235773,-3.109884,-8.966629,0,1
7.9052167,12.442225,3.0159633,1,1
-4.288652,-3.1499624,-8.985356,0,1
7.917058,12.403861,2.974213,1,1
-4.2440224,-3.1169395,-8.974223,0,1
7.8987136,12.431278,3.013004,1,1
-4.2605944,-3.1225727,-8.981175,0,1
7.9289203,12.418727,2.9758496,1,1
-4.2543774,-3.1229064,-8.977318,0,1
-2.8043277,-0.5659442,-6.2328367,0,0
12.847619,-1.700095,-9.316488,1,0
12.833579,-1.7293218,-9.306936,1,0
-2.8045745,-0.56629264,-6.2328415,0,0
12.846194,-1.7629869,-9.253206,1,0
-2.8026698,-0.5683677,-6.231197,0,0
12.871283,-1.7656928,-9.275922,1,0
-2.8028126,-0.5681563,-6.2309775,0,0
