0,1,2,3,active_hand,class_numeric
11.67222,6.3390536,-0.07019757,11.265669,1,0
11.067251,-1.4946603,13.712524,-0.75756556,0,0
11.68021,6.3266907,-0.08784781,11.251591,1,0
11.066942,-1.4948416,13.712698,-0.75779635,0,0
11.696627,6.3399563,-0.08950543,11.241758,1,0
11.043564,-1.5153931,13.732459,-0.779175,0,0
11.70053,6.365602,-0.066297315,11.249957,1,0
11.062319,-1.4959236,13.712907,-0.7600719,0,0
11.679219,6.3216095,-0.09539694,11.251399,1,0
11.067198,-1.4947131,13.712565,-0.75758576,0,0
11.675226,6.3305907,-0.08302492,11.258508,1,0
11.067649,-1.494424,13.712325,-0.75725543,0,0
11.675093,6.3215947,-0.09373563,11.253627,1,0
11.068155,-1.4941584,13.712132,-0.7569119,0,0
11.6723795,6.311139,-0.10551815,11.251478,1,0
11.06774,-1.4945496,13.712513,-0.7573132,0,0
11.667939,6.3085556,-0.10264618,11.254525,1,0
11.068766,-1.4937891,13.711803,-0.75645554,0,0
11.648391,6.2818804,-0.1314935,11.264231,1,0
11.068622,-1.4938961,13.711889,-0.75657064,0,0
11.669025,6.302117,-0.11457844,11.25196,1,0
11.068802,-1.4937636,13.711777,-0.756423,0,0
11.06828,-1.4940842,13.712069,-0.75682384,0,0
11.631944,6.2683187,-0.11443696,11.280725,1,0
14.387669,1.165457,11.269366,2.0798779,0,1
18.579275,12.178208,7.4745426,1.6629454,1,1
14.384217,1.1695393,11.272811,2.076192,0,1
18.57426,12.157385,7.478323,1.6377008,1,1
14.3895235,1.1625967,11.267686,2.0819385,0,1
18.61592,12.125628,7.436593,1.6226143,1,1
14.393892,1.1565295,11.263526,2.086481,0,1
18.664783,12.07847,7.387142,1.6036481,1,1
14.413592,1.1301379,11.244294,2.1075864,0,1
18.657013,12.098829,7.3958917,1.6234498,1,1
14.392844,1.158207,11.264507,2.08542,0,1
18.700089,12.075007,7.352976,1.6172671,1,1
14.399368,1.1492314,11.258294,2.0922835,0,1
18.670774,12.0517645,7.3824096,1.5896347,1,1
14.402542,1.1447053,11.255255,2.0956774,0,1
18.646494,12.076668,7.406206,1.594925,1,1
14.4058695,1.1406289,11.251992,2.0992482,0,1
18.677296,12.079378,7.375384,1.6116384,1,1
14.41465,1.1286917,11.24345,2.108706,0,1
18.703661,12.066085,7.3492312,1.6124108,1,1
14.406625,1.1356224,11.250952,2.1003797,0,1
18.735905,12.047574,7.3168945,1.6171931,1,1
14.410918,1.1329564,11.24711,2.1047297,0,1
18.7325,12.034574,7.319655,1.5933148,1,1
8.120256,1.8429353,-1.1930265,3.4404974,0,0
-1.5870638,9.983777,6.289414,9.876765,1,0
8.149519,1.7388574,-1.2000163,3.1946864,1,0
-1.574942,9.876464,6.1754584,9.820331,0,0
8.145377,1.7225437,-1.2023395,3.1752517,1,0
-1.5873837,9.861601,6.161165,9.820097,0,0
8.173105,1.7111267,-1.1738064,3.1661427,1,0
-1.583635,9.885614,6.192006,9.835463,0,0
8.204181,1.8210238,-1.1504847,3.2714653,1,0
-1.5583358,9.824294,6.1136827,9.786586,0,0
8.246466,1.8773701,-1.1088816,3.3175056,1,0
-1.565114,9.852601,6.143354,9.800328,0,0
8.289136,1.9366633,-1.0684506,3.367155,1,0
-1.5592831,9.828769,6.118667,9.788978,0,0
8.288032,1.9416988,-1.0670496,3.361209,1,0
-1.5443584,9.838807,6.1136208,9.7713175,0,0
8.312968,1.9917717,-1.039697,3.4491067,1,0
-1.5441824,9.83365,6.1078176,9.765506,0,0
8.314533,1.971961,-1.0435586,3.3870783,1,0
-1.5533495,9.838524,6.119259,9.781424,0,0
8.3315735,1.9948128,-1.0246319,3.4204974,1,0
-1.5645934,9.861423,6.1422143,9.796283,0,0
8.30148,1.96626,-1.0537155,3.4013999,1,0
-1.5631347,9.856192,6.1429553,9.796935,0,0
2.8059072,17.37086,3.572449,1.1223779,1,1
-1.3645694,9.943204,6.014808,9.546013,0,1
2.8334553,17.405218,3.5624313,1.1416084,1,1
-1.4057236,9.908547,6.030623,9.590786,0,1
