0,1,2,3,4,5,class_numeric
-0.31863943715244064,-0.42225900511065073,-0.41300159496000094,0.5791089385062748,-0.033718060040237106,0.24950706523067465,0
-0.3528919656699911,-0.4707184359797354,-0.42234804450431335,0.5225752303040904,-0.001304576928889754,0.29918064124067234,0
-0.3825592827122784,-0.47329637120781387,-0.4102697820156902,0.4883604075652277,0.006186747912512391,0.21839650515351713,0
-0.4049552341327839,-0.4804600039412923,-0.4069230888645388,0.470626190925591,0.0047491710700440825,0.19494604434521082,0
-0.41461646181815454,-0.5102123869737725,-0.41579926686961693,0.4154364089817845,0.03249669729729914,0.2064083746882183,0
-0.413381885554978,-0.5167781951095977,-0.413799284199092,0.4106608428108146,0.035089073532748656,0.18497732933251962,0
-0.40752734762745024,-0.5157820597563892,-0.41598044915258464,0.40250516799660985,0.04824560441521891,0.2062856508097568,0
-0.4175752557947458,-0.49785416478132083,-0.4030722710372919,0.4022601655268555,0.03905170432203238,0.15477067156382432,0
-0.41302204661219954,-0.5064302721260494,-0.41032388870415837,0.38420097914607004,0.052456234055192556,0.18266672910954382,0
-0.3895976298252646,-0.4703446541311479,-0.401415596557022,0.4633575768092272,0.02220182253324142,0.172471499517877,0
-0.3675528731461532,-0.4679311894402281,-0.406587899593098,0.4815874597728941,0.014778711305797351,0.19354695247888778,0
-0.3249009585973833,-0.47745028041792054,-0.41363751741383614,0.48506600379235154,0.016219542682883042,0.24247159626083895,0
-0.19511965411811533,-0.5419284291275529,-0.41820700529596133,0.5672156620536938,-0.03426113151084911,0.43339731478522725,1
-0.1990473501764269,-0.541278603403843,-0.42241561215188766,0.5730673484525436,-0.03547374227759751,0.455634807370741,1
-0.19445796888697695,-0.5482369196154607,-0.4191339743492267,0.5694259643177998,-0.03572246258096544,0.441612979061532,1
-0.22431678319794707,-0.5599436511945639,-0.4205872432439634,0.5575639492930786,-0.024702558626063992,0.42274691841460177,1
-0.1811705604276503,-0.5568444089987169,-0.41605851830007134,0.606876863935721,-0.05905450640571309,0.4341549838752199,1
-0.22516583439143767,-0.576318936926592,-0.41966044039067457,0.5817057065811432,-0.03995377117973657,0.4071086107074433,1
-0.1982269488243917,-0.5963279140155181,-0.4205832259364982,0.5913254665719139,-0.04804097464164257,0.44479963960352353,1
-0.10447263354679849,-0.6130090966160437,-0.4081849664268488,0.6152302381633961,-0.07467636704566333,0.5020772583361003,1
-0.08503200542517164,-0.6134380219627332,-0.40722496588687834,0.6313274123478353,-0.08566212652395201,0.5213922731886014,1
-0.2046935697493148,-0.5872093596512948,-0.4221348322688348,0.5914096741223501,-0.04569341276091544,0.4500848291037761,1
-0.21022229071787504,-0.5657575437825786,-0.41814105899267245,0.6003609289974796,-0.05002524102524039,0.41828239696515745,1
-0.24041775893582712,-0.5593802926690229,-0.4211747624849554,0.5878725539441295,-0.040041736216184266,0.40063091713514726,1
19.907831901159664,33.03563706865011,-12.509989223612827,24.131999159507842,-14.932046468292462,18.77158566703495,0
-0.21112482926545198,-0.5639769226639201,-0.5290549142458366,-0.5053445446445826,0.7837023842734762,0.7034795524944282,0
-0.23667012633688947,-0.5481134514326391,-0.5150266656393966,-0.45924085594915304,0.7200216277101674,0.6335290621007391,0
-0.19385958040911397,-0.6399453404281723,-0.48463787344560755,-0.4601528112706085,0.7604001090696921,0.6131648990588245,0
-0.3694995212078402,-0.6569100811528101,-0.5513480728438287,-0.31775952276337033,0.6177726060296003,0.6928514029841132,0
-0.366177765990424,-0.6460393616407503,-0.534444201653649,-0.28022716650119384,0.588288649758867,0.6521678810775285,0
-0.43454649006289453,-0.5747384082455601,-0.48183197131283506,-0.2232679677488199,0.4808245149142909,0.5650614230297409,0
-0.4531685297052906,-0.5641243691265437,-0.4702364837332234,-0.1656716445240304,0.35709510236622344,0.49794078173314515,0
-0.45462541948900603,-0.5693815200464837,-0.47598822459342893,-0.18133921138645642,0.3677838234177791,0.5275333136368934,0
-0.4622867177597379,-0.5533267858501626,-0.44832439821448256,-0.1775251785129342,0.27938163025168605,0.4820292014449659,0
-0.4623177753068449,-0.5553018345836596,-0.4502512997940955,-0.1764368746518047,0.2765930764200648,0.4883724283916574,0
-0.45684128429616894,-0.5582904382490713,-0.4622670435278492,-0.16564234974324327,0.33791543704193144,0.49035554009699345,0
-0.19646483011972277,-0.6100254989101475,-0.45443378222588887,-0.2632027035325546,0.5795762229043288,0.5096523367873659,1
