0,1,2,active_hand
-4.001693058087265,-4.407830023364526,2.4811446385593636,1
7.609441071909951,3.78463689360123,2.729374468759991,0
-4.2205782472651645,-4.411363590927103,2.8209757063886727,1
7.777923797854332,3.7441306004824138,2.799588403622123,0
-4.3469908941646995,-4.196082693795132,2.593105559903919,1
7.776132639564072,3.486396279783035,2.7142012374523854,0
-4.540122247122554,-4.179371344705492,2.519563446352817,1
7.665398379031806,3.51624529357593,2.5178558103964734,0
-4.627518161802382,-3.9746338764736824,2.8484603629605227,1
7.6281752420943665,3.773735386760181,2.5149722739843683,0
-4.628691905936632,-3.8865539620060647,2.886214199722697,1
7.586780550731642,3.5567623416823886,2.5908790196771028,0
-4.576071150516447,-3.809325028132016,2.9853654143561346,1
7.502562834933145,3.4509873955177754,2.4470084579300537,0
-4.623870100977241,-3.615946824797454,2.6206013539717437,1
7.461098276275248,3.5108146980415595,2.5325052895152043,0
-4.500733985858913,-3.506954231126012,2.7880248716227776,1
7.494835898538081,3.6556858687908402,2.283373312144948,0
-4.398696375383371,-3.8790466017103507,2.490555277713442,1
7.485540089496863,3.666187336394055,2.1010510358855283,0
-4.199107674753413,-3.9847450615391447,2.551413208429325,1
7.458215909592714,3.382777452209044,2.064625519198861,0
7.446038390474964,3.4348501627962484,2.197007988064613,0
-3.936569665426424,-3.9867056329591692,2.816501084023949,1
7.742518421562748,3.486353400020298,1.8868335714191096,0
-3.7074760597255847,-4.755588280192564,3.7024354602545704,1
7.763237585370787,3.3081647421032003,1.8955673842970764,0
-3.719199422231199,-4.817175676182202,3.7350897131347605,1
7.840845334780453,3.1869847276016676,2.0215873346150057,0
-3.701313977387521,-4.81538757570297,3.746584219599028,1
7.980428235275994,3.1846939840614024,2.359490066026442,0
-3.846580609122777,-4.90477950494762,3.799809016829199,1
7.716527307721968,3.4353883018443443,2.2067036767016557,0
-3.7509324922720526,-5.131527274979499,3.7229964575011096,1
7.595140003615624,3.797344456488697,1.9194093054154904,0
-3.950204681194086,-5.2146782926384265,3.837663929660834,1
8.026288541987762,3.576790999471788,2.5099986706019846,0
-3.882000526751581,-5.326804573408293,4.064242846703963,1
7.974723480709947,3.5113984385585697,2.5377580609523887,0
-3.56217537414327,-5.257129723203811,4.23395121774282,1
7.8636987918150325,3.4839121996625377,2.4607374810215488,0
-3.5302352094556553,-5.321350157891902,4.25191562213217,1
7.983608421600669,3.5967126634350883,2.8207031980583417,0
-3.899674815171898,-5.3048264173407444,4.0164069401930576,1
7.775108396800174,3.7381240090995353,2.525328953406379,0
-3.903853670739498,-5.241454313947645,3.7564875789521466,1
8.073398635996432,3.505026692887798,2.95173921164262,0
-4.0056459659430494,-5.224242284129388,3.6939942775343124,1
7.799449195773146,3.2456973162891676,1.9751776660944678,0
