0,1,2,3,4,5,6,7,8,9,10,class_numeric
-12.622487869545733,7.434519784704762,10.812891843378651,11.852720389123597,-2.8899598220405993,-3.2409578829390466,3.2340461370687725,-2.401904213682371,3.282114224117808,-3.0873971318978453,0.28764798662918606,0
-14.762957926109983,12.33193773488636,16.142924444739652,10.40567040981273,-3.142806844861423,-4.268326666148798,2.8002776180632147,-0.9625641980354634,2.9757505926495353,-3.7255137637391122,0.9495077784723065,1
-9.808457154236672,-54.121775730667565,0.09023298276523707,20.71988366921021,-12.630324757456092,-2.347358294406109,-1.3102695506998068,-2.4548868736880394,4.816390366564233,-1.9114699793810719,-0.5230765609761158,2
-16.19172647935954,15.02598358903669,15.762283235821508,10.177019510714729,-1.5031278936370644,-6.871660874466151,4.0053805700196,-0.9969418819086212,1.8013573385534256,-3.185302713347134,0.36923463970828024,3
-13.300011991125432,10.445277738686821,18.274229738886497,9.222073993361793,-5.077900082488336,-2.411177389721119,2.783645800135692,0.1748217397649192,2.3554276090981134,-4.352279681907645,0.3829511377255629,4
-15.104580569198923,4.5833713958976015,25.112009916157163,12.597264139399524,-5.4668125588939125,-4.848167829453061,4.2606800259387105,-0.5073178822497881,3.372835095152027,-5.277747630396656,-0.3899172696012492,5
10.747821200729192,22.789177726372216,-3.7423362513902245,28.142205953771466,8.749878579523013,23.406715115528712,10.860375631322631,-0.23584466079328176,3.2359700919232206,5.728724015559713,-3.7610591758000367,0
14.590373683499825,25.39816924633399,11.51643772557523,19.652473012193095,-8.109175774545301,0.7306307864096228,-5.739349653870849,-1.9178749585511616,0.24979375262509718,-0.7885869117355897,3.8520383759870924,1
22.025682365953013,17.736552037209485,-3.778847519070777,17.352967141568197,-4.658551181217753,3.3849343904393807,1.988572853830311,4.3811600359830125,-0.4724889737985053,-1.406203994041118,1.4404448034078075,2
27.597055577378256,2.725756184061391,-0.45537919738419186,17.26239730519495,-3.9488083837933448,3.9831087293363048,-8.21386197729215,-2.4555928773279385,1.9248814840486361,-1.7304499332771395,-0.1944650642843064,3
