0,1,2,3,4,5,6,7,8,9,10,11,12,class_numeric
-2.3604104687931806,-5.617372011496953,5.021976055601034,-1.5303887392191975,-1.9017164907681088,-2.971254606191261,1.0410835999662682,0.5519330727964322,-2.2080894231381363,-1.1816001525108963,0.007611876200551385,-0.1081475707383672,0.15491489938545622,0
-2.5969173705528354,-5.506426080592657,5.453452944152313,-1.4452850893300973,-1.8776659432935685,-3.0045526193645005,0.9929726468812347,0.40567573701133175,-1.9866674678784382,-1.127114055360216,0.012035104815655118,-0.2056622454295419,0.1023129783273326,0
-2.5261037747012485,-5.6763568549066346,4.991729891910734,-1.2604269125112686,-1.8259038871545639,-3.19515314008179,0.7909201130041975,0.4571654975485969,-2.0905630714746923,-1.1486775188575447,-0.065024101286826,-0.09612886484695929,0.13909675542727035,0
-2.507183861865743,-5.726267254060897,4.660595547011421,-1.1431285031495424,-1.7625128927351703,-3.234254718964115,0.713619983794907,0.5137617655982576,-2.0258209300339973,-1.1476848507604813,-0.0869565446399506,-0.21107592695198948,0.10454101294672835,0
-2.521199248004557,-5.744077110676723,4.72556312858542,-1.26875418763318,-1.7331943071357796,-3.0095430802620338,1.0790639533981192,0.6963221554758806,-2.0922185705558354,-0.9973003521291851,-0.10253517300266933,-0.05455737441320921,0.12616150289238354,0
-2.716679867531341,-5.449838260964535,5.527295599036401,-1.4222637026293348,-1.8033066373471645,-2.9990816598314742,1.086294962119508,0.41585481162493315,-2.1475984429670225,-1.058454943765607,-0.07935170502370288,-0.06691126797815217,0.018504652947891997,0
-2.8690081347467626,-5.3279118685188775,5.993439233137402,-1.5785909507941687,-1.778516307659142,-2.91672449958931,1.1825696092044478,0.1702313428230292,-2.2095806370664843,-1.0108368746372316,-0.019749777588418962,-0.030413845609327222,-0.11930712386133804,0
-2.8145440864232403,-5.458510322531836,5.551631695902596,-1.5364537677275298,-1.843604183555772,-2.936041607133326,1.2475541167185913,0.35441271222757237,-2.2647124864923898,-1.1862572271310585,-0.11658967506082955,-0.13431334799284486,-0.010626987960534517,0
-2.9248607764673142,-5.703940934046132,5.41775133391399,-1.5482634818133856,-1.8425526790475755,-2.9015272189165158,1.3056721279745038,0.38125819507848774,-2.1484635045112603,-0.9238547308462356,-0.041801507421459036,-0.08170816575444637,-0.00036451526689690317,0
-3.1651223507447774,-5.653932901454776,5.927580802790107,-1.6351470011124873,-2.2035496139671324,-2.925345040804342,1.316371908670944,0.2688313946207628,-2.121000897702777,-1.2229977090740258,0.023288631527786083,-0.20485957898218685,-0.0662216434898446,0
-3.229482511872073,-5.951628005564755,6.088016945180792,-1.606380660713178,-2.404724379432496,-2.9985975782279795,1.294841900667723,0.20900985889432672,-2.1135325681714097,-0.9479132516002773,0.19660529295692228,-0.27270251896143693,-0.20142536824337223,0
-3.1854626697635147,-5.918032332726814,6.346756340033758,-2.03470916242438,-2.989285522502585,-2.852251551583742,1.6170166099810368,0.014631399125448141,-1.8998271300888054,-1.1317121475326792,0.21811226392351002,-0.4585172619086392,-0.28399503750404353,0
-5.074915135770693,-3.692719037789552,8.101241487870306,-0.6918004293666443,-2.912489478363292,-2.0470894373084576,1.344386349780914,0.17914813403050245,0.4853541055274793,-0.13591852220339845,0.4343327119143418,0.027410302704546113,0.41231415137863864,1
-5.0698433880797795,-3.736413294241281,8.096485163700834,-0.727101881399591,-2.8640724315259223,-1.9877500960661105,1.3372219114194688,0.2920946281758122,0.4692715667500275,-0.12482492085814184,0.4747029647437562,0.06996940646282879,0.4438130884044745,1
-4.974817325238885,-3.9349981979232025,7.834407209511577,-0.6544543332833015,-2.8214376763557127,-2.0067079849733314,1.2230911167819993,0.2953797917510956,0.554479758228815,-0.0659857186390064,0.37141493337508114,0.10596001705282745,0.39093560819669787,1
-4.792069093653894,-4.303664137256997,7.043459589006396,-0.5039414205884909,-2.719247152828146,-2.034645145115607,1.2057817342876214,0.2584489736100979,0.5992538802825718,-0.17648320482447372,0.4050140308439071,0.15261912809152367,0.45079860012040546,1
-4.751327510801176,-4.4144070221825675,7.182961935760765,-0.5970393896100263,-2.922624981397715,-2.033274891930746,1.1188895164777724,0.392652897826941,0.6008867711742986,-0.31664907134977816,0.4704697223793314,0.04791966206468082,0.44085516532932606,1
-4.521226263413267,-4.773073131641482,6.426195143355766,-0.5213601376810834,-2.8568584215296458,-1.9816274409640384,1.1675120326116646,0.5195522618000391,0.6360359682561989,-0.32123992003263613,0.32610260372178973,0.06318258799406695,0.48516953885763153,1
-4.381430493802476,-4.888394110006821,6.255813214698594,-0.6000622962812437,-2.851269289196386,-1.9832046918532396,1.1153933341956848,0.4365495586275266,0.5039628399487922,-0.23736565707363194,0.44823748678382375,0.20397992053698555,0.5069046752251545,1
-4.501555432549994,-4.622347156077904,7.102618643095413,-0.832816342446622,-3.126878432060477,-1.9421919441463924,1.2114131575135123,0.22086112565335544,0.6345254129050987,-0.12363112951086827,0.6189267265898809,0.1017923905899027,0.47474379359484703,1
-4.499897472211869,-4.62139518659042,7.079715412628868,-0.8974406507132503,-3.1521699206516582,-1.8747566125068562,1.2772772035041067,0.24159936533989287,0.6947663189549356,-0.1774872711622248,0.6009075463827479,0.03795563330366708,0.491047871319577,1
-4.419907597286068,-4.854392763900784,6.433902371921246,-0.6327439177928469,-2.921871328130038,-1.9613948136796804,1.187812217747425,0.3738325741189258,0.588624476486455,-0.27966137838786503,0.4797400506334146,0.10161584947473773,0.5022401668075567,1
-4.324416673795121,-4.96485925363317,5.981976732910251,-0.43017500546416465,-2.9084044570520073,-2.0028217006003963,1.2820722653582608,0.3953440990841721,0.7281989265300022,-0.41042293011716263,0.3935316852565373,0.00926065037269519,0.5213390385678465,1
-4.228348795039937,-5.081122598621879,5.563106071145788,-0.31896064322468454,-2.871494949192594,-2.147338641456302,1.0113163347925263,0.46565350135779704,0.657802023019475,-0.44573558957916376,0.35840090825780657,0.07614121669952344,0.4967230876053597,1
-4.71415818054088,-5.0934582526127095,4.452873932365737,2.628597186247772,-0.24871657505629063,-1.3176875136526012,0.10709987620041195,1.588113562107171,-0.009720516295170623,0.30167977603159957,1.0868850165061614,-0.1558858466358495,-1.618787181545876,2
-4.7066321243130265,-5.11599844139786,4.491361669859567,2.691162424887433,-0.12806692633789107,-1.4511157252963254,-0.202720307476692,1.5287738874631955,-0.01932394144243227,0.2714067215144155,1.0408755601050972,-0.071116641771233,-1.41718751542007,2
