class_list,accuracy,data_unit,PH2,PH3,reducer,kernel,n,batch_size,loadable,num_epochs
ten-classes,0.20768925881886643,Spf,True,True,pca,None,1,1024,prajjwal1/bert-tiny,185
ten-classes,0.21284185493460167,Spf,True,True,umap,None,1,1024,prajjwal1/bert-tiny,185
ten-classes,0.4229092350376536,Spf,True,True,pca,None,3,1024,prajjwal1/bert-tiny,185
ten-classes,0.40864050733254065,Spf,True,True,umap,None,3,1024,prajjwal1/bert-tiny,185
ten-classes,0.43757431629013077,Spf,True,True,pca,None,5,1024,prajjwal1/bert-tiny,185
ten-classes,0.36662703131193025,Spf,True,True,umap,None,5,1024,prajjwal1/bert-tiny,185
ten-classes,0.4661117717003567,Spf,True,True,pca,None,7,1024,prajjwal1/bert-tiny,185
ten-classes,0.345620293301625,Spf,True,True,umap,None,7,1024,prajjwal1/bert-tiny,185
ten-classes,0.4455013872374158,Spf,True,True,pca,None,9,1024,prajjwal1/bert-tiny,185
ten-classes,0.37732857709076495,Spf,True,True,umap,None,9,1024,prajjwal1/bert-tiny,185
ten-classes,0.4383670233848593,Spf,True,True,pca,None,11,1024,prajjwal1/bert-tiny,185
ten-classes,0.3325406262386048,Spf,True,True,umap,None,11,1024,prajjwal1/bert-tiny,185
ten-classes,0.434799841458581,Spf,True,True,pca,None,13,1024,prajjwal1/bert-tiny,185
ten-classes,0.35988902100673803,Spf,True,True,umap,None,13,1024,prajjwal1/bert-tiny,185
ten-classes,0.4173602853745541,Spf,True,True,pca,None,15,1024,prajjwal1/bert-tiny,185
ten-classes,0.37217598097502974,Spf,True,True,umap,None,15,1024,prajjwal1/bert-tiny,185
ten-classes,0.43757431629013077,Spf,True,False,None,None,75,1024,prajjwal1/bert-tiny,185
ten-classes,0.1807372175980975,Spf,False,True,pca,None,1,1024,prajjwal1/bert-tiny,185
ten-classes,0.14982164090368608,Spf,False,True,umap,None,1,1024,prajjwal1/bert-tiny,185
ten-classes,0.28378913991280225,Spf,False,True,pca,None,3,1024,prajjwal1/bert-tiny,185
ten-classes,0.24613555291319858,Spf,False,True,umap,None,3,1024,prajjwal1/bert-tiny,185
ten-classes,0.3380895759017043,Spf,False,True,pca,None,5,1024,prajjwal1/bert-tiny,185
ten-classes,0.28299643281807374,Spf,False,True,umap,None,5,1024,prajjwal1/bert-tiny,185
ten-classes,0.4161712247324614,Spf,False,True,pca,None,7,1024,prajjwal1/bert-tiny,185
ten-classes,0.2172017439556084,Spf,False,True,umap,None,7,1024,prajjwal1/bert-tiny,185
ten-classes,0.638525564803805,Spf,False,True,pca,None,9,1024,prajjwal1/bert-tiny,185
ten-classes,0.27744748315497425,Spf,False,True,umap,None,9,1024,prajjwal1/bert-tiny,185
ten-classes,0.6234641300039635,Spf,False,True,pca,None,11,1024,prajjwal1/bert-tiny,185
ten-classes,0.30162504954419345,Spf,False,True,umap,None,11,1024,prajjwal1/bert-tiny,185
ten-classes,0.6349583828775267,Spf,False,True,pca,None,13,1024,prajjwal1/bert-tiny,185
ten-classes,0.272294887039239,Spf,False,True,umap,None,13,1024,prajjwal1/bert-tiny,185
ten-classes,0.6187078874355926,Spf,False,True,pca,None,15,1024,prajjwal1/bert-tiny,185
ten-classes,0.291319857312723,Spf,False,True,umap,None,15,1024,prajjwal1/bert-tiny,185
ten-classes,0.7411811335711455,Spf,False,False,None,None,72,1024,prajjwal1/bert-tiny,185
