class_list,accuracy,data_unit,PH2,PH3,reducer,kernel,n,batch_size,loadable,num_epochs
ten-classes,0.09036860879904875,Spf,True,True,pca,None,1,1024,prajjwal1/bert-tiny,2
ten-classes,0.11296076099881094,Spf,True,True,umap,None,1,1024,prajjwal1/bert-tiny,2
ten-classes,0.0550931430836306,Spf,True,True,pca,None,3,1024,prajjwal1/bert-tiny,2
ten-classes,0.13436385255648037,Spf,True,True,umap,None,3,1024,prajjwal1/bert-tiny,2
ten-classes,0.12088783194609591,Spf,True,True,pca,None,5,1024,prajjwal1/bert-tiny,2
ten-classes,0.09710661910424098,Spf,True,True,umap,None,5,1024,prajjwal1/bert-tiny,2
ten-classes,0.06658739595719382,Spf,True,True,pca,None,7,1024,prajjwal1/bert-tiny,2
ten-classes,0.09710661910424098,Spf,True,True,umap,None,7,1024,prajjwal1/bert-tiny,2
ten-classes,0.10503369005152596,Spf,True,True,pca,None,9,1024,prajjwal1/bert-tiny,2
ten-classes,0.10384462940943322,Spf,True,True,umap,None,9,1024,prajjwal1/bert-tiny,2
ten-classes,0.10344827586206896,Spf,True,True,pca,None,11,1024,prajjwal1/bert-tiny,2
ten-classes,0.10265556876734047,Spf,True,True,umap,None,11,1024,prajjwal1/bert-tiny,2
ten-classes,0.10503369005152596,Spf,True,True,pca,None,13,1024,prajjwal1/bert-tiny,2
ten-classes,0.11573523583036067,Spf,True,True,umap,None,13,1024,prajjwal1/bert-tiny,2
ten-classes,0.10305192231470471,Spf,True,True,pca,None,15,1024,prajjwal1/bert-tiny,2
ten-classes,0.10265556876734047,Spf,True,True,umap,None,15,1024,prajjwal1/bert-tiny,2
ten-classes,0.10661910424098296,Spf,True,False,None,None,75,1024,prajjwal1/bert-tiny,2
ten-classes,0.10899722552516845,Spf,False,True,pca,None,1,1024,prajjwal1/bert-tiny,2
ten-classes,0.10463733650416171,Spf,False,True,umap,None,1,1024,prajjwal1/bert-tiny,2
ten-classes,0.10622275069361871,Spf,False,True,pca,None,3,1024,prajjwal1/bert-tiny,2
ten-classes,0.08283789139912802,Spf,False,True,umap,None,3,1024,prajjwal1/bert-tiny,2
ten-classes,0.11732065001981767,Spf,False,True,pca,None,5,1024,prajjwal1/bert-tiny,2
ten-classes,0.11216805390408244,Spf,False,True,umap,None,5,1024,prajjwal1/bert-tiny,2
ten-classes,0.08759413396749902,Spf,False,True,pca,None,7,1024,prajjwal1/bert-tiny,2
ten-classes,0.10146650812524773,Spf,False,True,umap,None,7,1024,prajjwal1/bert-tiny,2
ten-classes,0.08878319460959176,Spf,False,True,pca,None,9,1024,prajjwal1/bert-tiny,2
ten-classes,0.09750297265160524,Spf,False,True,umap,None,9,1024,prajjwal1/bert-tiny,2
ten-classes,0.11454617518826793,Spf,False,True,pca,None,11,1024,prajjwal1/bert-tiny,2
ten-classes,0.09195402298850575,Spf,False,True,umap,None,11,1024,prajjwal1/bert-tiny,2
ten-classes,0.09710661910424098,Spf,False,True,pca,None,13,1024,prajjwal1/bert-tiny,2
ten-classes,0.1086008719778042,Spf,False,True,umap,None,13,1024,prajjwal1/bert-tiny,2
ten-classes,0.09591755846214824,Spf,False,True,pca,None,15,1024,prajjwal1/bert-tiny,2
ten-classes,0.09314308363059849,Spf,False,True,umap,None,15,1024,prajjwal1/bert-tiny,2
ten-classes,0.08997225525168451,Spf,False,False,None,None,72,1024,prajjwal1/bert-tiny,2
