data_unit,class_list,difficulty,num_classes,class_name_list,PH2,PH3,reducer,kernel,num_components,batch_size,num_epochs,loadable,accuracy,top2accuracy,macro_f1,macro_precision,macro_recall
Spf,all-classes,unspecified,40,"['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'll', 'm', 'n', 'ñ', 'o', 'p', 'q', 'r', 'rr', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z', '1', '2', '3', '4', '5', '6', '8', '9', '10', '0', '7']",True,True,pca,None,15,1024,1440,gaunernst/bert-tiny-uncased,0.7027662074121542,0.8552814268930898,0.7001006974406717,0.7033846429351616,0.7037340346886615
Spf,all-classes,unspecified,40,"['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'll', 'm', 'n', 'ñ', 'o', 'p', 'q', 'r', 'rr', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z', '1', '2', '3', '4', '5', '6', '8', '9', '10', '0', '7']",True,True,pca,None,15,1024,576,gaunernst/bert-mini-uncased,0.7480508384064937,0.8834775178895653,0.7457241528924379,0.7505251661841154,0.7486311106127637
Spf,all-classes,unspecified,40,"['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'll', 'm', 'n', 'ñ', 'o', 'p', 'q', 'r', 'rr', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z', '1', '2', '3', '4', '5', '6', '8', '9', '10', '0', '7']",True,True,pca,None,15,1024,192,gaunernst/bert-small-uncased,0.6727544590409057,0.8385132970201858,0.6689901043938299,0.6737044695449771,0.6734996253730536
Spf,all-classes,unspecified,40,"['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'll', 'm', 'n', 'ñ', 'o', 'p', 'q', 'r', 'rr', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z', '1', '2', '3', '4', '5', '6', '8', '9', '10', '0', '7']",True,True,pca,None,15,1024,144,gaunernst/bert-medium-uncased,0.6632489586670939,0.8255900886468013,0.6601246105013024,0.664085862367455,0.6637583155720365
Spf,all-classes,unspecified,40,"['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'll', 'm', 'n', 'ñ', 'o', 'p', 'q', 'r', 'rr', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z', '1', '2', '3', '4', '5', '6', '8', '9', '10', '0', '7']",True,True,pca,None,15,1024,96,distilbert-base-uncased,0.6720068354159991,0.8340275552707466,0.6690899914520987,0.6742128091409462,0.6724721264043176
Spf,all-classes,unspecified,40,"['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'll', 'm', 'n', 'ñ', 'o', 'p', 'q', 'r', 'rr', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z', '1', '2', '3', '4', '5', '6', '8', '9', '10', '0', '7']",True,False,None,None,75,1024,1440,gaunernst/bert-tiny-uncased,0.7510413329061199,0.8844387482644451,0.7476709432757577,0.7520233984074884,0.7509058026154584
Spf,all-classes,unspecified,40,"['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'll', 'm', 'n', 'ñ', 'o', 'p', 'q', 'r', 'rr', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z', '1', '2', '3', '4', '5', '6', '8', '9', '10', '0', '7']",True,False,None,None,75,1024,576,gaunernst/bert-mini-uncased,0.7429242764071344,0.878671366015166,0.7399144075327679,0.7430965143726322,0.7432557738196419
Spf,all-classes,unspecified,40,"['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'll', 'm', 'n', 'ñ', 'o', 'p', 'q', 'r', 'rr', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z', '1', '2', '3', '4', '5', '6', '8', '9', '10', '0', '7']",True,False,None,None,75,1024,192,gaunernst/bert-small-uncased,0.6368685250453915,0.8087151553989106,0.6295420594427881,0.6389776409761527,0.6365247004025487
Spf,all-classes,unspecified,40,"['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'll', 'm', 'n', 'ñ', 'o', 'p', 'q', 'r', 'rr', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z', '1', '2', '3', '4', '5', '6', '8', '9', '10', '0', '7']",True,False,None,None,75,1024,144,gaunernst/bert-medium-uncased,0.5646694435544163,0.7491188721563602,0.5586323968734952,0.5648404381839688,0.5652769898879367
Spf,all-classes,unspecified,40,"['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'll', 'm', 'n', 'ñ', 'o', 'p', 'q', 'r', 'rr', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z', '1', '2', '3', '4', '5', '6', '8', '9', '10', '0', '7']",True,False,None,None,75,1024,96,distilbert-base-uncased,0.6343052440457119,0.8096763857737904,0.6307210881719936,0.6410851425137178,0.6351596374856335
