0,1,2,3,4,5,6,7,8,9,10,11,active_hand,class_numeric
-0.8909900220036754,1.6910689516692188,-0.3884645576220703,0.22585857279160226,0.6991418983602281,0.8847244016423603,-1.0694692390993,0.2579368397208221,0.10621144043426943,0.21120407828437915,-0.5665559996148484,-0.561882581005791,1,0
-0.02538204318148357,-0.9118085049938157,-1.572678688934978,-0.656205699753578,0.9396733311035483,0.11922338981744471,0.7517757074609848,-0.4106762471950131,0.33976287695043644,-0.03595009280700322,-0.28626809369954687,0.47596886283533957,0,0
-0.9252362725215245,1.745148160623474,-0.39603241015130014,0.2500662874609,0.7696151551345651,0.9414643681528664,-1.0880374608034955,0.28577910101922743,0.08076959350826643,0.25138026371076544,-0.6090230425398108,-0.6224711679962658,1,0
-0.022349609056248217,-0.9127766435761822,-1.574921548433424,-0.6528634184183578,0.9346834531350489,0.1136968814795643,0.7457990764716409,-0.4207833796459883,0.3341731491378976,-0.0415166726103652,-0.28816827942710266,0.46203109047006763,0,0
-0.90178034864641,1.7295833536974556,-0.40102870995638357,0.24018464912204515,0.7245282170124276,0.9246851016110751,-1.0975712206274173,0.2149770584525981,0.10002183053061395,0.20093160629821236,-0.5903908684103719,-0.6307957069181366,1,0
-0.006016416006515205,-0.9170525691233886,-1.559449550755191,-0.6219894004442025,0.8912777504806613,0.12732175845705707,0.7163277285845352,-0.4370476328651976,0.2830720516755057,-0.05906823331594829,-0.29536949827092995,0.4764834314313351,0,0
-0.8874100044326784,1.7185487143352127,-0.3950635208325907,0.24160196531020708,0.6800078009616677,0.8994065717371253,-1.0866665804654148,0.17593321596224545,0.11034647039101693,0.17377436643131555,-0.5625038641359186,-0.6083964507576308,1,0
-0.005367580267792945,-0.9168282553970666,-1.5599876923208897,-0.622606762475709,0.8924507406603497,0.12146358188451091,0.7124091121545238,-0.4482441138127021,0.2830107759641362,-0.06401723350626151,-0.2959800646564689,0.45936353164187316,0,0
-0.8906256669427316,1.721929074806548,-0.3947739084850193,0.2508371624733127,0.6925016961094723,0.8899626409792202,-1.0978203195576626,0.2134115333556768,0.12943653879904443,0.20922086648956978,-0.5759689271478345,-0.5739603605146139,1,0
-0.002551604926821892,-0.9158966664714391,-1.5704543161590405,-0.6065389003974293,0.891431999499668,0.09198184617266478,0.7185547041152528,-0.44358158660644975,0.3343318393168502,-0.0009573547989841751,-0.2840461874126083,0.4563507207861195,0,0
-0.9402472534805898,1.7663979902371567,-0.39923296859109064,0.2657422891197848,0.8060076770517213,0.9504292583274278,-1.106143033364411,0.28988551336747986,0.08951999989165196,0.27337729222996626,-0.6353210843610662,-0.6496677988543115,1,0
0.0019367976071592513,-0.9145134652241405,-1.5542341827659363,-0.5850781193549792,0.8536344846424716,0.10106812495384208,0.700973379330066,-0.4178147602870299,0.30705162210502024,-0.004660279575654591,-0.27555181114821287,0.47492053184140337,0,0
-0.971290412197867,1.8085400226439516,-0.4045740673060389,0.2824693614361194,0.8695712676741038,0.9878752174099038,-1.0960290359185394,0.3376937511500396,0.0629137337268539,0.31775029229318597,-0.6677992805744335,-0.6932228687036313,1,0
0.021265003169126544,-0.9121481979286643,-1.5412146495764112,-0.5348725258948043,0.7885393766259263,0.07942303143950827,0.6669402005214808,-0.4066297863279054,0.2908149004477773,0.026841549899929762,-0.2628233080194833,0.4659481121940062,0,0
