0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,active_hand
-0.8971122443550638,1.719849139040121,-0.37498373003472524,0.23717656896911649,0.7028745466135713,0.9010163676883205,-1.0991986753982763,0.2335934594555369,0.11136079487643202,0.22327344945703118,-0.5887993919332406,-0.5499527267746666,-0.007798222503915926,0.23920133391534268,-0.0022681394439759686,-0.18876909311373538,0.1076221817693247,-0.00031242293343483797,-0.2896917671368634,0.379254698394768,-0.33707915596681176,0.12305627048029176,-0.08155821311540004,0.1901722964841914,-0.006301348409030958,0.44293342674544867,-0.1193009281741328,-0.32520622360673956,-0.03673833160505164,1
-0.04216373859774209,-0.9126165422874484,-1.589930945453979,-0.6675883579214132,0.9608785054275464,0.13522545717252316,0.7814983349567288,-0.3918595636236532,0.3441343081690905,-0.021587014752745638,-0.2867944617219694,0.47326072782010253,0.21142013973694823,-0.1318058768874748,-0.004456902251218795,-0.3046653527381753,0.12876959713585898,-0.08909626362551445,0.061633131187808755,0.17899305245110628,0.00047633157979571267,0.15736360578071976,0.18581168023054329,-0.06829681214108355,0.2227036107370098,-0.02430495232452353,0.021405887671789064,-0.025329854416932068,0.11375261717066341,0
-0.9314476579388492,1.7752918186706084,-0.3819327313954366,0.2621213751130075,0.7736649445840309,0.9588937200726328,-1.1198360196674033,0.26120003079541293,0.08572494354788227,0.26482550472161354,-0.6325587427283652,-0.6126317853918251,0.00020542769653918857,0.258390909421844,0.005878101432886388,-0.21797856482081993,0.08408382578117635,-0.007992217192750378,-0.2634447295861496,0.3638546249288489,-0.3140679927910161,0.1266719297655827,-0.05368669501769965,0.20068723638143096,-0.027282045784816553,0.43363627381733516,-0.06606652705686394,-0.29770767657186836,-0.07563000929478926,1
-0.0391494613285183,-0.9135933742404968,-1.5922464331379487,-0.6642548870837781,0.955837666360713,0.12961676552187554,0.7757803507455318,-0.40224411040458125,0.3387671575104045,-0.027336342841629068,-0.2889474678585306,0.4595260297405213,0.20484086568187185,-0.12767117431702546,-0.01733579592475801,-0.2955655757527391,0.12194780608848649,-0.09522506937118116,0.0692080259496551,0.1816185614311732,0.0165002447005191,0.15204525292009138,0.17547633250300446,-0.06495039545163739,0.20500017175512414,-0.019423549623976747,0.01902300527091325,-0.023255133914915477,0.12333066300316978,0
-0.9080274193537237,1.7591906267496569,-0.3873099555427147,0.2518257142980788,0.7282120621049644,0.9418850238373165,-1.1265949056488367,0.18971430836807865,0.10614611862532647,0.2128326648638979,-0.6139676289731969,-0.6195712430800733,-0.02050549510273997,0.3001019217478425,-0.03554632710668633,-0.24198483646687546,0.11573164373264605,0.028739149861538325,-0.2851652316332161,0.3422736423721039,-0.3550799997069259,0.13038564490994303,-0.06938609450576273,0.17327378655026004,-0.030152061313465116,0.44124936310277585,-0.08251026407797718,-0.30132540226115373,-0.0622686731688538,1
-0.022769472731945847,-0.9180400097866169,-1.5769872630405937,-0.6329535338253959,0.911442083650601,0.14261388019268786,0.7463377590978448,-0.419566003979826,0.28756606784514793,-0.045811532469866516,-0.29689546118900073,0.4753829367573515,0.16960580715602974,-0.16513810297908088,-0.04491650045453427,-0.30706814399931487,0.08313921142413427,-0.09513056290777124,0.07178776068877263,0.21769360290749432,0.022088963672521483,0.13414234170109332,0.17944161505832207,-0.09653756090786728,0.1924694261197642,0.0030069570750886603,0.0012764397378949364,-0.010210815238396375,0.1170430557285418,0
-0.8936165447098144,1.7477278934473528,-0.38160352641782674,0.25298978674249717,0.683327548579406,0.9160712808798761,-1.113823830766435,0.1506149672952651,0.11691163561841708,0.18452734650073313,-0.5854234797009511,-0.5967740976647551,-0.02464744577625736,0.30267918316836817,-0.05451377214641921,-0.24980418139279864,0.13411559991092192,0.04953213288965499,-0.2782518359957113,0.3189936346038277,-0.36121504006450017,0.13161108888852,-0.08399309490660657,0.15270914802190444,-0.022021126966304212,0.4151599730269922,-0.09302788247978143,-0.2782475197468837,-0.041770788598898,1
-0.022121345800051158,-0.9178027133602704,-1.5775306667975901,-0.633610083507995,0.9126547095702222,0.13677005958928112,0.7427373244893308,-0.4309745117954938,0.2877272623283499,-0.050905698048366775,-0.2977200010189643,0.4584945209724928,0.16035012058869336,-0.16340269291043505,-0.05512416642524795,-0.29258830174913397,0.07994688208481868,-0.09341875693327292,0.08132478709433047,0.22285546464098066,0.03341480310528332,0.12914006112988755,0.16535085208686326,-0.08754368901615606,0.1880491312149623,-0.0009201758575987958,0.0060703481208906705,-0.008991935723778896,0.11384039362187826,0
-0.8968277991780754,1.7511704726068884,-0.38126608879403623,0.2622673247671055,0.695932748350834,0.9066004560249259,-1.1265115480870374,0.18781311137949297,0.13538828472205508,0.22059232175830207,-0.5983656777935714,-0.5622122846439908,-0.01855239128508392,0.23172329715522172,0.011045292252040375,-0.18481530024345888,0.12521058973612229,-0.013768675918096066,-0.2604716132686045,0.34651863186182114,-0.3422146679842555,0.13500826449447315,-0.09279513813082872,0.19626884681974238,0.0016962835311214732,0.4328228404132278,-0.12235159400883087,-0.2802566810791074,-0.028052603985429407,1
-0.019324328596518076,-0.9168708619975968,-1.5882042178801792,-0.6175801785954008,0.9115553264623054,0.10706270171157642,0.748633134975881,-0.4265887066824925,0.33893032923786764,0.013257184454596012,-0.2845271038013354,0.45283137844068655,0.22568956259228257,-0.1648755638168949,-0.016744770225167672,-0.2991595162720995,0.12685884368170514,-0.06672476593920372,0.05667782062328707,0.19588372735096396,-0.006922611302365839,0.15343818869515827,0.20185510262420026,-0.06263564471861569,0.22880700566776116,-0.01374230982254046,0.020413252903740815,-0.012718863792646487,0.11553677863886835,0
-0.9465188335696949,1.7971400569442892,-0.3848470801897663,0.2781043644846594,0.8103072861029318,0.9683666800424073,-1.1386988034687302,0.264744598906047,0.09458011847894193,0.28767115567398716,-0.659635695512062,-0.6388666346063625,-0.00991482031922437,0.25554344518658895,0.016299778454079285,-0.18526966624602278,0.07890756498621088,-0.042134012282278505,-0.27283449624790135,0.36516044942367587,-0.3225343835825335,0.12757927426437685,-0.03738240515665768,0.21979904593687424,-0.026586125712073885,0.4550647685810358,-0.05769472852512976,-0.3334939524735385,-0.08805986978280794,1
-0.014759509284807732,-0.9155315156757945,-1.5719285858806407,-0.5957586841498065,0.873053975753414,0.1155349405701525,0.7298422957033006,-0.40113924228118053,0.3112587787554208,0.009217573636200495,-0.2759382887759377,0.4719459508696048,0.22232708702031465,-0.17327256688675294,-0.03559364479321783,-0.3110354587100051,0.11486477255614883,-0.08395544875440444,0.054447035914091724,0.1923273295469197,-0.012155013349506508,0.1472364442133142,0.20668668891342687,-0.08285854981772296,0.2214460681358257,0.003139131917382198,0.012279398951952873,-0.007825235850389986,0.10914462895313216,0
