0,active_hand,class_numeric
-0.8909900220036738,1,0
-0.025382043181785587,0,0
-0.9252362725216187,1,0
-0.02234960905619115,0,0
-0.9017803486463946,1,0
-0.006016416006519436,0,0
-0.8874100044326596,1,0
-0.005367580267796463,0,0
-0.8906256669427123,1,0
-0.002551604926826185,0,0
-0.9402472534805709,1,0
0.0019367976071557455,0,0
-0.9712904121978468,1,0
0.021265003169122294,0,0
-0.9506206218109478,1,0
0.006615845623160366,0,0
-0.9489246516014271,1,0
0.026473112431097803,0,0
-0.9854251263638908,1,0
0.04074471946385799,0,0
-0.9898242821766091,1,0
0.03844495778825306,0,0
0.011050964061037295,0,0
-0.9968914976900741,1,0
0.09334332337022017,0,1
-1.2529536011477163,1,1
0.09510628486708973,0,1
-1.2507509893935749,1,1
0.08124941193852914,0,1
-1.2286116218908016,1,1
0.0742132533750244,0,1
-1.1774871152617226,1,1
0.013106626387472203,0,1
-1.177345761162664,1,1
0.06241956010668985,0,1
-1.1240441904198992,1,1
0.04868542833532427,0,1
-1.1023201728299037,1,1
0.04093573214963875,0,1
-1.1470248886061933,1,1
0.04034373582374532,0,1
-1.1462904519586639,1,1
0.02863782098969196,0,1
-1.1133535921013546,1,1
0.0013264442183178302,0,1
-1.0875932630020395,1,1
0.013512247687882053,0,1
-1.0617005574530436,1,1
-0.7903553354630898,0,0
-0.22523216653799663,1,0
-0.5667449210668237,1,0
-0.17063450567646266,0,0
-0.6018530535894413,1,0
-0.14786175197825713,0,0
-0.6593560020049684,1,0
-0.13170361099090075,0,0
-0.9063961010323878,1,0
-0.09952532092043695,0,0
-0.9941829831419513,1,0
-0.13415098458882888,0,0
-1.058316319544547,1,0
-0.11616539538222263,0,0
-1.0615561845413966,1,0
-0.06834875193999254,0,0
-1.0830263842341108,1,0
-0.09686238500542046,0,0
-1.082998011980865,1,0
-0.10194321162815892,0,0
-1.0709804631075943,1,0
-0.12262346203071525,0,0
-1.0953079825439747,1,0
-0.1282295684982512,0,0
-1.3052148608392429,1,1
-0.10970273172335136,0,1
-1.3722469912256967,1,1
-0.09684848134833998,0,1
-1.3581262932079348,1,1
-0.1092470202458683,0,1
-1.5130836536297516,1,1
-0.14827350053856816,0,1
-1.5537828984320772,1,1
-0.14782798660507895,0,1
-1.6391731333917305,1,1
-0.13658231322266018,0,1
-1.6042853510815567,1,1
-0.14907576403426145,0,1
-1.700729968989001,1,1
-0.16288396555364648,0,1
-1.8803954684830433,1,1
-0.170647969564077,0,1
-1.7963044333237181,1,1
-0.1509140628199771,0,1
-1.9516326134069482,1,1
-0.156114142428627,0,1
-1.863378255624044,1,1
-0.12444817382828534,0,1
0.3321362925806092,0,0
-0.9492006561113431,1,0
-0.9339027608753987,1,0
0.3589088103280384,0,0
-0.9456351271417555,1,0
0.3826656548861313,0,0
-0.9293242426601436,1,0
0.3868158734674248,0,0
-0.8931090045290017,1,0
0.30399253103453333,0,0
-0.9198585790228381,1,0
0.30345722912917145,0,0
-0.8831570780645454,1,0
0.24384776380605064,0,0
-0.9342794002130731,1,0
0.4025366973995284,0,0
-0.8724815078554226,1,0
0.38122603404848265,0,0
-0.8390523110564538,1,0
0.3703798364674094,0,0
-0.8548602332109089,1,0
0.2647089429970113,0,0
-0.8417956088680771,1,0
0.27004508122599824,0,0
-1.3591435418121365,1,1
0.15051186351131135,0,1
-1.347244313139316,1,1
0.10817801519240974,0,1
-1.2271030044928182,1,1
0.08954503687668262,0,1
-1.1833841283271327,1,1
0.14764209724773003,0,1
-1.1692056073017885,1,1
0.12452732373206035,0,1
-1.0789159044171555,1,1
0.18993119235865402,0,1
0.2003179032770316,0,1
-0.9603771007944647,1,1
0.13829962510274965,0,1
-1.0118303628731178,1,1
0.055616997596220706,0,1
-0.9717561049529456,1,1
0.15267907608405823,0,1
-1.016459183630707,1,1
-1.0588952214990957,1,1
0.18054793890643633,0,1
-1.0808359679259965,1,1
0.20950781507889854,0,1
-0.8137161685904062,1,0
-0.18698735498062177,0,0
-0.988253391372917,1,0
-0.13297344950945633,0,0
-1.1181869224357017,1,0
-0.14903736755413644,0,0
-1.2476781383569306,1,0
-0.10258839724554251,0,0
-1.247071947918013,1,0
-0.20681955952923142,0,0
-1.3533436533410654,1,0
-0.14667065549100633,0,0
-1.3914224474155428,1,0
-0.1242786780933654,0,0
-1.4129852366200246,1,0
-0.14893434083454515,0,0
-1.395581479140754,1,0
-0.17380363401464044,0,0
-1.3460874941328536,1,0
-0.12527052314252135,0,0
-1.393093597049831,1,0
-0.107184552820043,0,0
-1.422412746977788,1,0
-0.13831149966358158,0,0
-1.8062728960617307,1,1
-0.18341497624350064,0,1
-1.7706725943646815,1,1
-0.18829967119088167,0,1
-1.657823943541986,1,1
-0.15549069534652332,0,1
-1.6650330664165305,1,1
-0.18451448908518508,0,1
-1.827759404376196,1,1
-0.20771215255943892,0,1
-1.738343361495415,1,1
-0.20518697911453074,0,1
-1.7102877012002011,1,1
-0.19845675515734834,0,1
-1.658028251966312,1,1
-0.17914879214764254,0,1
-1.7072806263063445,1,1
-0.18665678000540203,0,1
-1.6800673178005088,1,1
-0.20425316763861762,0,1
-1.695491404097644,1,1
-0.19512043718921115,0,1
-1.804898982436585,1,1
-0.16678689314419454,0,1
-0.9095915013927786,1,0
0.459217876911848,0,0
0.4672122663105272,0,0
-0.9296937727050422,1,0
0.46244751477393214,0,0
-0.9135831818751959,1,0
0.46041785985138306,0,0
-0.8842829761721285,1,0
0.4624987603349952,0,0
-0.8700509907223584,1,0
0.4071564971216742,0,0
-0.8795833376591017,1,0
0.4158100070962041,0,0
-0.8045957137853516,1,0
0.3933226377206127,0,0
-0.7909057565991959,1,0
0.47450509130459606,0,0
-0.8129419397008941,1,0
0.5634013701315002,0,0
-0.8333528135437986,1,0
0.4800930320896384,0,0
-0.8754866801096611,1,0
0.4805639060665658,0,0
-0.8136218108949768,1,0
-1.091751997832834,1,1
0.6108382104131479,0,1
-1.1359972808340335,1,1
0.5842755902527162,0,1
-1.2155164405387164,1,1
0.6686692916352499,0,1
-1.236901219478216,1,1
0.5950526387197369,0,1
-1.2561306651792377,1,1
0.5863719217494279,0,1
-1.2060522641977356,1,1
0.5310422712750295,0,1
-1.2311647080095751,1,1
0.5342254155214994,0,1
-1.1703196228202066,1,1
0.5136460962375146,0,1
-1.1438167227631464,1,1
0.5677890720967732,0,1
-1.1453409227797466,1,1
0.5570470580155614,0,1
-1.1041990063729687,1,1
0.5462814883441371,0,1
-1.0769929779615264,1,1
0.5187153491825766,0,1
-1.1686392123751728,1,0
-1.1753144728847873,1,0
-1.190239089201448,1,0
-1.1797332808930583,1,0
-1.139825298903438,1,0
-1.1177040077879223,1,0
-1.1964667556753084,1,0
-1.113846079523074,1,0
-1.1315977854906283,1,0
-1.1374453863780172,1,0
-1.1516067385886455,1,0
-1.2328981840201905,1,0
-1.5267851357277022,1,1
-1.3970954780320415,1,1
-1.4130097198258849,1,1
-1.48417197754675,1,1
-1.687173885839331,1,1
-1.7205398018445104,1,1
-2.2247584309344286,1,1
-2.2942666992234253,1,1
-2.3524364142771166,1,1
-2.4516391387949503,1,1
-2.203249261563594,1,1
-2.1057649959901483,1,1
0.4021129913016046,0,0
-0.9157860454685914,1,0
0.437096444260024,0,0
-0.9163058288006073,1,0
0.4392511225978834,0,0
-0.928451619785376,1,0
0.42722698635073497,0,0
-0.9401354805901466,1,0
0.4463423391197706,0,0
-0.9481584522414774,1,0
0.44559412887692795,0,0
-0.9158188845129319,1,0
0.4584745310020066,0,0
-0.9458313370291833,1,0
0.42044593084284837,0,0
-0.9367646503165835,1,0
-0.9532146922713334,1,0
0.42444626591060214,0,0
-0.9293445325342702,1,0
0.4209123525978724,0,0
-0.954738961945674,1,0
0.42739660836950366,0,0
-0.9580327939177014,1,0
0.41438935182616005,0,0
-1.1752312047847708,1,1
0.4470260391865332,0,1
-1.181118596461525,1,1
0.44368466504636805,0,1
-1.2191274211615233,1,1
0.4009281428169294,0,1
-1.2806079926774594,1,1
0.40150359853111445,0,1
0.3788784350588305,0,1
-1.3103060725189901,1,1
0.4071913057668801,0,1
-1.3006730177813035,1,1
-1.3020974891597774,1,1
0.41020245300094177,0,1
-1.2719944184247913,1,1
0.4333713005360049,0,1
-1.2373855328032854,1,1
0.421914219699136,0,1
-1.158079484731585,1,1
0.4036507106717293,0,1
-1.1494084967523668,1,1
0.4176944807990607,0,1
-1.1243180684752443,1,1
0.4173182464235183,0,1
-1.2404969669093213,1,0
-0.12068897499407652,0,0
-1.2004695312766938,1,0
-0.0860607087008977,0,0
-1.219864725613033,1,0
-0.09009087136685616,0,0
-1.1840221260267145,1,0
-0.11799091552848694,0,0
-1.1748029791187768,1,0
-0.1671790547636325,0,0
-1.197712405836437,1,0
-0.12090513631205896,0,0
-1.1794546860132744,1,0
-0.15551736399539673,0,0
-1.2156135665078054,1,0
-0.17761753105703995,0,0
-1.2139097695751866,1,0
-0.16662974550888357,0,0
-1.2237779868947471,1,0
-0.18214398107944635,0,0
-1.2153122775146064,1,0
-0.12987748958215586,0,0
-1.2384982347009617,1,0
-0.16590752999946065,0,0
-1.2313412007007896,1,1
-0.15778049323986607,0,1
-1.4852010695982945,1,1
-0.12992827298437973,0,1
-1.5992075985106233,1,1
-0.1402145963866669,0,1
-1.7455583486334474,1,1
-0.15107923765906262,0,1
-1.664159712682574,1,1
-0.16380294335806883,0,1
-1.7274166840997913,1,1
-0.12005472073322411,0,1
-1.9095160386821948,1,1
-0.13855873028091065,0,1
-1.6914742437295585,1,1
-0.12748995276387456,0,1
-1.7480411836870364,1,1
-0.18898350839435715,0,1
-1.6356468949722844,1,1
-0.1952101831921545,0,1
-1.6837207530600742,1,1
-0.18271070674627776,0,1
-1.7838457001958616,1,1
-0.13803622433335833,0,1
-0.7391105861141705,1,0
-0.20387774160327796,0,0
-0.8612105815619507,1,0
-0.16651309751736304,0,0
-0.9449398517582552,1,0
-0.15702958837569456,0,0
-0.9603991271711163,1,0
-0.09769255504383259,0,0
-1.0283694638157306,1,0
-0.09889503636424683,0,0
-1.049755614534836,1,0
-0.11287259684272527,0,0
-1.0326658470559378,1,0
-0.118247921229818,0,0
-1.0285831362468654,1,0
-0.10314732067922083,0,0
-1.0556926219366847,1,0
-0.1016864618755857,0,0
-1.0517129015558817,1,0
-0.14985885757291767,0,0
-1.0083801241906096,1,0
-0.13896526357202554,0,0
-1.004278659919646,1,0
-0.15247885035637906,0,0
-1.2556997863991342,1,1
-0.083521489746965,0,1
-1.2852497907085039,1,1
-0.08971842390054084,0,1
-1.3549089543025186,1,1
-0.16127427450168783,0,1
-1.3181373064307849,1,1
-0.14389589489206603,0,1
-1.356869108846274,1,1
-0.19580798056870719,0,1
-1.354793700354276,1,1
-0.1824590710233642,0,1
-1.2952683118415884,1,1
-0.192873764415145,0,1
-1.243191012108569,1,1
-0.06855790134599478,0,1
-1.2719700860758594,1,1
-0.10333721056211805,0,1
-1.2268327277847741,1,1
-0.09044196908632272,0,1
-1.1945804027675235,1,1
-0.1528208027510323,0,1
-1.185664058906626,1,1
-0.11122977542176311,0,1
0.0328862435552999,0,0
0.1703551542915783,1,0
-0.030864409294552936,0,0
-0.48999127733972125,1,0
0.026913344754767376,0,0
-0.8433787400067159,1,0
-0.9281693808934205,1,0
-0.013390687929233614,0,0
0.0397470892108497,0,0
-0.9771543835704546,1,0
0.009642722103227698,0,0
-1.0479188761692255,1,0
-1.0348869015164945,1,0
0.03443620376456127,0,0
-1.059404343067879,1,0
0.10896650136742551,0,0
-1.0312484480660802,1,0
0.06950397037807515,0,0
-1.0798694069098336,1,0
0.0014430536158415508,0,0
-1.0776588594977037,1,0
-0.02476959068280921,0,0
-1.080399341284523,1,0
-0.011299800127826698,0,0
-1.37358825373221,1,1
0.05829445082604409,0,1
-1.27274504985019,1,1
0.047627448795567795,0,1
-1.2963937903720049,1,1
0.04075104030410922,0,1
-1.2402294326978478,1,1
0.05592276468782212,0,1
0.03260600284942648,0,1
-1.2730703526783747,1,1
0.07537037277273087,0,1
-1.2700854130802053,1,1
-0.010528204595928322,0,1
-1.3300440268293652,1,1
0.0007953870964465332,0,1
-1.397810745152884,1,1
0.04151079255035306,0,1
-1.4173191485234828,1,1
0.04043985014452551,0,1
-1.3590431433123589,1,1
-1.4607290300924678,1,1
0.07922956197622649,0,1
0.05527062289327628,0,1
-1.4358613498263808,1,1
0.5953019579356152,0,0
-0.6549151029816672,1,0
0.5491035688384563,0,0
-0.7835364035465805,1,0
