0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,active_hand
-0.8971122443550638,1.7198491390401212,-0.37498373003472524,0.23717656896911649,0.7028745466135713,0.9010163676883206,-1.0991986753982763,0.23359345945553653,0.11136079487643195,0.2232734494570315,-0.5887993919332406,-0.5499527267746666,-0.007798222503915978,0.23920133391534198,-0.0022681394439759755,-0.1887690931137355,0.10762218176932449,-0.0003124229334348391,-0.28969176713686356,1
-0.04216373859774209,-0.9126165422874484,-1.589930945453979,-0.6675883579214132,0.9608785054275464,0.13522545717252205,0.7814983349567298,-0.39185956362365354,0.34413430816909085,-0.02158701475274625,-0.2867944617219694,0.47326072782010137,0.21142013973694831,-0.1318058768874746,-0.004456902251218809,-0.3046653527381754,0.12876959713585903,-0.08909626362551448,0.06163313118780845,0
-0.9314476579388492,1.7752918186706084,-0.3819327313954366,0.2621213751130075,0.7736649445840309,0.9588937200726326,-1.1198360196674053,0.26120003079541104,0.0857249435478825,0.2648255047216131,-0.6325587427283652,-0.6126317853918248,0.00020542769653888993,0.2583909094218439,0.005878101432886257,-0.21797856482082054,0.08408382578117622,-0.007992217192750334,-0.2634447295861498,1
-0.0391494613285183,-0.9135933742404968,-1.5922464331379487,-0.6642548870837781,0.9558376663607118,0.12961676552187554,0.7757803507455318,-0.4022441104045811,0.3387671575104048,-0.027336342841629474,-0.2889474678585306,0.45952602974052054,0.20484086568187196,-0.12767117431702557,-0.017335795924757945,-0.29556557575273934,0.12194780608848652,-0.09522506937118114,0.06920802594965508,0
-0.9080274193537237,1.7591906267496569,-0.3873099555427147,0.2518257142980788,0.7282120621049644,0.9418850238373174,-1.1265949056488371,0.18971430836807773,0.10614611862532629,0.2128326648638983,-0.6139676289731969,-0.6195712430800757,-0.02050549510274001,0.3001019217478408,-0.03554632710668639,-0.24198483646687569,0.11573164373264737,0.028739149861538256,-0.285165231633217,1
-0.022769472731945847,-0.9180400097866169,-1.5769872630405937,-0.6329535338253959,0.911442083650601,0.14261388019268784,0.7463377590978448,-0.4195660039798263,0.287566067845148,-0.04581153246986654,-0.29689546118900073,0.4753829367573514,0.1696058071560298,-0.1651381029790803,-0.044916500454534256,-0.3070681439993146,0.08313921142413441,-0.09513056290777082,0.07178776068877121,0
-0.8936165447098144,1.7477278934473528,-0.38160352641782674,0.25298978674249717,0.6833275485794036,0.9160712808798762,-1.113823830766437,0.15061496729526466,0.11691163561841754,0.18452734650073188,-0.5854234797009511,-0.5967740976647549,-0.024647445776257503,0.3026791831683674,-0.054513772146419254,-0.249804181392799,0.13411559991092156,0.04953213288965482,-0.2782518359957117,1
-0.02212134580005119,-0.9178027133602701,-1.5775306667975901,-0.633610083507995,0.9126547095702222,0.1367700595892811,0.7427373244893308,-0.4309745117954939,0.28772726232835,-0.05090569804836677,-0.2977200010189643,0.4584945209724913,0.16035012058869372,-0.16340269291043538,-0.05512416642524791,-0.2925883017491343,0.07994688208481872,-0.09341875693327364,0.08132478709432986,0
-0.8968277991780753,1.751170472606888,-0.38126608879403623,0.2622673247671055,0.695932748350834,0.9066004560249258,-1.1265115480870374,0.18781311137949303,0.1353882847220555,0.22059232175830182,-0.5983656777935714,-0.5622122846439905,-0.018552391285083996,0.23172329715522075,0.011045292252040319,-0.1848153002434596,0.12521058973612242,-0.013768675918096015,-0.26047161326860513,1
-0.01932432859651811,-0.9168708619975968,-1.5882042178801792,-0.6175801785954008,0.911555326462303,0.10706270171157639,0.748633134975881,-0.4265887066824926,0.3389303292378682,0.01325718445459601,-0.2845271038013354,0.45283137844068644,0.22568956259228282,-0.1648755638168946,-0.016744770225167648,-0.29915951627209925,0.12685884368170466,-0.06672476593920393,0.056677820623287065,0
-0.9465188335696949,1.7971400569442892,-0.3848470801897663,0.2781043644846594,0.8103072861029318,0.9683666800424072,-1.1386988034687302,0.2647445989060461,0.09458011847894239,0.28767115567398743,-0.659635695512062,-0.6388666346063644,-0.009914820319224336,0.2555434451865883,0.01629977845407931,-0.1852696662460228,0.07890756498621063,-0.042134012282278165,-0.27283449624790085,1
-0.014759509284807766,-0.9155315156757945,-1.5719285858806407,-0.5957586841498065,0.873053975753414,0.11553494057015248,0.7298422957033006,-0.4011392422811806,0.31125877875542085,0.009217573636200495,-0.2759382887759377,0.47194595086960467,0.2223270870203148,-0.17327256688675266,-0.03559364479321794,-0.3110354587100054,0.1148647725561491,-0.08395544875440426,0.05444703591409159,0
-0.9776615672246842,1.840457501442109,-0.3895883717947616,0.2954363277596957,0.8743298404400756,1.0066743467715003,-1.1308320028683736,0.313214738212355,0.06714859889220413,0.33395742668011263,-0.6930819320447377,-0.6834339351496819,0.008817898548686571,0.2578146939706915,0.04274832126862402,-0.15566053885203346,0.035515866228150866,-0.092598101564458,-0.2738559602662023,1
0.004658371611937546,-0.9132729663032098,-1.559181902919336,-0.5450940227663118,0.8067435442677083,0.09268566143148978,0.6946210150270353,-0.39137045360257283,0.2947949449199714,0.040525321049779336,-0.2627689021598741,0.46220067840426965,0.24114656713833565,-0.1826130863232583,-0.044293073006922215,-0.3113882919956958,0.11663854186301113,-0.08763755560664102,0.05405793080394642,0
