0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,class_numeric
-0.69700995339112,-0.13611725734869098,0.6624204078701117,-0.6875694470059028,0.7906215689265641,0.5460359982539316,-1.4513514049982368,-0.18707000786634237,-0.15565383124013404,-0.3111078327475987,0.06513634750195783,-0.06770304873377934,0.37053551070567864,-0.05449712209091636,-0.163096455171563,-0.49506903844576644,-0.20068884187795105,-0.5072837065004996,0.4681763750169659,-0.17600499813572973,-0.0728426795968202,0.14993802050908683,0.18707529304774942,-0.23238733143949752,0
-0.7126349682522665,-0.14110493906484045,0.667954985973826,-0.7244208990827158,0.8720366339769052,0.6383692979589098,-1.5223788037189365,-0.2529309213516095,-0.19267594736343102,-0.4018176519325158,0.04856187381409597,-0.059144664080972326,0.34337126833532466,-0.018314703126218825,-0.15802641519253754,-0.5625095976580069,-0.21471064600650805,-0.4688868729443461,0.45728627645759984,-0.2228611399804437,-0.05937255115396718,0.1826343967033529,0.15645982433437305,-0.2281251137593231,0
-0.7025381312350684,-0.13035487792749234,0.6797349618257665,-0.7240067941662198,0.7812751870141903,0.5815983258298739,-1.491043605664848,-0.18178070720630524,-0.17435777135360817,-0.3474747860935717,0.08284503837071712,-0.05986880156106186,0.4062028728898856,-0.04466262917667321,-0.16283167854087127,-0.5615385712316472,-0.22963653502958245,-0.5096523746893986,0.42348378598571174,-0.1795605287356714,-0.047605406544339875,0.14669932563487761,0.15862145970846503,-0.2367803490566039,0
-0.6980134155681006,-0.11559330264192949,0.6812793922964372,-0.7225408348957649,0.7172840695932768,0.5414811581062977,-1.4477480421058162,-0.1363613676582276,-0.15740045392722313,-0.30248430320685893,0.08728512072536425,-0.05676918723175214,0.4226228092574853,-0.05501819181744904,-0.15811914708604446,-0.5339180059348365,-0.2261495338429543,-0.5173794270226525,0.3866259436184441,-0.14462535380572775,-0.03865950575713547,0.11399092455664228,0.14362507839161548,-0.22436377239382274,0
-0.6986970349412014,-0.11907711642033943,0.6821700881514292,-0.7268077521193703,0.7349892247161932,0.5452296154765766,-1.4557239959363075,-0.15518709831387598,-0.16025816167912613,-0.30573239986578177,0.07157998570232124,-0.06854811411129598,0.39106378600024977,-0.038656310147813656,-0.16120906558840634,-0.4782018557681034,-0.20895352663044595,-0.5018850709091842,0.44496175700411356,-0.18339026957481233,-0.060427738648560464,0.11613867160916926,0.16893364400635671,-0.21041243583036498,0
-0.7188810379287721,-0.13806857319256968,0.6736249549126118,-0.7479959297345466,0.8791275061130825,0.6688187534809432,-1.5494254528593736,-0.27488603144817597,-0.2107436497111726,-0.4333830501801979,0.0516919672638779,-0.06628921315638528,0.34293725015193766,-0.021879741406611898,-0.16814252013695152,-0.5690606083903185,-0.21258979996187716,-0.45928143036447927,0.48077576061144356,-0.24745959337247167,-0.06957589807918806,0.19308560364244245,0.16943030803097736,-0.22798766214005614,0
-0.7311710508739194,-0.15365820320839205,0.6800302460483346,-0.76719217859881,0.9756648913616758,0.7484521360481947,-1.6027554418088052,-0.34707722512180805,-0.23736218209102142,-0.5171263054106489,0.037993553880462064,-0.06725557670386627,0.3053049238779288,-0.009454296606328964,-0.18346457228473995,-0.6139549574640897,-0.20883064206403862,-0.41973219722878913,0.5307052445197206,-0.29862067582480767,-0.09229013333124858,0.22911799801104646,0.1801819967419386,-0.22074413358022196,0
-0.7235744101977383,-0.13230461152742007,0.6815124044069171,-0.7655111022006454,0.8948911519078587,0.6771721210269177,-1.555241171763033,-0.2798002443141208,-0.2028541388559436,-0.4451346846324844,0.029716423160083258,-0.0666952632293425,0.32943569559960423,-0.0185509603930143,-0.1784699402985468,-0.558829495012409,-0.19466002111280695,-0.4696135737969027,0.53569985294929,-0.25343341359926513,-0.0846573822347399,0.18249570699408413,0.1934521065769883,-0.2299960457257336,0
-0.7224904168379782,-0.13430393679310382,0.7105845578537645,-0.7968085033481992,0.9014995641102573,0.675919514924217,-1.5697691092494659,-0.25767888374534237,-0.1904723188743262,-0.45927066627325863,0.029644324138242223,-0.06579710506444882,0.3359011790042371,0.011537070896790297,-0.1903851296134487,-0.5528415118447136,-0.20702198764369611,-0.4814933334977698,0.5507606304391142,-0.2622652733472214,-0.09317083393982765,0.14828961017038667,0.20061404669591532,-0.21686290142808515,0
-0.7392957396615465,-0.14107989086949357,0.7278946498618653,-0.8275643426135998,1.0196617719042218,0.7646723918017491,-1.6672952248984294,-0.31685942916733845,-0.20105647883788397,-0.5477498102653359,-0.02902017512560192,-0.04970290357773383,0.2840516207104355,0.04941012860426661,-0.18546243323632577,-0.654898497879725,-0.22167470574039064,-0.4970031533661499,0.6061716730981812,-0.28846280688076514,-0.09285131780465004,0.18249568290356152,0.19273873670254313,-0.24797233638367044,0
-0.7393034606977047,-0.1626468812627207,0.7645595424804623,-0.8510879545239487,1.0895176610623474,0.7920295121152994,-1.748622698183264,-0.31953253362985395,-0.20122433944805226,-0.5919943466459555,-0.0316871891606945,-0.03882553432368851,0.30160802527632175,0.08120203868652809,-0.19543452039991552,-0.7319882258854767,-0.2596249780679537,-0.530913370157003,0.6456905692226249,-0.31500795178858215,-0.09441205688740088,0.17631527738957567,0.1984570243507881,-0.26089406033114965,0
-0.7422490354251065,-0.17236841282610804,0.7597043434249442,-0.8205970923274084,1.211646340323527,0.7953402842923238,-1.7499220446696988,-0.3390725889674333,-0.1531760140845968,-0.5817351255437472,-0.1260215186306771,-0.0005008891614519884,0.20654671910472028,0.12418753649971054,-0.18063481283991029,-0.7403525442278417,-0.22772597605377376,-0.5501453661352173,0.743837515071889,-0.3101864651947665,-0.08260925197852581,0.16327445825830886,0.2378390564538275,-0.2684012215330723,0
-0.8987300581152621,-0.14271948461514988,0.7560388859367146,-0.9919534667946318,1.4176701848102744,1.6489132120969332,-2.0274583568680478,-0.7681493355760828,-0.3133658565394605,-1.1414589107370787,-0.4526145206869608,-0.030451616563835025,-0.49186677673425894,0.5548486678883883,0.05247166179407095,-1.0302581306370422,-0.31144805844338774,0.2685936953477365,0.3389373094296125,-0.6229689805914338,0.2078143767294985,0.4198340662225678,-0.17424657869549248,-0.13149830165560653,1
-0.8968751402633846,-0.14404487008831374,0.7586145553862229,-0.9956059930950164,1.4214170385755298,1.6425517275918575,-2.0268164854360315,-0.7703985469443219,-0.314399207764798,-1.1465573097681458,-0.44489877487608387,-0.03670110007528585,-0.49389004205193726,0.5543108727810977,0.047646905184548796,-1.01442643092124,-0.3157371434273614,0.2632236238956766,0.33589813088691106,-0.6208270988982696,0.1871591964321993,0.4224144789019327,-0.1782498773477325,-0.12918047774708727,1
