0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,class_numeric
-0.7091851031263446,-0.12371743512612136,0.711862784793861,-0.5713639206477107,0.9009817146245304,0.511404757483502,-1.09411794520272,0.9245757920394646,0.10809778449412057,0.02778385235885767,0.27158467303560174,0.30113737490202086,0.1482340291405417,-0.28846413904161144,-0.1000204005208824,-0.12763482076375282,0.6186567118670593,0.26629743995087657,-0.49351851867744734,-0.19071071250893074,-0.00728337868681757,0.2638164897234338,-0.1456483147545203,0.13362450326951295,-0.2194000859967809,-0.09321754486974476,-0.06328089045531249,-0.2265042301411736,0.13993621578001772,0.08352466394898526,0
-0.7264285789227851,-0.1326521530144009,0.7175637821379023,-0.6058970765144077,0.9948590061624776,0.5969496236745211,-1.1469971474597913,0.9837569034522323,0.17407985690764266,0.021633475271367244,0.36745787849967004,0.2560917426959936,0.14619144309676954,-0.32384031911328887,-0.13313278638863904,-0.08650804339588286,0.6639088698531967,0.24467234973898908,-0.4586681857974871,-0.22263009175938583,-0.042747389207858935,0.2683277007407566,-0.10159512668449185,0.11593808305150222,-0.2443200992329626,-0.09901375928914873,-0.06575883228941705,-0.20478380890672293,0.1157726680802564,0.07570152931733733,0
-0.7154074831603529,-0.11954522835401507,0.7312446763420568,-0.6068975238190689,0.8972731409327742,0.5478551364429461,-1.1249710188410558,0.9512464577279307,0.09885544040913183,0.044149086817911465,0.30895848740069853,0.3200416833366021,0.1721208176770039,-0.33623362812093316,-0.12045042581594542,-0.10619204430183667,0.6688747927328252,0.28844907081781473,-0.44315812758140677,-0.17050182160254732,-0.017247375084705356,0.25334420588212164,-0.1209534202602255,0.1467354788215219,-0.22955553946639637,-0.08764245264304056,-0.05829339026346104,-0.19911922160602738,0.12972267392000672,0.09737348378785057,0
-0.7105074777762146,-0.10481219514763591,0.7331599521289267,-0.6084789400815418,0.8277541747629044,0.5132968712038181,-1.0914128496886535,0.9193614969373235,0.054027547778530666,0.04754432502279654,0.26105599983322464,0.3356708516511989,0.1830886878054223,-0.32563415731495776,-0.10923919866845754,-0.11732473063866904,0.6404770215273032,0.3023183869315075,-0.41744681741917483,-0.1317234017184982,-0.002384520566163229,0.22631211993567585,-0.12407007222245857,0.1610404978341222,-0.19923983440752313,-0.07537956070326594,-0.06422534489526706,-0.1909808507006758,0.12924412106193453,0.09922437360375302,0
-0.7108265805545118,-0.10879638586703112,0.7342735158856967,-0.6119917138220704,0.8464043113802149,0.5150263332390631,-1.0969431057279937,0.9270708345217744,0.07424335807979235,0.0394623680718459,0.2651089150024145,0.314642461938585,0.165787523273226,-0.27932754117465575,-0.11383208668221345,-0.12656185476787626,0.6021036315615077,0.28045104105476226,-0.4693706181493005,-0.1869460627332006,-0.01936968205899771,0.22315275819278682,-0.1454354247054315,0.13285733095143104,-0.19733952739292354,-0.09464066592150704,-0.054516247355509896,-0.23623648279163906,0.13243729565204498,0.07414707747553402,0
-0.732931616978439,-0.13221024545555,0.723844930530658,-0.6290028759762436,1.0066489244084524,0.6256486668624764,-1.1688129739484054,1.0035830944390685,0.19512825249755472,0.02859464294878529,0.40117660251051984,0.25996334007279326,0.13817717673156468,-0.32805460210512205,-0.13413250528497217,-0.09191048273198493,0.6757505595530106,0.23546720490097228,-0.47461049879154416,-0.2513301694905415,-0.04902348505060677,0.271356247234318,-0.09958258821480542,0.08893051705596955,-0.28307463825657064,-0.12667576471669087,-0.05392197224981593,-0.20930488234617242,0.1114393641875637,0.06301636402916765,0
-0.7466214749760127,-0.15064673000678683,0.7298898859490909,-0.6440125172801299,1.1133613817090284,0.6965424415318042,-1.2079276569825361,1.0480673336346806,0.26868320836184245,0.015277219843713575,0.4895300051707643,0.22598497279341637,0.10668201451223183,-0.3523304729856288,-0.15092689062047815,-0.07387448319825922,0.7110915608791468,0.19545375583704133,-0.5012964282005712,-0.31374466361122355,-0.06544715244188035,0.28520340679594497,-0.07949131155412958,0.03527948064482954,-0.34180347071155853,-0.15535007794281283,-0.053811022616157146,-0.19303561543331266,0.09655212297329648,0.0514097249652447,0
-0.7382422605771285,-0.12772697401944108,0.7324978062310458,-0.6459293008732477,1.0234567500435718,0.6325043292304442,-1.1715266977081897,1.010539337128799,0.20095534232686751,0.006701655315602872,0.4096187576490448,0.24527326280903736,0.12966451698468578,-0.31897045304729466,-0.13717866041316365,-0.11062372202742546,0.6731819958868852,0.21932515087269186,-0.5293932866340681,-0.27095848732720823,-0.04536890240535518,0.2711742730614062,-0.1297284680244138,0.08313510867601315,-0.2862857507542349,-0.12935479982470816,-0.0670874166569132,-0.21623447284031885,0.11270204903387186,0.05652213028055703,0
-0.7373583809671279,-0.12798732496438198,0.7654125157833088,-0.6736349004406849,1.0314637764469547,0.6308081384908114,-1.182261176923099,1.0160422872632449,0.1753079381352696,-0.004379326418428328,0.41940744075905945,0.250695145381543,0.13215731223737984,-0.31129731810985206,-0.1689768033294978,-0.10740684158994622,0.6688071034989628,0.23667042372189623,-0.5468797144932438,-0.28143686776693355,-0.0420824177825781,0.24694520929452882,-0.15674148134279586,0.09028030206737844,-0.24429017825012625,-0.10880191415542219,-0.058977868452621825,-0.24166532724969858,0.1147786751695328,0.06019870326174043,0
-0.7573226295128658,-0.13708044816312723,0.783926198933209,-0.6982882433063843,1.1607054678859154,0.7112306152063419,-1.2503119213808633,1.096678284234331,0.23509079851401019,-0.0552494617587031,0.5034950311006481,0.1692921955601904,0.12745312170769252,-0.35150274925279423,-0.2017907189407334,-0.07526139750720783,0.7590019878668465,0.21519860487941378,-0.5882608451056387,-0.30726078582040417,-0.055286295096607325,0.28294177662851616,-0.1495233527639467,0.11107748464564299,-0.242828919625249,-0.08781806582678998,-0.07754275510618162,-0.24249614046225537,0.12167884236710892,0.05844132882703363,0
