0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,active_hand
11.613762,6.8386626,4.8884954,6.949503,5.4673944,3.7500896,5.31212,4.4998956,6.336365,2.0129137,5.1213374,3.8732204,5.041926,-2.0742972,4.7517257,0.23260261,5.5218544,4.9856167,4.992065,5.0120068,5.249627,4.389859,5.1986327,5.0935307,1
1.9620063,13.069074,6.0002484,5.631571,10.386604,5.4849343,5.6133833,5.2607255,5.087559,5.0534897,5.3273225,5.1732264,4.590046,4.915487,4.868396,3.4471755,5.6030397,4.963514,6.0459285,4.438305,5.064624,4.672948,5.0876575,5.7517486,0
11.570606,6.8355656,4.8522167,6.94497,5.468134,3.7946117,5.3684363,4.538433,6.3406878,2.0706093,5.1119466,3.91618,5.0058265,-2.1707177,4.738063,0.18517564,5.5679464,5.0388756,5.020941,5.053075,5.27997,4.379472,5.1944633,5.0941467,1
1.9975469,13.096071,6.004109,5.5972867,10.3391075,5.452628,5.6103954,5.257079,5.060759,5.0218782,5.3247304,5.13834,4.557185,4.8871255,4.894833,3.4580064,5.6007557,4.9745703,6.0121045,4.4714212,5.094715,4.6966863,5.0698743,5.721826,0
11.585868,6.8354545,4.8700356,6.9576864,5.4727087,3.780306,5.344181,4.523658,6.3508735,2.0461247,5.1287913,3.9033213,5.013537,-2.094495,4.7441425,0.22650178,5.5481057,5.01635,5.0187283,5.0415072,5.2711477,4.379744,5.20342,5.102742,1
1.9820973,13.08464,6.0014186,5.611778,10.359606,5.466109,5.610313,5.260063,5.072572,5.0352216,5.327383,5.152793,4.570988,4.8994946,4.884023,3.4542763,5.603133,4.97076,6.026533,4.45715,5.081767,4.6857457,5.078788,5.7348833,0
11.580001,6.8318243,4.859361,6.950223,5.4659905,3.786878,5.349304,4.5337768,6.346406,2.0515132,5.1162367,3.908834,5.011405,-2.1138258,4.7427917,0.20538893,5.539799,5.021659,5.020097,5.043391,5.2647824,4.3905835,5.1993294,5.089068,1
1.9794807,13.081863,6.002098,5.614014,10.364591,5.4693966,5.6114388,5.259341,5.0738573,5.037177,5.3262534,5.155517,4.573177,4.901223,4.881393,3.452522,5.6021204,4.9691086,6.0287123,4.4550085,5.0798297,4.6849275,5.078577,5.73678,0
11.590599,6.8373203,4.8781047,6.9704995,5.482117,3.7773478,5.343328,4.514142,6.359532,2.0415926,5.144405,3.901345,5.012874,-2.079204,4.746799,0.23919058,5.558363,5.014648,5.018985,5.0437117,5.2823424,4.3649397,5.2112164,5.1178446,1
1.9828694,13.084776,6.0019226,5.61111,10.359621,5.465778,5.610839,5.259385,5.0715637,5.034311,5.326666,5.1522894,4.5701556,4.8984127,4.884307,3.4540102,5.602502,4.9704795,6.025747,4.458224,5.082831,4.6867642,5.077856,5.733935,0
11.612294,6.846646,4.9097652,6.9855795,5.495152,3.752833,5.3195353,4.4852204,6.365625,2.0184534,5.1811466,3.8797605,5.024652,-2.0024574,4.7519355,0.31723565,5.5695295,4.9918246,5.0102973,5.0305243,5.2887435,4.3401623,5.218847,5.1567903,1
1.9349759,13.036583,6.0220933,5.659746,10.432097,5.5184555,5.6418495,5.2358017,5.092947,5.0718594,5.3002763,5.2031775,4.6149335,4.9253364,4.8355117,3.417727,5.5772414,4.93272,6.0707874,4.418057,5.050677,4.6772075,5.068789,5.762838,0
11.598933,6.837883,4.8867416,6.9777207,5.484796,3.770191,5.332721,4.504411,6.361623,2.0286453,5.1545253,3.8938735,5.021406,-2.0534759,4.7501645,0.25388023,5.5499516,5.0044866,5.013232,5.0337873,5.279779,4.3599734,5.2147837,5.1238456,1
1.9552244,13.062238,6.001806,5.6379414,10.395189,5.4926643,5.6166334,5.258788,5.0911403,5.0589833,5.3242774,5.1807003,4.5964046,4.9201508,4.8615556,3.4428992,5.600381,4.959101,6.052075,4.4323893,5.059297,4.67062,5.0874743,5.7563667,0
11.627303,6.8497467,4.919474,6.9820657,5.494769,3.7373,5.301014,4.472069,6.36047,1.9982144,5.168515,3.8636549,5.0404496,-1.9991968,4.756812,0.3076486,5.542245,4.973757,4.995454,5.014201,5.2741704,4.349969,5.21871,5.141069,1
1.9481881,13.054725,6.0049634,5.6453543,10.407578,5.5008063,5.6217504,5.254901,5.0945888,5.0649295,5.319947,5.188319,4.6030335,4.924468,4.8540754,3.437071,5.5963244,4.953135,6.058874,4.426325,5.0541067,4.668853,5.0863075,5.76102,0
