0,1,2,3,4,5,active_hand,class_numeric
12.550774,1.5660286,1.9382309,8.886384,5.5960407,6.653693,1,0
2.348141,-2.6915278,-1.370414,5.5125914,1.7836791,7.9339027,0,0
12.55024,1.5943075,1.9067807,8.897047,5.6315436,6.685561,1,0
2.3459408,-2.6884356,-1.3725524,5.5152063,1.7863308,7.9306808,0,0
12.52362,1.6033,1.8959622,8.921891,5.6389837,6.6940107,1,0
2.339125,-2.6824028,-1.378784,5.5218053,1.793223,7.924439,0,0
12.538424,1.5882316,1.9126595,8.90412,5.62256,6.6788316,1,0
2.3462148,-2.6897678,-1.372623,5.5146,1.786168,7.931672,0,0
12.560284,1.6321641,1.8733501,8.903011,5.6621213,6.6792016,1,0
2.3324594,-2.6756907,-1.3861794,5.5285077,1.8000616,7.9176955,0,0
12.56526,1.503768,2.0134573,8.830929,5.519744,6.6120076,1,0
2.3549182,-2.6987574,-1.3627818,5.5051975,1.774236,7.942138,0,0
12.578118,1.5766883,1.9330796,8.883063,5.6011343,6.650376,1,0
2.3772798,-2.7208118,-1.3412741,5.4833446,1.7542942,7.963243,0,0
12.591759,1.5468651,1.9651738,8.848581,5.568199,6.6267414,1,0
2.3553078,-2.6989293,-1.3630328,5.50515,1.7754967,7.941743,0,0
12.57912,1.5531352,1.9600347,8.865813,5.5734973,6.6331654,1,0
2.3527014,-2.6964438,-1.3649086,5.5075517,1.7767316,7.9397326,0,0
12.568115,1.5518454,1.9588119,8.872453,5.574773,6.6378074,1,0
2.3582256,-2.700071,-1.3599526,5.5028048,1.773465,7.942954,0,0
12.589799,1.474993,2.0664732,8.784437,5.4674,6.589392,1,0
2.3541777,-2.6981454,-1.3630666,5.5057583,1.7739431,7.9418263,0,0
2.353813,-2.6980488,-1.3611802,5.5052223,1.7699788,7.943721,0,0
12.597563,1.4015404,2.1542435,8.704364,5.3799777,6.55741,1,0
2.3584049,-2.7033217,-1.3616805,5.5018525,1.7743503,7.944637,0,1
14.565221,0.036878973,3.8169007,4.627028,5.608235,6.156515,1,1
2.35417,-2.699195,-1.366522,5.506265,1.7797121,7.940122,0,1
14.592154,0.005206313,3.8540149,4.6575546,5.6454935,6.1291785,1,1
2.354958,-2.6999354,-1.3654524,5.5053463,1.778352,7.940949,0,1
14.575244,0.030255966,3.8257258,4.6378264,5.617225,6.1465893,1,1
2.3525507,-2.6978903,-1.3676857,5.5078363,1.780219,7.93892,0,1
14.560249,0.039792217,3.813946,4.621773,5.605482,6.1622467,1,1
2.352333,-2.6975775,-1.3668503,5.5078335,1.7781193,7.9393206,0,1
14.503819,0.10695932,3.73631,4.5611854,5.5278873,6.2163253,1,1
2.350226,-2.6951282,-1.3663075,5.5094123,1.7756811,7.9386,0,1
14.493966,0.11183301,3.7289593,4.54984,5.5203743,6.226636,1,1
2.352484,-2.6978526,-1.367554,5.5078382,1.7795389,7.9391804,0,1
14.529892,0.032381777,3.813985,4.5854807,5.6044297,6.1961665,1,1
2.353795,-2.6987386,-1.365336,5.506305,1.7771741,7.9408474,0,1
14.508962,0.07734204,3.76618,4.5640526,5.556861,6.2161565,1,1
2.352306,-2.6975615,-1.3675855,5.50804,1.7797431,7.938926,0,1
14.52921,0.040487647,3.7993972,4.5863147,5.5893626,6.195363,1,1
2.3362987,-2.6857624,-1.3838925,5.524175,1.796351,7.922724,0,1
14.563928,0.023155605,3.8284872,4.622551,5.6196756,6.161472,1,1
2.3527608,-2.698047,-1.3667915,5.5074425,1.7783986,7.9397683,0,1
14.500607,0.10195894,3.7416909,4.55699,5.5330257,6.2212977,1,1
2.3520904,-2.6976066,-1.3682511,5.5082917,1.780387,7.9387665,0,1
14.55184,0.03988137,3.8074453,4.609519,5.5985885,6.173272,1,1
10.719369,5.690434,5.5788198,2.0884132,-9.991381,5.4704623,0,0
6.957551,4.779905,-7.234845,3.0526524,5.5462494,6.655731,1,0
10.745509,5.6190124,5.6031938,2.1123729,-10.075601,5.421842,1,0
6.971206,4.794515,-7.220083,3.0672507,5.5597405,6.670088,0,0
10.729041,5.6272163,5.6009645,2.1136053,-10.078484,5.4182196,1,0
6.951545,4.7732472,-7.2416945,3.0459633,5.5403843,6.649229,0,0
10.747937,5.6714926,5.630162,2.092474,-10.029218,5.4804974,1,0
6.9439597,4.765344,-7.2493334,3.0379918,5.5330157,6.6413527,0,0
10.805771,5.509939,5.602448,2.1193004,-10.183774,5.3412604,1,0
6.9579225,4.779905,-7.234906,3.0526152,5.5467877,6.6556826,0,0
10.754389,5.551127,5.6508102,2.1664536,-10.164403,5.3764753,1,0
6.944046,4.7649937,-7.250022,3.0376964,5.5331297,6.641036,0,0
10.662427,5.4562182,5.7902546,2.3256097,-10.351877,5.353547,1,0
6.924079,4.7427006,-7.27283,3.0154178,5.5135765,6.6194973,0,0
