0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,active_hand,class_numeric
11.554817,2.2698405,8.0411825,6.242953,4.9004745,5.0621147,6.817857,3.9395268,6.005702,-2.9771292,0.46237662,4.8807173,4.4840226,5.231144,5.2660604,4.5478034,5.2035785,5.2717195,5.361369,6.0222387,4.643886,1,0
1.3920805,13.949916,3.3760853,4.6636677,5.463193,3.1220064,5.1088486,5.270583,5.92932,2.522377,5.651467,5.660063,5.0141478,4.6965084,5.736698,5.6365833,4.4813085,3.818341,5.5976157,4.8176723,4.5364785,0,0
11.527077,2.3038538,8.010995,6.2367835,4.9415174,5.077765,6.824584,3.96252,5.9824777,-3.0320227,0.46504822,4.865159,4.481869,5.23057,5.2697153,4.5354657,5.1740174,5.2290177,5.3694043,6.057573,4.6503286,1,0
1.3923144,13.951709,3.3811054,4.664959,5.462666,3.1220732,5.1135807,5.270362,5.928225,2.522531,5.653339,5.658182,5.013542,4.6979446,5.7377915,5.636645,4.481959,3.8183708,5.5977616,4.8178096,4.536537,0,0
11.541651,2.2831507,8.030509,6.2378626,4.9169936,5.0710483,6.818199,3.9517708,5.9927163,-2.9972527,0.46292055,4.8747787,4.4855504,5.2283435,5.264988,4.5390677,5.19014,5.2554536,5.3679214,6.03765,4.649139,1,0
1.3834089,13.9442835,3.3808146,4.655348,5.454054,3.1225002,5.1086793,5.261549,5.9282174,2.5142705,5.6467266,5.65982,5.007433,4.698655,5.7281437,5.645281,4.4750667,3.809463,5.592603,4.810221,4.530431,0,0
11.526305,2.2986758,8.016572,6.2330637,4.9338064,5.082717,6.8196816,3.9667718,5.9783387,-3.0146964,0.46571502,4.8656974,4.4862046,5.225416,5.265039,4.529464,5.1747704,5.2389255,5.3751106,6.054386,4.6541486,1,0
1.3998607,13.957578,3.3788052,4.672121,5.46977,3.121219,5.1155176,5.277483,5.9285765,2.5291038,5.6580157,5.6579013,5.018741,4.6969037,5.7451396,5.6299067,4.487124,3.825296,5.6018114,4.8238463,4.541119,0,0
11.540625,2.289311,8.015045,6.258907,4.9187036,5.0772524,6.8330045,3.9528787,6.002702,-2.984959,0.48183823,4.8569,4.4644046,5.2505054,5.286538,4.5496926,5.1892943,5.253418,5.347479,6.0422173,4.6283092,1,0
1.3935195,13.952743,3.3801284,4.6657968,5.463589,3.1215026,5.113598,5.2712708,5.9283166,2.5232694,5.653935,5.6583843,5.014207,4.6978726,5.7387815,5.635954,4.4824886,3.8190877,5.5982747,4.8184752,4.536889,0,0
11.613158,2.1989388,8.100708,6.268134,4.810636,5.0132394,6.8289843,3.8812947,6.0413666,-2.8600826,0.44804335,4.9088774,4.4643407,5.2551723,5.2811756,4.5895705,5.2531843,5.3521323,5.35643,5.934578,4.619278,1,0
