0,1,2,3,4,5,active_hand
3.0926979,5.8490963,5.7880344,8.454278,6.4011197,10.366813,1
12.283228,2.9745362,7.7773247,-0.5246759,3.0557787,-1.3696952,0
3.1346211,5.7955914,5.8144608,8.571584,6.515916,10.386797,1
12.286247,2.9743924,7.779554,-0.5182795,3.0564823,-1.3683214,0
3.0972064,5.8250794,5.8047824,8.498099,6.441631,10.402086,1
12.280931,2.9705932,7.7738357,-0.52603966,3.0605996,-1.371761,0
3.0946238,5.8449187,5.794594,8.472319,6.4177194,10.386891,1
12.307199,2.995289,7.7981977,-0.49930337,3.0357678,-1.3596838,0
3.0935774,5.8354626,5.8033366,8.478433,6.4250793,10.384216,1
12.282397,2.9717839,7.7749414,-0.5244044,3.0592515,-1.3679533,0
3.1028018,5.9350615,5.8272505,8.324755,6.2971053,10.225994,1
12.25399,2.958384,7.7642617,-0.55337054,3.0746398,-1.3601862,0
3.0801532,5.8832836,5.7952113,8.402712,6.353373,10.34403,1
12.228635,2.9184813,7.7213597,-0.57867885,3.1114595,-1.406734,0
3.0977788,5.881368,5.767866,8.377655,6.330306,10.316183,1
12.229142,2.9245374,7.7282944,-0.5781748,3.1063373,-1.3798776,0
3.1005929,5.895456,5.7742386,8.362275,6.3197904,10.298363,1
12.234216,2.9311118,7.7352962,-0.5726115,3.1000292,-1.3702492,0
3.0877962,5.857731,5.7583847,8.412864,6.363032,10.34531,1
12.254622,2.951969,7.7559996,-0.5517747,3.079139,-1.370759,0
3.1146173,5.937895,5.858139,8.31677,6.300557,10.152667,1
12.243004,2.9585044,7.764634,-0.5630117,3.076255,-1.3500142,0
12.2458935,2.9563096,7.7617426,-0.56096137,3.0775003,-1.3549982,0
3.1493254,5.935038,5.863204,8.3224745,6.319738,10.119604,1
12.257053,2.950054,7.7527094,-0.54978347,3.0802846,-1.3690491,0
3.5193262,5.6163597,5.851504,8.994737,7.03514,10.158265,1
12.248808,2.9387462,7.7412696,-0.558097,3.091422,-1.3551906,0
3.4667947,5.607591,5.826601,9.001558,7.0066586,10.215844,1
12.257527,2.9502935,7.7526913,-0.5494511,3.0797474,-1.3684038,0
3.5079315,5.625509,5.8506074,8.982248,7.015715,10.165026,1
12.266662,2.956888,7.759282,-0.54118943,3.0721583,-1.375394,0
3.5330827,5.627081,5.866361,8.977759,7.0419436,10.142728,1
12.246735,2.9592345,7.7657905,-0.5601363,3.0755723,-1.3532171,0
3.5869057,5.6804137,5.908998,8.896772,7.007159,10.0484915,1
12.241881,2.9604268,7.766534,-0.56435364,3.0745418,-1.3483752,0
3.5963643,5.680112,5.9106116,8.89655,7.018638,10.043637,1
12.279464,2.9736114,7.7769637,-0.52863055,3.0556383,-1.3615544,0
3.5329447,5.6244354,5.8547173,8.980043,7.042278,10.133446,1
12.294337,2.9885807,7.7923975,-0.51397675,3.0412743,-1.3759295,0
3.5495732,5.640842,5.8713326,8.96356,7.032051,10.116732,1
12.2821,2.956386,7.753206,-0.5259333,3.0613923,-1.3915447,0
3.5427783,5.6345797,5.8659096,8.971883,7.034533,10.126905,1
12.266625,2.9575324,7.760165,-0.5420382,3.0711794,-1.3895096,0
3.5147474,5.605645,5.839426,9.00825,7.055443,10.165474,1
12.2541685,2.9582474,7.7672944,-0.5537102,3.0767539,-1.3621805,0
3.5705383,5.6550307,5.8888435,8.937987,7.0290933,10.088535,1
12.27975,2.9733145,7.776879,-0.52918607,3.0560997,-1.3858182,0
3.5511513,5.6366854,5.871092,8.969615,7.0381994,10.118551,1
12.127954,-0.9110074,10.456814,5.6043267,1.1633642,-2.604928,0
-3.5698493,-5.549384,-0.6562774,4.1300583,0.8287561,6.986444,1
12.094234,-0.90882075,10.426227,5.609603,1.1384462,-2.6299725,1
-3.607364,-5.584857,-0.6201813,4.164861,0.7927654,7.021957,0
12.126947,-0.9018298,10.452128,5.5948105,1.1484648,-2.6150854,1
-3.607219,-5.584888,-0.6201131,4.1650167,0.792774,7.0220323,0
12.14897,-0.9412111,10.485212,5.61371,1.2052878,-2.5809076,1
-3.6050603,-5.5824003,-0.62266004,4.162196,0.7952342,7.0194693,0
12.095549,-0.8832722,10.451427,5.606307,1.1626881,-2.6290412,1
