0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,active_hand
9.257419,2.073531,4.8493133,4.8445954,2.9697466,3.4498017,7.293775,5.5531116,6.7984047,8.0697565,-3.335287,4.925945,5.132259,4.906901,4.609766,1
1.5863364,14.228851,4.4888515,6.772313,6.3667135,2.1774786,5.3707438,5.5056295,4.420874,4.885651,4.2445455,5.019869,4.8066196,5.326722,5.5851173,0
9.235009,2.0948317,4.8478994,4.8227735,3.0033782,3.431758,7.3553143,5.5783906,6.7346435,8.142437,-3.4322534,4.8710833,5.139586,4.8942494,4.6800275,1
1.5629001,14.204919,4.4794784,6.7489448,6.340531,2.201665,5.394315,5.527744,4.4434495,4.8621793,4.266429,5.000031,4.7852964,5.303366,5.6072655,0
9.256086,2.0763853,4.843547,4.843067,2.9777162,3.4520726,7.3065615,5.557937,6.783336,8.095873,-3.3677635,4.9147816,5.134763,4.910012,4.6281853,1
1.5677059,14.209289,4.4787207,6.753116,6.3411975,2.1971943,5.392542,5.52398,4.4395347,4.8650475,4.2618365,5.004992,4.7886653,5.3055005,5.6022696,0
9.262915,2.0723147,4.8363533,4.849305,2.9876027,3.4580433,7.3066177,5.5669045,6.7815413,8.102894,-3.3727999,4.915401,5.144633,4.918768,4.6312475,1
1.5707457,14.212653,4.4803395,6.756298,6.346449,2.1937675,5.3883333,5.521002,4.436354,4.8688436,4.2592516,5.007003,4.791625,5.3095417,5.599613,0
9.257989,2.087564,4.872948,4.8462,2.9516976,3.4225273,7.2842145,5.5319567,6.8084307,8.058628,-3.324744,4.9343147,5.1341186,4.8953757,4.599623,1
1.5691657,14.21135,4.4803615,6.7548146,6.346379,2.1953468,5.389224,5.5224566,4.437719,4.8676867,4.26086,5.0050235,4.7900295,5.3085027,5.6014123,0
9.224744,2.0996518,4.9553246,4.8155737,2.9139645,3.3356838,7.2690177,5.4927425,6.8356447,7.94045,-3.1814039,4.9447684,5.1050396,4.8377156,4.545655,1
1.6097608,14.254931,4.5054007,6.797676,6.4061346,2.1512141,5.339249,5.4821744,4.39657,4.9141827,4.223717,5.0353394,4.829362,5.3568177,5.5655193,0
9.261624,2.0807881,4.860269,4.849402,2.9612715,3.4373167,7.2875237,5.5449023,6.8062496,8.053991,-3.3126404,4.930792,5.137508,4.9057517,4.599105,1
1.6021419,14.244182,4.4923463,6.7874026,6.3826494,2.1618373,5.3546,5.490257,4.4054947,4.901667,4.2295556,5.035507,4.8219533,5.3429213,5.5692196,0
