0,1,2,3,4,5,6,7,8,9,10,11,12,13,class_numeric
-0.4159481939892158,-0.011976500822656064,-1.1902702381543067,-1.0221690772630014,1.3878050764363572,-0.1604301797955017,0.19807504834233472,0.1920651230630064,-0.2803448115821413,0.20939272818201887,-0.1745290910049908,-0.7155089841031499,0.6703616167123154,0.35149143417539946,0
-0.5414403851311815,-0.26708812208451277,-1.4111886062708083,-0.9556368963895734,2.091135767321459,0.2367590444726336,-0.19196629838727153,0.34506377176504077,-0.4316498606631656,0.3369328317775396,-0.2601012487059489,-0.5221190337570323,1.0642263290556633,0.4188314509118064,1
-0.4909357970288072,-0.0989763748242732,-1.2327885738979023,-0.4924034017139021,1.1117026663316598,-0.44279124055529895,-0.32393435328690934,-0.19644739414934007,-0.24945994663791662,0.19520301089191439,-0.01543216341231642,0.243760478151286,-0.07109663487803772,-0.12388424623161909,2
-0.4806796123649159,-0.023409971467666917,-1.0824263002873469,-0.5594181507494322,0.9238737586403849,-0.490692385037662,0.02627317521110906,-0.1374139860885787,-0.2666884201848301,0.1038303218997321,0.09227418671625437,-0.7067100947952962,0.5393613044518045,0.2793529447764618,3
-0.5222019817631384,-0.2039986425104267,-1.2605953113498989,-0.8048434427644799,1.687091215646203,0.03079397939678043,-0.1420215334996947,0.1968534796841307,-0.3217378657033945,0.26269922482918756,-0.12407412275669535,-0.5416550343925847,0.7720644397680263,0.3224374100199454,4
-0.5507080651031047,-0.2554951092055791,-1.341160196288799,-0.8092757949101251,1.8812405793488203,0.13180875781468993,-0.22149439721572092,0.23022121103312848,-0.3783992598451769,0.3025854850557036,-0.16490879873546835,-0.6326620308687839,0.9804427882478381,0.4234533541597958,5
0.9010743797799412,1.2852436647914152,2.07252335224973,0.3723538355509771,0.7036862841708957,0.5751916502505486,0.3866945633051622,-0.6475789534284178,-1.221053824999579,0.87095735063889,-0.2979555791632541,-0.505124207237697,-1.0546096245816459,0.9491951253713572,0
-0.41185338702431806,-0.4618050946917359,2.416434571078429,-1.4013205231279413,0.46256482179226793,2.1568837061162336,0.7054516393236475,-2.7512470841336913,-0.007109942320847249,-0.7523439794707606,0.2025280385375364,0.11078608743781287,0.5047091165172265,0.22934722913376748,1
-0.36877060761747105,-0.3034957484992486,1.7204739571596934,-0.7289158695830917,0.10298847040782146,0.8558325397107827,0.10478351116274838,-1.102780957687852,-0.086742560623963,0.0738439126069787,0.0625476800484411,-0.0019514309580497971,-0.057052269695667276,-0.12471368175574322,2
-0.3125501944247488,-0.3109726093460125,1.6148150415220575,-0.6710443111628385,0.0406119332837878,0.6704502467045107,-0.03561885213658344,-0.9185332045878407,-0.11533453496954756,0.173601623492006,0.060981830079721806,0.12021497945443049,-0.24342984125388897,-0.2613351212662165,3
