0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,active_hand
-0.6122017600580113,-0.5607069493894017,0.38882111458421104,-0.24917743392537356,-0.03038949557163509,-0.15648817190609823,0.11065161439400056,0.09019913065651934,0.08002400518730224,-0.04374326664488808,0.04951640816021624,0.028318947156976325,-0.010350901733845473,-0.03520928085264401,-0.015793404368183578,-0.03719453271913905,-0.007856785379093841,-0.0014364329095221727,-0.023397929804000763,-0.022046042808818514,0.007553545854256221,0.005589535561061736,-0.021048444441065458,-0.008165027390820494,-0.004200979682037224,0.008985906568841224,1
0.6099582484758901,0.2597816385228261,0.667993861180826,-0.07878675179192192,-0.04798928665377009,-0.24529780076155208,0.019165177279377107,-0.07808699216635462,0.0942524300558247,0.0020044448660873535,0.035524065094886675,0.01230710517399989,-0.022678434657866415,-0.01596221841219447,0.019396538944546914,-0.01954857997350931,-0.008222319790959772,-0.02667172093335219,0.0054456440095981,-0.014844657226717588,0.03238047967621819,0.011990506497241534,0.0023977528557347907,0.004393854742785384,0.0002485959134525244,-0.004697019237757532,0
-0.6167119792301686,-0.5515390829837996,0.4084354339484193,-0.24696771313177138,-0.02845337699381575,-0.14714202785603625,0.0864765657213297,0.06972411398035297,0.07766277759396575,-0.038334494220590196,0.05161761477798647,0.02527135878764876,-0.010062318999151679,-0.039402649325837605,-0.011995518727557025,-0.03951274525752476,0.015129615125570154,-0.009095998460511186,-0.029942612604308184,-0.0336976913770735,0.007732557633901352,-0.0009579851227491299,-0.02201967204429887,-0.011515906490881701,-0.0025364117658335564,0.005152305838911628,1
0.6141637023912043,0.25960120544664583,0.6675888431168909,-0.08472779624214351,-0.047380591903350644,-0.23235831712834434,0.01159418070030698,-0.07421795132128729,0.08776340675982952,0.00024141991405156777,0.04374276795222974,0.011800027293409981,-0.024657275222764233,-0.021541094226474232,0.019680100429463415,-0.020567640177449043,0.016485396747541584,-0.03964928195573008,0.0011808085007287575,-0.025644527574555064,0.03490546966665267,0.006712641038014473,0.002174954490627059,0.002829667836107843,-0.0002629194068597088,-0.008974186022723676,0
-0.6062812926792761,-0.5640551460567536,0.39305659434967916,-0.27465903220339655,-0.02797203974513982,-0.12349409564935233,0.09758487734576929,0.07798760301881155,0.0798189695328091,-0.040606559583509665,0.05739712908571747,0.02287143360394368,-0.010019501674954518,-0.03531705769315039,-0.01583614318396574,-0.03582385171258413,0.002705883793310685,-0.0021149349667551336,-0.029668944456176294,-0.024931416287988704,0.012110500473685943,0.0031202947219180926,-0.022150049723303568,-0.009267574883443465,-0.003107061116600691,0.007416324808574299,1
0.6300130674024479,0.2610822188466552,0.6503308626841244,-0.09743029761905805,-0.07700537531325868,-0.22614412608808923,0.016429449861461425,-0.07757035458187492,0.09074215557699426,0.002071641252245553,0.04840795269387315,0.01540267942596563,-0.024389293089361504,-0.01911318766830305,0.018276677517079953,-0.013835212128056629,0.003799959259633398,-0.02915931904991434,0.0029632627760117674,-0.01950861330730284,0.0376056729411931,0.00818051484437923,-3.342722156469952e-05,0.003496616713483067,0.0013994139887868278,-0.007004950879821664,0
-0.6063865966339405,-0.5728387252422494,0.37737830495397834,-0.283419621803776,-0.027472974784916046,-0.11352947178029638,0.10058231687548609,0.07300297919215043,0.07914535051870858,-0.0352759819107951,0.050527330610285554,0.027225287479285248,-0.007457472342423661,-0.04094414530720611,-0.01176325799589914,-0.030240609913904797,0.003852435553419274,-0.0038393862757035648,-0.03874408844916986,-0.026573837045794146,0.01570192069330598,0.0033032937001504113,-0.026206914640949763,-0.012306198060806002,-0.004902938350597727,0.0034588523464615076,1
0.6315236348246784,0.26139229013229553,0.6512661374483355,-0.10351950801241337,-0.07381938021289407,-0.21464538546709064,0.01618018114910679,-0.07582779031119412,0.09256336400773583,0.013104377785623046,0.04927950752617595,0.013427168461830783,-0.02179259678815669,-0.020671093916818456,0.019334628753859478,-0.0074253402516689,0.0028030181355339747,-0.03272890726048824,-0.002747535201526781,-0.02301736653024187,0.041405973421263384,0.005419184458322751,-0.0006061638178613063,0.0028032306493006687,-0.0008540963781573064,-0.008566353576553939,0
-0.6061384412104224,-0.5712462995816531,0.3765906269467338,-0.26722906203275537,-0.0033611676707867065,-0.15460101947182875,0.10861125807104564,0.07018958904289781,0.06719534449672747,-0.04875067266078697,0.05845054443093555,0.021804118268163183,-0.01128348813809516,-0.035679719198208996,-0.014835434817290029,-0.04493826984672336,0.004395599228232915,-0.004209652495152212,-0.03167240726445486,-0.0234712028991118,0.011495738262687722,0.005185613340779965,-0.02369485771973072,-0.00958374480411957,-0.00801076314488894,0.0017909590172659954,1
0.6283118296771324,0.2584419843592328,0.6460404062810512,-0.09299312871530785,-0.0370887586130022,-0.2540073020373737,0.02766551307744594,-0.0753268002267005,0.09314988597691519,0.010668557016986178,0.043144624578491046,0.009040607357507939,-0.022093514755586047,-0.018583260201456175,0.020012963009293592,-0.02198351270941338,0.006127826179899361,-0.029991471217716576,0.0034567207192234355,-0.024030182299172927,0.035250971428820214,0.0065724392028427385,0.0009546294957704491,0.00338618223542575,-0.002990972022178465,-0.011557496400146326,0
