0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,active_hand
9.469688,5.5096726,4.3536434,6.6352696,5.82339,6.089025,4.3724813,4.142258,6.421591,3.3938606,2.9909468,5.433307,14.533669,6.5012465,5.1917567,5.7566156,5.93087,5.513892,4.665062,5.1810417,4.8117456,5.165729,1
0.50106084,12.736505,4.937268,4.697946,5.1227317,4.8088675,4.101829,5.034533,4.893039,3.017838,5.487398,5.2974677,5.176283,4.945306,5.413709,5.7069316,5.1599526,5.124421,4.669317,6.045953,5.035708,5.056606,0
9.4042,5.4389095,4.2856565,6.552287,5.8112836,6.149161,4.4240074,4.1514316,6.4512854,3.433292,2.947743,5.3905067,14.681821,6.573853,5.1424446,5.819679,5.907183,5.516692,4.681985,5.1706266,4.731011,5.2326016,1
0.51672333,12.701324,4.948883,4.685806,5.154778,4.776375,4.11698,5.0484657,4.892718,3.0081387,5.512716,5.3070345,5.151002,4.913436,5.426121,5.7296004,5.152954,5.1476016,4.6774073,6.0645366,5.0094113,5.0394187,0
9.467457,5.507323,4.351463,6.6329947,5.821411,6.090904,4.3747706,4.141784,6.4234133,3.3951154,2.9891784,5.4324183,14.534235,6.503188,5.1898694,5.7580953,5.929158,5.5155087,4.6669426,5.179296,4.8094707,5.1679034,1
0.5219724,12.70276,4.955918,4.6882515,5.1506615,4.77652,4.1145177,5.048286,4.891825,3.0004723,5.509209,5.3145666,5.154597,4.9134326,5.425634,5.728633,5.1537886,5.1506257,4.6746645,6.0688796,5.0131702,5.0344467,0
9.471459,5.5044894,4.340323,6.631578,5.816281,6.0929675,4.378328,4.1419477,6.424461,3.404604,2.995321,5.4362307,14.5401,6.5122013,5.195419,5.7594895,5.9265914,5.5202856,4.6720967,5.1755986,4.8070073,5.1640406,1
0.53139937,12.684596,4.9647655,4.682831,5.1734576,4.759604,4.1188874,5.0479503,4.9046226,2.9915154,5.5290804,5.3237014,5.1347213,4.896723,5.416719,5.7371387,5.1359844,5.1645527,4.683113,6.0814853,4.9915047,5.0225124,0
9.491749,5.5239697,4.358272,6.6519375,5.8309383,6.0741906,4.360404,4.136978,6.4083157,3.388502,3.0140915,5.4482207,14.514049,6.4932323,5.2146454,5.740567,5.9423413,5.506452,4.6569357,5.190548,4.826994,5.1436667,1
0.49959868,12.718185,4.9335313,4.6885757,5.139577,4.7929792,4.1140194,5.042396,4.889434,3.022525,5.502513,5.2926674,5.161261,4.9299846,5.424896,5.719734,5.1595225,5.132113,4.6744556,6.049534,5.0204716,5.054352,0
9.524234,5.5318494,4.332801,6.672555,5.8006887,6.068662,4.365897,4.137522,6.413662,3.4225297,3.0447915,5.476492,14.455338,6.5081367,5.245821,5.7300076,5.9274545,5.5395513,4.6853213,5.164564,4.8424125,5.110555,1
0.43992996,12.739241,4.883908,4.6862655,5.1341014,4.816617,4.115369,5.023071,4.8965254,3.066414,5.5017314,5.2493305,5.1621428,4.9544916,5.409686,5.7031946,5.1568046,5.101031,4.6790915,6.0149245,5.0216737,5.09049,0
9.4877405,5.5255923,4.3611727,6.6522307,5.826513,6.0740585,4.359818,4.1388216,6.4133687,3.3901582,3.0060844,5.4453516,14.507235,6.4895754,5.207993,5.7419925,5.9375224,5.5131598,4.660685,5.185576,4.828134,5.1474166,1
0.49801484,12.711104,4.933917,4.68599,5.1464357,4.7861557,4.1183333,5.048941,4.8861423,3.0214684,5.5077505,5.293782,5.1557593,4.923366,5.431651,5.7267303,5.160391,5.136652,4.6740575,6.0527964,5.014813,5.0513463,0
