0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,active_hand,class_numeric
-0.4308448147433568,-0.42838871930518574,-0.3310112873074031,0.21031438534192706,0.03915700612219019,-0.10781065651051738,-0.0800428476395473,0.12170710539498143,0.019658273258279093,0.019476559920631114,0.0009418172012890794,0.011529561698120553,-0.05650076128480771,0.04572643983202495,-0.023570314989055555,0.03655741270090494,-0.018747830897172538,0.03255061467376111,-0.021699138050876785,-0.03200424672711942,0.004592116823262348,-0.0006128357865504263,0.044308790347631605,-0.008892206400739735,1,0
0.3205374752259767,0.2767592750949839,-0.43711964629165373,0.03918046601707065,-0.006325524153284596,-0.14451247583255533,-0.011371261194326585,-0.018005672997120727,0.0022474413897940622,0.011752871231026038,0.029237611320147155,-0.05088148244776911,0.019726422538966205,0.03576044212789216,0.043871418699431175,0.000813369535269971,-0.02743560208993396,0.00899267404298493,0.06017656650776799,0.008729237354139777,-0.033777800608259995,0.0031704445636005093,0.041222333209043706,-0.012792257608670799,0,0
-0.44959080409854246,-0.42808348232116744,-0.35564699201415023,0.20975477123722133,0.039155775568236205,-0.09818968921331207,-0.06671056701755251,0.10961734428246057,0.0052473009527333435,0.02041139851104934,0.004436824747166754,0.01604055843259035,-0.055204891628046523,0.054778894300310126,-0.018136622809788193,0.0469805511258944,-0.01737778855119909,0.03705330643106668,-0.0102421772107276,-0.03524838434624753,0.006473541614736945,0.006427768420761339,0.04666101013209515,-0.004591310285608591,1,0
0.3226438095782594,0.27640765604724055,-0.43590572325875737,0.04150432326648462,-0.006524490770214298,-0.13287768902613412,-0.00795124727853711,-0.01548885067889528,0.005564152743304955,0.010514126797519308,0.03277695137440776,-0.047883700737791905,0.020761175975859258,0.03580639441909368,0.04236658604004306,0.0035094906973985596,-0.02954331648388525,0.008994692283931795,0.05956836366081769,0.007166216646332589,-0.03761379052394473,0.004143873560555631,0.03945628845847856,-0.011305011950369547,0,0
-0.4341598300086703,-0.43715489821786274,-0.3412727951676726,0.22904792614658592,0.043150663855506366,-0.08331633965907036,-0.08463441144558917,0.11374065808488627,0.013381179272145712,0.025715079772003907,0.0037702926035585115,0.015546819162524966,-0.0560898392775872,0.05300137425425952,-0.023544267743614837,0.04140188753470251,-0.023253006611756447,0.035617235318794516,-0.016396927018916735,-0.03524850345466268,0.0019433946316770607,0.005439956735719745,0.04846382865300456,-0.011794094953460146,1,0
0.33513084491377293,0.27643645257256316,-0.4249578842040384,0.054493728389407255,-0.025392292704114305,-0.13115788163359154,-0.013094734001529381,-0.015077414247674548,0.011733960302784082,0.017694077635600883,0.03024466323906373,-0.0485289292103915,0.016844147965822932,0.03985271323554828,0.044008963634055875,0.008791842694127812,-0.034688984179239844,0.012830677952597245,0.054234515370667494,0.008416656816064776,-0.03587196700048012,0.002909921085531253,0.033565590934561886,-0.010439698434686813,0,0
-0.4252170663191408,-0.44103171012608816,-0.32501449199059607,0.23437107347274402,0.04240592501139441,-0.07699614169709885,-0.09165202242016113,0.10851705828805215,0.0183150748864191,0.027078883808236625,0.0044511898673628494,0.010236118161953616,-0.05429971385865616,0.050422196906723865,-0.027178274075300966,0.034257191561624836,-0.02823322496932688,0.037836617548660655,-0.01652220713521318,-0.03237743420978332,0.0022584644951773327,0.0022745281477186204,0.04630634954595088,-0.011318304410480476,1,0
0.3352582444143679,0.2763801673767614,-0.42459467272582563,0.056763790292802124,-0.024741677496150097,-0.12256432508401424,-0.014578887495386649,-0.015151736055801359,0.011385098118199021,0.019391852393256616,0.028562352085715344,-0.0511542470901632,0.017704308009301783,0.03935275126390366,0.04122745095326278,0.011686193041661604,-0.03606851981521314,0.014395815039960687,0.057414667409661814,0.007089126360104203,-0.03613976194562321,0.0038120534206853873,0.03300196599776162,-0.010249497282349841,0,0
-0.42332745669859684,-0.4396660031110295,-0.3244011403030494,0.22071681209037947,0.06513376545812524,-0.10775356900576323,-0.08833570670152618,0.1059673098458246,0.01926817115459439,0.02288647158682098,0.008541327794889603,0.01827025490452254,-0.046035261931199556,0.04757748138083472,-0.02728956239822598,0.031152283335877162,-0.022761638578018634,0.036667345443841884,-0.024220103961679458,-0.034232966062260436,-0.003582666742966424,-0.0033717655993975824,0.03901733857731591,-0.013865283949841335,1,0
0.3347106722483936,0.27410597726841235,-0.42346570020017515,0.049987276833580285,-0.0015614039619769211,-0.15420758909161641,-0.016791444489917703,-0.016500851534554176,0.010045339231102709,0.016154051278541432,0.02394416646436589,-0.04702604019886265,0.019292095841204508,0.03321003359625834,0.03936805216556601,0.00693288858045727,-0.031010795629172378,0.011338591167115582,0.05927946321252121,0.009858656869821125,-0.03578377921066752,-0.0004956514639812726,0.03535949779158058,-0.011015141383623972,0,0
