0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,class_numeric
-0.39138701792283725,0.26452590645295143,0.45363678590253326,-0.004765306198287138,-0.10609559007084675,0.0030378024108097617,-0.07162158969656059,-0.08961505968522701,-0.08543530143848214,0.03846461601508752,0.11049892607284811,-0.006155740626959502,-0.00166031737819079,0.0024302459692281415,0.026653667259698803,0.010198676523815271,0
-0.5039385907569882,0.10967718102234361,0.5430790914038196,-0.16962416546810327,-0.060201770228225086,0.022587725874106217,0.021927952706565813,-0.016579849057962986,-0.0017298424049938179,-0.053057594432435226,0.05041004118098486,0.0730331149578522,0.004627977447690286,-0.04904903767168518,0.005304136718009583,-0.01016269834706603,1
0.6488624900917082,0.08545194339965892,0.11793195794228307,0.07614660450259271,0.10380169337708958,-0.1772432346620217,0.06628659677798215,-0.16722818024731395,0.049650782466944626,-0.07034122915013905,0.08807781336006726,0.0796498042073792,-0.11690721297956246,-0.021321833673255415,-0.025954802032944126,0.05777639196283927,0
0.433455662809633,-0.3927203064647123,0.5992505977362107,0.06369636566594664,-0.07556610562705578,-0.10367638162457142,0.22939140270811503,0.03399018962908346,-0.04973814287694503,0.07998113265750713,0.006230268403625755,-0.04141595243284002,0.017639285350459232,0.011292977884586932,-0.01653276367754567,0.018022125800707233,1
-0.36602207650631285,0.2275197937571902,0.35362457543725956,-0.06420600990366253,0.016826942126629135,0.025899389246533854,-0.02589549196362468,-0.171847630712445,-0.04455605677074494,0.04790534597112706,0.05984020840646038,-0.006875120531949141,-0.03833966288519083,0.00626606708722826,-0.051721807429122774,-0.008488603962427918,0
-0.5077115258343995,0.08950646994440624,0.41834850493393777,-0.20644673309934863,0.032348782988687805,0.05305306342559133,0.05506561465742742,-0.039069361106355595,0.009419342863011378,-0.02401691014000755,0.08840736321633999,0.05525855241216691,-0.01330666114828733,0.0029726706002015553,0.0010824681454103063,-0.0074180997829173855,1
0.7905213789749418,-0.08202737238047121,0.27226626918854857,0.11153339353867477,0.05134076134506998,-0.005546292401576402,0.10741540810806577,-0.17160193700224563,-0.056479265827749786,-0.12708085283783743,-0.04119034485279184,0.10714225077165287,-0.013065143588849049,-0.09030733957889608,0.025230694391359762,0.03971776626195378,0
0.5496530461227888,-0.39429835799133967,0.658367667926771,-0.059505013473271265,0.10111918728308004,0.007361897971965723,0.10726265813465706,0.0706260558208217,0.09781843532145491,-0.07216910047855585,0.048470542018128754,-0.05840500232242787,0.027060684516338,0.10034640585191988,-0.05939120064452399,-0.011945717193720744,1
-0.30319902954528727,0.22893247594415678,0.3731277784567164,-0.05799766631399288,-0.02666956252696563,0.004745056135137533,-0.05379066456544166,-0.11020519296629033,-0.04956310800844465,0.06620422615385102,0.08258165612996331,-0.007822143138870561,-0.008495133917458106,0.0043266648401509575,-0.0021794003005935108,-0.006331963808110385,0
-0.4847927506578014,-0.008227402596428408,0.48048064985455086,-0.14338905463388235,-0.0938073298977069,-0.03502259634363894,0.04416649717426678,-0.04936110490076622,-0.05696886066126007,-0.08118400023778508,-0.02725138843315322,0.05890725200899112,0.03156968985701822,-0.06262986404799119,0.02037521884183697,-0.017791397043032453,1
0.6465832104894785,-0.07083183174697749,0.1800355108213558,-0.09544259163444485,0.18544625909750972,-0.15459923230424888,-0.028205509578214934,-0.16717810960073637,-0.026503777960692667,-0.00812238527866544,-0.020853212167490483,0.02797362024527316,0.018909295757561877,0.001955575967850544,0.06070727623438224,-0.015738374102865983,0
0.47627724332125204,-0.47625310968661394,0.7653962299563393,0.14287345119715597,-0.16770392039320545,-0.07531052882520807,0.30768954910865315,0.06080297543689331,-0.003046955429139985,0.15386778599103543,0.009492787631652599,-0.05673976353998757,-0.08046838689047879,0.08607105260051294,-0.1356219850079216,-0.02125064217873803,1
