0,1,2,3,4,5,6,7,8,9,10,11,active_hand,class_numeric
-0.4308448147433569,-0.42838871930518574,-0.3310112873074031,0.21031438534192698,0.039157006122190204,-0.10781065651051727,-0.0800428476395472,0.12170710539498131,0.019658273258279135,0.019476559920631107,0.0009418172012890806,0.011529561698120541,1,0
0.3205374752259767,0.2767592750949867,-0.43711964629165373,0.03918046601707079,-0.006325524153284597,-0.14451247583255528,-0.011371261194326547,-0.01800567299712071,0.002247441389794065,0.01175287123102603,0.029237611320147152,-0.05088148244776909,0,0
-0.4495908040985425,-0.4280834823211671,-0.35564699201415023,0.209754771237221,0.03915577556823615,-0.0981896892133118,-0.06671056701755233,0.10961734428246053,0.0052473009527333305,0.0204113985110493,0.004436824747166755,0.016040558432590314,1,0
0.3226438095782594,0.2764076560472391,-0.43590572325875737,0.041504323266484615,-0.006524490770214132,-0.13287768902613387,-0.007951247278537143,-0.01548885067889523,0.0055641527433049585,0.010514126797519303,0.03277695137440777,-0.04788370073779187,0,0
-0.43415983000867037,-0.43715489821786274,-0.3412727951676726,0.2290479261465859,0.04315066385550642,-0.08331633965907019,-0.08463441144558902,0.11374065808488615,0.013381179272145804,0.025715079772003855,0.0037702926035585163,0.015546819162524966,1,0
0.335130844913773,0.27643645257256316,-0.4249578842040384,0.05449372838940725,-0.025392292704114364,-0.13115788163359118,-0.013094734001529407,-0.01507741424767443,0.011733960302784088,0.01769407763560087,0.030244663239063687,-0.04852892921039146,0,0
-0.4252170663191408,-0.44103171012608816,-0.32501449199059607,0.234371073472744,0.04240592501139452,-0.07699614169709837,-0.091652022420161,0.10851705828805203,0.01831507488641912,0.027078883808236594,0.00445118986736285,0.010236118161953613,1,0
0.335258244414368,0.2763801673767614,-0.42459467272582563,0.05676379029280212,-0.0247416774961501,-0.12256432508401395,-0.014578887495386628,-0.015151736055801479,0.011385098118199053,0.019391852393256644,0.028562352085715365,-0.05115424709016317,0,0
-0.42332745669859684,-0.4396660031110295,-0.3244011403030494,0.22071681209037944,0.06513376545812524,-0.10775356900576316,-0.08833570670152606,0.10596730984582421,0.019268171154594442,0.022886471586820962,0.008541327794889603,0.018270254904522512,1,0
0.33471067224839374,0.27410597726841235,-0.42346570020017515,0.04998727683358028,-0.0015614039619769214,-0.1542075890916163,-0.01679144448991768,-0.01650085153455414,0.010045339231102776,0.016154051278541512,0.023944166464365913,-0.04702604019886261,0,0
