class_list,accuracy,data_unit,PH2,PH3,reducer,kernel,n,batch_size,loadable,num_epochs
ten-classes,0.25118483412322273,Spv,True,True,pca,None,1,1024,prajjwal1/bert-tiny,740
ten-classes,0.17535545023696683,Spv,True,True,umap,None,1,1024,prajjwal1/bert-tiny,740
ten-classes,0.43601895734597157,Spv,True,True,pca,None,3,1024,prajjwal1/bert-tiny,740
ten-classes,0.3791469194312796,Spv,True,True,umap,None,3,1024,prajjwal1/bert-tiny,740
ten-classes,0.41706161137440756,Spv,True,True,pca,None,5,1024,prajjwal1/bert-tiny,740
ten-classes,0.3175355450236967,Spv,True,True,umap,None,5,1024,prajjwal1/bert-tiny,740
ten-classes,0.3791469194312796,Spv,True,True,pca,None,7,1024,prajjwal1/bert-tiny,740
ten-classes,0.3127962085308057,Spv,True,True,umap,None,7,1024,prajjwal1/bert-tiny,740
ten-classes,0.43601895734597157,Spv,True,True,pca,None,9,1024,prajjwal1/bert-tiny,740
ten-classes,0.3459715639810427,Spv,True,True,umap,None,9,1024,prajjwal1/bert-tiny,740
ten-classes,0.35071090047393366,Spv,True,True,pca,None,11,1024,prajjwal1/bert-tiny,740
ten-classes,0.3033175355450237,Spv,True,True,umap,None,11,1024,prajjwal1/bert-tiny,740
ten-classes,0.43601895734597157,Spv,True,True,pca,None,13,1024,prajjwal1/bert-tiny,740
ten-classes,0.33175355450236965,Spv,True,True,umap,None,13,1024,prajjwal1/bert-tiny,740
ten-classes,0.41706161137440756,Spv,True,True,pca,None,15,1024,prajjwal1/bert-tiny,740
ten-classes,0.3981042654028436,Spv,True,True,umap,None,15,1024,prajjwal1/bert-tiny,740
ten-classes,0.41232227488151657,Spv,True,False,None,None,75,1024,prajjwal1/bert-tiny,740
ten-classes,0.1990521327014218,Spv,False,True,pca,None,1,1024,prajjwal1/bert-tiny,740
ten-classes,0.10900473933649289,Spv,False,True,umap,None,1,1024,prajjwal1/bert-tiny,740
ten-classes,0.26540284360189575,Spv,False,True,pca,None,3,1024,prajjwal1/bert-tiny,740
ten-classes,0.14218009478672985,Spv,False,True,umap,None,3,1024,prajjwal1/bert-tiny,740
ten-classes,0.26066350710900477,Spv,False,True,pca,None,5,1024,prajjwal1/bert-tiny,740
ten-classes,0.2132701421800948,Spv,False,True,umap,None,5,1024,prajjwal1/bert-tiny,740
ten-classes,0.3981042654028436,Spv,False,True,pca,None,7,1024,prajjwal1/bert-tiny,740
ten-classes,0.2037914691943128,Spv,False,True,umap,None,7,1024,prajjwal1/bert-tiny,740
ten-classes,0.6540284360189573,Spv,False,True,pca,None,9,1024,prajjwal1/bert-tiny,740
ten-classes,0.15639810426540285,Spv,False,True,umap,None,9,1024,prajjwal1/bert-tiny,740
ten-classes,0.5545023696682464,Spv,False,True,pca,None,11,1024,prajjwal1/bert-tiny,740
ten-classes,0.22748815165876776,Spv,False,True,umap,None,11,1024,prajjwal1/bert-tiny,740
ten-classes,0.5829383886255924,Spv,False,True,pca,None,13,1024,prajjwal1/bert-tiny,740
ten-classes,0.17535545023696683,Spv,False,True,umap,None,13,1024,prajjwal1/bert-tiny,740
ten-classes,0.5971563981042654,Spv,False,True,pca,None,15,1024,prajjwal1/bert-tiny,740
ten-classes,0.17535545023696683,Spv,False,True,umap,None,15,1024,prajjwal1/bert-tiny,740
ten-classes,0.5971563981042654,Spv,False,False,None,None,72,1024,prajjwal1/bert-tiny,740
