data_unit,PH2,num_classes,difficulty,accuracy,top2accuracy,macro_f1,macro_precision,macro_recall
Spf,False,2,easy,0.98828125,1,0.9882667481475823,0.9884161623571123,0.988147605083089
Spf,False,2,average,0.98828125,1,0.9882667481475823,0.9884161623571123,0.988147605083089
Spf,False,2,hard,0.98828125,1,0.9882667481475823,0.9884161623571123,0.988147605083089
Spf,True,2,easy,0.97265625,1,0.9726295210166178,0.9726295210166178,0.9726295210166178
Spf,True,2,average,0.97265625,1,0.9726295210166178,0.9726295210166178,0.9726295210166178
Spf,True,2,hard,0.97265625,1,0.9726295210166178,0.9726295210166178,0.9726295210166178
Spv,False,2,easy,0.9302325581395349,1,0.9300813008130082,0.9375,0.9318181818181819
Spv,False,2,average,0.9302325581395349,1,0.9300813008130082,0.9375,0.9318181818181819
Spv,False,2,hard,0.9302325581395349,1,0.9300813008130082,0.9375,0.9318181818181819
Spv,True,2,easy,0.8604651162790697,1,0.8597826086956522,0.8722222222222222,0.8625541125541125
Spv,True,2,average,0.8604651162790697,1,0.8597826086956522,0.8722222222222222,0.8625541125541125
Spv,True,2,hard,0.8604651162790697,1,0.8597826086956522,0.8722222222222222,0.8625541125541125
