data_unit,PH2,num_classes,difficulty,accuracy,top2accuracy,macro_f1,macro_precision,macro_recall
Spf,False,2,easy,1.0,1.0,1.0,1.0,1.0
Spf,False,2,average,0.9883268482490273,1.0,0.9883013428419695,0.9887172945803533,0.9880058833340915
Spf,False,2,hard,0.9920634920634921,1.0,0.9920633670850196,0.9920944881889764,0.9920634920634921
Spf,False,3,easy,0.9947089947089947,0.6547619047619048,0.9946621615984649,0.994760070308303,0.9945850340136054
Spf,False,3,average,0.9765013054830287,0.6723237597911227,0.9763179453396845,0.9764203117144293,0.9763014763014763
Spf,False,3,hard,0.9753566796368353,0.6601815823605707,0.9748652548652549,0.975056265121809,0.9746907951899434
Spf,False,4,easy,0.9871668311944719,0.508390918065153,0.9872484584345032,0.9869768428883873,0.9875680477938646
Spf,False,4,average,0.9810756972111554,0.48705179282868527,0.9810541609307732,0.9810535717142601,0.9810915862642979
Spf,False,4,hard,0.9793713163064833,0.5127701375245579,0.9793474490019151,0.9794994081354473,0.9795036565815848
Spf,False,5,easy,0.9746634996041171,0.39667458432304037,0.9746104532748125,0.9746554130428245,0.9746819853977948
Spf,False,5,average,0.9785373608903021,0.38553259141494434,0.9786191959306649,0.9787203577071064,0.9785693976724611
Spf,False,5,hard,0.9711388455538221,0.4157566302652106,0.9707849815664155,0.9706511696310594,0.9709868887104214
Spf,False,6,easy,0.9787798408488063,0.32360742705570295,0.978877439976671,0.9787060599791646,0.9791523546844263
Spf,False,6,average,0.963527851458886,0.3176392572944297,0.9632509985134002,0.963418826653531,0.9632736624768056
Spf,False,6,hard,0.9635416666666666,0.3385416666666667,0.9632971356604038,0.9631967107509984,0.9634576758661292
Spf,False,7,easy,0.9730185497470489,0.29398538504777966,0.9727936496906663,0.9728482047838872,0.9728790488178042
Spf,False,7,average,0.9698349459305634,0.28229937393284005,0.9701500822940544,0.9702750713926106,0.9700710578900573
Spf,False,7,hard,0.9600899381675099,0.3007307476110174,0.9602915260889341,0.9606468648577072,0.9600927907075903
Spf,False,8,easy,0.9704142011834319,0.2539447731755424,0.970551758495407,0.9705787289748726,0.9706452288124925
Spf,False,8,average,0.9540513833992095,0.25049407114624506,0.9542556850176205,0.9543624344483368,0.9545055273371805
Spf,False,8,hard,0.9674234945705824,0.2428430404738401,0.967259002293219,0.9671476259945659,0.9675567014416324
Spf,False,9,easy,0.9616557734204793,0.23355119825708062,0.9617877472162293,0.9617491480967347,0.9622107196307224
Spf,False,9,average,0.9596136962247586,0.228270412642669,0.9595342651396412,0.9595810055556038,0.9596779045224291
Spf,False,9,hard,0.9648506151142355,0.23945518453427064,0.9650907248486994,0.9651312580223189,0.9653411383065369
Spf,False,10,easy,0.9559055118110236,0.2062992125984252,0.9560662888249964,0.9559379158967248,0.9564230514748955
Spf,False,10,average,0.9559055118110236,0.2062992125984252,0.9560662888249964,0.9559379158967248,0.9564230514748955
Spf,False,10,hard,0.9559055118110236,0.2062992125984252,0.9560662888249964,0.9559379158967248,0.9564230514748955
Spf,True,2,easy,0.9958592132505176,1.0,0.9958562113932738,0.9959839357429718,0.9957627118644068
