0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,active_hand
-0.5700203442733389,0.605013815458419,0.30180509881230955,0.3498050647811955,0.1476922567874684,-0.024928012910279133,-0.11870878306933179,-0.13656320898195598,0.02103918683141809,-0.1957375879777252,0.08394834453058395,0.04626511291795939,0.0340252647387625,0.004819267965476584,-0.03328061943188288,-0.010695327269902962,1
0.6011823951180306,-0.5033089108938368,0.5350405972358855,0.1969188778950143,0.17635705459335016,0.02343252089217272,0.0057740012138996575,0.04166220526382855,-0.021743359061425743,-0.1751513213675374,0.10940881633065219,-0.014537904164148347,0.03956483012075314,0.017078807959754038,-0.025137115929194896,-0.014833153964931031,0
-0.5696266051161071,0.5541120732333191,0.31819002301501476,0.4415854110185662,-0.003137414034866,0.007284229454492604,-0.13478423569413164,-0.10401775938376642,0.010999741378779399,-0.19009513487952057,0.10205194486869999,0.039041844678809265,0.030523864745433248,-0.010990170558574203,-0.04878437922950209,-0.023302512048336842,1
0.591177378544011,-0.48949784339584795,0.5367063567689854,0.2828423016274797,0.050091078783031415,0.04765098669468524,-0.04376899746024981,0.044624332067092404,-0.023540727073014966,-0.18340203479772177,0.1158545030038702,-0.011822095101473796,0.03763436785010763,0.051504087336203895,-0.029848321124075625,-0.01864038484495135,0
-0.5910963141148574,0.5563899669481142,0.2932601841643822,0.4114943378001558,0.13917458503930827,-0.01726206429726655,-0.09012928132049644,-0.11983670736757282,0.028959589855887594,-0.1894035111833343,0.10347774813378666,0.03761210454912102,0.03357756696912124,-0.006500379565513743,-0.04272613769010185,-0.015818502773724496,1
0.6072594198707989,-0.46830911131928704,0.5453321972414483,0.24151306843423304,0.16665574186657744,0.0309519832036753,-0.0027760614189047046,0.03899163965538897,-0.01660912218674499,-0.18100061548534774,0.1071924990870123,-0.008822366323489966,0.04171802400811432,0.019545910815898876,-0.02743693707068186,-0.01717542585709244,0
-0.5917104366540237,0.5436279059138996,0.274996670074616,0.436686161841796,0.14394168136420596,-0.011803909982730884,-0.0803810948629843,-0.11300228684627805,0.031530562545671194,-0.19422862699189716,0.11480997302768803,0.03611116205520268,0.032911823877733115,-0.010294194827126494,-0.04257216336455487,-0.016484203655327736,1
0.6048155149925402,-0.4667365517153191,0.5288400053126678,0.2710573808721983,0.17493538704870643,0.02998245072135717,-0.005553249527107775,0.03580945163693818,-0.019188056367808813,-0.18779219127296656,0.11735359520413954,-0.0069277094686061615,0.03926522285222373,0.016916072676517756,-0.027418597991517683,-0.01807691726182937,0
-0.629351931216859,0.5222624152024302,0.2956446157104001,0.39691457298309585,0.12416712240880622,-0.015296513965108506,-0.06511399517722251,-0.10829088574124797,0.04645268102870242,-0.19512082275861178,0.12367323750032427,0.036237767601849886,0.025943941374772135,0.0036573944001149724,-0.04791687752088052,-0.011759605351285634,1
0.6046540141376547,-0.494377973437166,0.5183632209734933,0.23963825411176481,0.16345432524994175,0.02692002482642285,-0.004568226207267899,0.03610105508901627,-0.01759580285526752,-0.19112344682622354,0.11915241947510792,-0.00907032375323408,0.03758891404084804,0.030687045250648713,-0.028704488012056998,-0.01376422364654356,0
-0.653271802806581,0.533160091608658,0.292667193274288,0.29053022985694527,0.22656663675285377,-0.035650883620825136,-0.011498838880985301,-0.12017871333322112,0.046664164785225594,-0.19656634700708747,0.10230667517649965,0.030386954355395606,0.01795351526031706,0.0031417879816299727,-0.04948958702050128,-0.006496958495624587,1
0.6126947732894644,-0.48003409525457363,0.5284469190081695,0.14261869454794515,0.2541243100037689,0.013702690212916304,0.035771591722907226,0.03304487465660766,-0.013717041458987974,-0.18113852855495655,0.10515498575899303,-0.007391166843777405,0.044263327738689955,0.0015278396557951161,-0.03070101969432379,-0.0137486956217037,0
-0.6668640286955345,0.5257090000356264,0.3054068943802772,0.32285744907405833,0.100312169514445,-0.01702589297032939,-0.0509257660127332,-0.11316471499834227,0.028108210154309542,-0.1980377171095059,0.11437636823479073,0.028428225382089847,0.02166493640046946,-0.010519850536194211,-0.04992396572355569,-0.014731177454254861,1
0.6299538539646241,-0.4861446874401926,0.5277682351856624,0.177441912646151,0.14915838644795273,0.03850974542504761,0.0018077622099032273,0.038326359042191616,-0.02326474120774693,-0.18434593532550356,0.1163298356754596,-0.005124741617900085,0.04155174784488,0.01667974915912716,-0.02838719602692215,-0.015742504398094326,0
-0.6794802072732172,0.5305341570935138,0.2619175465495505,0.29898368030277067,0.1569833284993481,-0.026676632817370833,-0.04237416537296205,-0.13228615869448038,0.02586998560374277,-0.19103345484116016,0.11203911505285502,0.024485827530195712,0.03097271404383588,0.004912411545881898,-0.046923717489895815,-0.009773052200065236,1
