0,1,2,3,4,active_hand
-0.5700203442733387,0.6050138154584238,0.3018050988123132,0.3498050647811985,0.14769225678746808,1
0.6011823951178545,-0.5033089108937135,0.5350405972359163,0.19691887789504212,0.17635705459335063,0
-0.5696266051160896,0.5541120732333125,0.3181900230150169,0.44158541101856913,-0.003137414034878446,1
0.5911773785439752,-0.48949784339593383,0.5367063567690467,0.2828423016275781,0.05009107878307377,0
-0.5910963141148518,0.5563899669481127,0.29326018416438265,0.4114943378001632,0.13917458503931002,1
0.6072594198707949,-0.4683091113192939,0.5453321972414488,0.24151306843422218,0.16665574186657714,0
-0.5917104366540179,0.5436279059138966,0.27499667007461776,0.4366861618418055,0.14394168136418997,1
0.6048155149925358,-0.4667365517153258,0.5288400053126693,0.27105738087219916,0.1749353870487121,0
-0.6293519312168534,0.522262415202427,0.2956446157104026,0.3969145729830991,0.12416712240880656,1
0.6046540141376513,-0.4943779734371729,0.5183632209734941,0.23963825411176537,0.16345432524994227,0
-0.6532718028065758,0.5331600916086562,0.2926671932742912,0.29053022985694865,0.22656663675285404,1
0.6126947732894609,-0.4800340952545803,0.5284469190081719,0.1426186945479465,0.2541243100037692,0
-0.6668640286955287,0.525709000035624,0.3054068943802796,0.3228574490740613,0.10031216951444513,1
0.6299538539646201,-0.4861446874401992,0.5277682351856638,0.17744191264615206,0.14915838644795326,0
-0.6794802072732116,0.5305341570935125,0.26191754654955285,0.2989836803027734,0.1569833284993488,1
0.6247695675895435,-0.4930488496498229,0.530721444899773,0.13927965582480512,0.1898135360509337,0
-0.6587372642859061,0.498608013188885,0.28965322254893694,0.3329973708484513,0.1775224068593953,1
0.6251254941303938,-0.4934524572699486,0.5035475150770002,0.17520859886920262,0.20594851835096628,0
-0.6370649530723679,0.5591923187770816,0.2680580862977588,0.31395803768500613,0.16678241461051427,1
0.6414118234236761,-0.49926327205949267,0.48999888670155745,0.1637080005476925,0.19751414652802235,0
-0.598325054566268,0.557574746158155,0.29099236956762586,0.30187913913169556,0.2862797677579221,1
0.6362449757580226,-0.4611556837376267,0.494296292815047,0.15687365086427424,0.29845787100025306,0
0.6278052746509444,-0.46593462793721485,0.49978858119665887,0.1264372998190737,0.31527341854187096,0
-0.5877326119993012,0.5542748894038582,0.3321094049442066,0.25949036582407725,0.3018640447514886,1
0.6704471332324784,-0.47793316345030473,0.48420156121811525,0.18994312226640525,0.17506993466052737,0
-0.5681988813369768,0.589359104443853,0.431681545268369,0.27191312290666453,0.10222883076028208,1
