class_list,accuracy,data_unit,PH2,PH3,reducer,kernel,n,batch_size,loadable,num_epochs
two-classes,0.533203125,Spf,True,True,pca,None,1,1024,distilbert-base-uncased,2
two-classes,0.48828125,Spf,True,True,umap,None,1,1024,distilbert-base-uncased,2
two-classes,0.5,Spf,True,True,pca,None,3,1024,distilbert-base-uncased,2
two-classes,0.53515625,Spf,True,True,umap,None,3,1024,distilbert-base-uncased,2
two-classes,0.51171875,Spf,True,True,pca,None,5,1024,distilbert-base-uncased,2
two-classes,0.4921875,Spf,True,True,umap,None,5,1024,distilbert-base-uncased,2
two-classes,0.642578125,Spf,True,True,pca,None,7,1024,distilbert-base-uncased,2
two-classes,0.48828125,Spf,True,True,umap,None,7,1024,distilbert-base-uncased,2
two-classes,0.51171875,Spf,True,True,pca,None,9,1024,distilbert-base-uncased,2
two-classes,0.48828125,Spf,True,True,umap,None,9,1024,distilbert-base-uncased,2
two-classes,0.51171875,Spf,True,True,pca,None,11,1024,distilbert-base-uncased,2
two-classes,0.48828125,Spf,True,True,umap,None,11,1024,distilbert-base-uncased,2
two-classes,0.513671875,Spf,True,True,pca,None,13,1024,distilbert-base-uncased,2
two-classes,0.48828125,Spf,True,True,umap,None,13,1024,distilbert-base-uncased,2
two-classes,0.48828125,Spf,True,True,pca,None,15,1024,distilbert-base-uncased,2
two-classes,0.51171875,Spf,True,True,umap,None,15,1024,distilbert-base-uncased,2
two-classes,0.564453125,Spf,True,False,None,None,75,1024,distilbert-base-uncased,2
two-classes,0.60546875,Spf,False,True,pca,None,1,1024,distilbert-base-uncased,2
two-classes,0.494140625,Spf,False,True,umap,None,1,1024,distilbert-base-uncased,2
two-classes,0.52734375,Spf,False,True,pca,None,3,1024,distilbert-base-uncased,2
two-classes,0.517578125,Spf,False,True,umap,None,3,1024,distilbert-base-uncased,2
two-classes,0.51171875,Spf,False,True,pca,None,5,1024,distilbert-base-uncased,2
two-classes,0.599609375,Spf,False,True,umap,None,5,1024,distilbert-base-uncased,2
two-classes,0.546875,Spf,False,True,pca,None,7,1024,distilbert-base-uncased,2
two-classes,0.48828125,Spf,False,True,umap,None,7,1024,distilbert-base-uncased,2
two-classes,0.546875,Spf,False,True,pca,None,9,1024,distilbert-base-uncased,2
two-classes,0.607421875,Spf,False,True,umap,None,9,1024,distilbert-base-uncased,2
two-classes,0.55078125,Spf,False,True,pca,None,11,1024,distilbert-base-uncased,2
two-classes,0.48828125,Spf,False,True,umap,None,11,1024,distilbert-base-uncased,2
two-classes,0.7109375,Spf,False,True,pca,None,13,1024,distilbert-base-uncased,2
two-classes,0.48828125,Spf,False,True,umap,None,13,1024,distilbert-base-uncased,2
two-classes,0.498046875,Spf,False,True,pca,None,15,1024,distilbert-base-uncased,2
two-classes,0.48828125,Spf,False,True,umap,None,15,1024,distilbert-base-uncased,2
two-classes,0.48828125,Spf,False,False,None,None,72,1024,distilbert-base-uncased,2
