class_list,accuracy,data_unit,PH2,PH3,reducer,kernel,n,batch_size,loadable,num_epochs
two-classes,0.53515625,Spf,True,True,pca,None,1,16,distilbert-base-uncased,2
two-classes,0.53515625,Spf,True,True,umap,None,1,16,distilbert-base-uncased,2
two-classes,0.701171875,Spf,True,True,pca,None,3,16,distilbert-base-uncased,2
two-classes,0.6640625,Spf,True,True,umap,None,3,16,distilbert-base-uncased,2
two-classes,0.68359375,Spf,True,True,pca,None,5,16,distilbert-base-uncased,2
two-classes,0.599609375,Spf,True,True,umap,None,5,16,distilbert-base-uncased,2
two-classes,0.55859375,Spf,True,True,pca,None,7,16,distilbert-base-uncased,2
two-classes,0.587890625,Spf,True,True,umap,None,7,16,distilbert-base-uncased,2
two-classes,0.72265625,Spf,True,True,pca,None,9,16,distilbert-base-uncased,2
two-classes,0.669921875,Spf,True,True,umap,None,9,16,distilbert-base-uncased,2
two-classes,0.7421875,Spf,True,True,pca,None,11,16,distilbert-base-uncased,2
two-classes,0.52734375,Spf,True,True,umap,None,11,16,distilbert-base-uncased,2
two-classes,0.7109375,Spf,True,True,pca,None,13,16,distilbert-base-uncased,2
two-classes,0.666015625,Spf,True,True,umap,None,13,16,distilbert-base-uncased,2
two-classes,0.58203125,Spf,True,True,pca,None,15,16,distilbert-base-uncased,2
two-classes,0.6875,Spf,True,True,umap,None,15,16,distilbert-base-uncased,2
two-classes,0.681640625,Spf,True,False,None,None,75,16,distilbert-base-uncased,2
two-classes,0.62109375,Spf,False,True,pca,None,1,16,distilbert-base-uncased,2
two-classes,0.529296875,Spf,False,True,umap,None,1,16,distilbert-base-uncased,2
two-classes,0.73046875,Spf,False,True,pca,None,3,16,distilbert-base-uncased,2
two-classes,0.58203125,Spf,False,True,umap,None,3,16,distilbert-base-uncased,2
two-classes,0.7421875,Spf,False,True,pca,None,5,16,distilbert-base-uncased,2
two-classes,0.65625,Spf,False,True,umap,None,5,16,distilbert-base-uncased,2
two-classes,0.77734375,Spf,False,True,pca,None,7,16,distilbert-base-uncased,2
two-classes,0.62890625,Spf,False,True,umap,None,7,16,distilbert-base-uncased,2
two-classes,0.919921875,Spf,False,True,pca,None,9,16,distilbert-base-uncased,2
two-classes,0.62109375,Spf,False,True,umap,None,9,16,distilbert-base-uncased,2
two-classes,0.91796875,Spf,False,True,pca,None,11,16,distilbert-base-uncased,2
two-classes,0.51171875,Spf,False,True,umap,None,11,16,distilbert-base-uncased,2
two-classes,0.93359375,Spf,False,True,pca,None,13,16,distilbert-base-uncased,2
two-classes,0.56640625,Spf,False,True,umap,None,13,16,distilbert-base-uncased,2
two-classes,0.91796875,Spf,False,True,pca,None,15,16,distilbert-base-uncased,2
two-classes,0.66796875,Spf,False,True,umap,None,15,16,distilbert-base-uncased,2
two-classes,0.955078125,Spf,False,False,None,None,72,16,distilbert-base-uncased,2
