class_list,accuracy,data_unit,PH2,PH3,reducer,kernel,n,batch_size,loadable,num_epochs
two-classes,0.51171875,Spf,True,True,pca,None,1,1024,distilbert-base-uncased,2
two-classes,0.55859375,Spf,True,True,umap,None,1,1024,distilbert-base-uncased,2
two-classes,0.51171875,Spf,True,True,pca,None,3,1024,distilbert-base-uncased,2
two-classes,0.51171875,Spf,True,True,umap,None,3,1024,distilbert-base-uncased,2
two-classes,0.560546875,Spf,True,True,pca,None,5,1024,distilbert-base-uncased,2
two-classes,0.50390625,Spf,True,True,umap,None,5,1024,distilbert-base-uncased,2
two-classes,0.513671875,Spf,True,True,pca,None,7,1024,distilbert-base-uncased,2
two-classes,0.51171875,Spf,True,True,umap,None,7,1024,distilbert-base-uncased,2
two-classes,0.5703125,Spf,True,True,pca,None,9,1024,distilbert-base-uncased,2
two-classes,0.51171875,Spf,True,True,umap,None,9,1024,distilbert-base-uncased,2
two-classes,0.50390625,Spf,True,True,pca,None,11,1024,distilbert-base-uncased,2
two-classes,0.51171875,Spf,True,True,umap,None,11,1024,distilbert-base-uncased,2
two-classes,0.51171875,Spf,True,True,pca,None,13,1024,distilbert-base-uncased,2
two-classes,0.48828125,Spf,True,True,umap,None,13,1024,distilbert-base-uncased,2
two-classes,0.51171875,Spf,True,True,pca,None,15,1024,distilbert-base-uncased,2
two-classes,0.51171875,Spf,True,True,umap,None,15,1024,distilbert-base-uncased,2
two-classes,0.48828125,Spf,True,False,None,None,75,1024,distilbert-base-uncased,2
two-classes,0.64453125,Spf,False,True,pca,None,1,1024,distilbert-base-uncased,2
two-classes,0.486328125,Spf,False,True,umap,None,1,1024,distilbert-base-uncased,2
two-classes,0.71484375,Spf,False,True,pca,None,3,1024,distilbert-base-uncased,2
two-classes,0.5078125,Spf,False,True,umap,None,3,1024,distilbert-base-uncased,2
two-classes,0.587890625,Spf,False,True,pca,None,5,1024,distilbert-base-uncased,2
two-classes,0.48828125,Spf,False,True,umap,None,5,1024,distilbert-base-uncased,2
two-classes,0.693359375,Spf,False,True,pca,None,7,1024,distilbert-base-uncased,2
two-classes,0.51171875,Spf,False,True,umap,None,7,1024,distilbert-base-uncased,2
two-classes,0.580078125,Spf,False,True,pca,None,9,1024,distilbert-base-uncased,2
two-classes,0.515625,Spf,False,True,umap,None,9,1024,distilbert-base-uncased,2
two-classes,0.63671875,Spf,False,True,pca,None,11,1024,distilbert-base-uncased,2
two-classes,0.48828125,Spf,False,True,umap,None,11,1024,distilbert-base-uncased,2
two-classes,0.4921875,Spf,False,True,pca,None,13,1024,distilbert-base-uncased,2
two-classes,0.48828125,Spf,False,True,umap,None,13,1024,distilbert-base-uncased,2
two-classes,0.501953125,Spf,False,True,pca,None,15,1024,distilbert-base-uncased,2
two-classes,0.51171875,Spf,False,True,umap,None,15,1024,distilbert-base-uncased,2
two-classes,0.619140625,Spf,False,False,None,None,72,1024,distilbert-base-uncased,2
