class_list,accuracy,data_unit,PH2,PH3,reducer,kernel,n,batch_size,loadable,num_epochs
two-classes,0.51953125,Spf,True,True,pca,None,1,256,distilbert-base-uncased,2
two-classes,0.556640625,Spf,True,True,umap,None,1,256,distilbert-base-uncased,2
two-classes,0.716796875,Spf,True,True,pca,None,3,256,distilbert-base-uncased,2
two-classes,0.619140625,Spf,True,True,umap,None,3,256,distilbert-base-uncased,2
two-classes,0.716796875,Spf,True,True,pca,None,5,256,distilbert-base-uncased,2
two-classes,0.63671875,Spf,True,True,umap,None,5,256,distilbert-base-uncased,2
two-classes,0.744140625,Spf,True,True,pca,None,7,256,distilbert-base-uncased,2
two-classes,0.564453125,Spf,True,True,umap,None,7,256,distilbert-base-uncased,2
two-classes,0.513671875,Spf,True,True,pca,None,9,256,distilbert-base-uncased,2
two-classes,0.51171875,Spf,True,True,umap,None,9,256,distilbert-base-uncased,2
two-classes,0.7421875,Spf,True,True,pca,None,11,256,distilbert-base-uncased,2
two-classes,0.59765625,Spf,True,True,umap,None,11,256,distilbert-base-uncased,2
two-classes,0.615234375,Spf,True,True,pca,None,13,256,distilbert-base-uncased,2
two-classes,0.611328125,Spf,True,True,umap,None,13,256,distilbert-base-uncased,2
two-classes,0.517578125,Spf,True,True,pca,None,15,256,distilbert-base-uncased,2
two-classes,0.48828125,Spf,True,True,umap,None,15,256,distilbert-base-uncased,2
two-classes,0.6875,Spf,True,False,None,None,75,256,distilbert-base-uncased,2
two-classes,0.6328125,Spf,False,True,pca,None,1,256,distilbert-base-uncased,2
two-classes,0.58203125,Spf,False,True,umap,None,1,256,distilbert-base-uncased,2
two-classes,0.673828125,Spf,False,True,pca,None,3,256,distilbert-base-uncased,2
two-classes,0.611328125,Spf,False,True,umap,None,3,256,distilbert-base-uncased,2
two-classes,0.708984375,Spf,False,True,pca,None,5,256,distilbert-base-uncased,2
two-classes,0.6171875,Spf,False,True,umap,None,5,256,distilbert-base-uncased,2
two-classes,0.765625,Spf,False,True,pca,None,7,256,distilbert-base-uncased,2
two-classes,0.6171875,Spf,False,True,umap,None,7,256,distilbert-base-uncased,2
two-classes,0.88671875,Spf,False,True,pca,None,9,256,distilbert-base-uncased,2
two-classes,0.6328125,Spf,False,True,umap,None,9,256,distilbert-base-uncased,2
two-classes,0.7578125,Spf,False,True,pca,None,11,256,distilbert-base-uncased,2
two-classes,0.541015625,Spf,False,True,umap,None,11,256,distilbert-base-uncased,2
two-classes,0.83984375,Spf,False,True,pca,None,13,256,distilbert-base-uncased,2
two-classes,0.529296875,Spf,False,True,umap,None,13,256,distilbert-base-uncased,2
two-classes,0.822265625,Spf,False,True,pca,None,15,256,distilbert-base-uncased,2
two-classes,0.515625,Spf,False,True,umap,None,15,256,distilbert-base-uncased,2
two-classes,0.603515625,Spf,False,False,None,None,72,256,distilbert-base-uncased,2
