class_list,accuracy,data_unit,PH2,PH3,reducer,kernel,n,batch_size,loadable,num_epochs
two-classes,0.515625,Spf,True,True,pca,None,1,1024,distilbert-base-uncased,9
two-classes,0.54296875,Spf,True,True,umap,None,1,1024,distilbert-base-uncased,9
two-classes,0.7109375,Spf,True,True,pca,None,3,1024,distilbert-base-uncased,9
two-classes,0.650390625,Spf,True,True,umap,None,3,1024,distilbert-base-uncased,9
two-classes,0.71484375,Spf,True,True,pca,None,5,1024,distilbert-base-uncased,9
two-classes,0.630859375,Spf,True,True,umap,None,5,1024,distilbert-base-uncased,9
two-classes,0.736328125,Spf,True,True,pca,None,7,1024,distilbert-base-uncased,9
two-classes,0.59765625,Spf,True,True,umap,None,7,1024,distilbert-base-uncased,9
two-classes,0.61328125,Spf,True,True,pca,None,9,1024,distilbert-base-uncased,9
two-classes,0.6640625,Spf,True,True,umap,None,9,1024,distilbert-base-uncased,9
two-classes,0.595703125,Spf,True,True,pca,None,11,1024,distilbert-base-uncased,9
two-classes,0.515625,Spf,True,True,umap,None,11,1024,distilbert-base-uncased,9
two-classes,0.58203125,Spf,True,True,pca,None,13,1024,distilbert-base-uncased,9
two-classes,0.51171875,Spf,True,True,umap,None,13,1024,distilbert-base-uncased,9
two-classes,0.560546875,Spf,True,True,pca,None,15,1024,distilbert-base-uncased,9
two-classes,0.615234375,Spf,True,True,umap,None,15,1024,distilbert-base-uncased,9
two-classes,0.58203125,Spf,True,False,None,None,75,1024,distilbert-base-uncased,9
two-classes,0.625,Spf,False,True,pca,None,1,1024,distilbert-base-uncased,9
two-classes,0.609375,Spf,False,True,umap,None,1,1024,distilbert-base-uncased,9
two-classes,0.68359375,Spf,False,True,pca,None,3,1024,distilbert-base-uncased,9
two-classes,0.541015625,Spf,False,True,umap,None,3,1024,distilbert-base-uncased,9
two-classes,0.751953125,Spf,False,True,pca,None,5,1024,distilbert-base-uncased,9
two-classes,0.66015625,Spf,False,True,umap,None,5,1024,distilbert-base-uncased,9
two-classes,0.708984375,Spf,False,True,pca,None,7,1024,distilbert-base-uncased,9
two-classes,0.59375,Spf,False,True,umap,None,7,1024,distilbert-base-uncased,9
two-classes,0.900390625,Spf,False,True,pca,None,9,1024,distilbert-base-uncased,9
two-classes,0.66015625,Spf,False,True,umap,None,9,1024,distilbert-base-uncased,9
two-classes,0.759765625,Spf,False,True,pca,None,11,1024,distilbert-base-uncased,9
two-classes,0.552734375,Spf,False,True,umap,None,11,1024,distilbert-base-uncased,9
two-classes,0.83984375,Spf,False,True,pca,None,13,1024,distilbert-base-uncased,9
two-classes,0.51171875,Spf,False,True,umap,None,13,1024,distilbert-base-uncased,9
two-classes,0.876953125,Spf,False,True,pca,None,15,1024,distilbert-base-uncased,9
two-classes,0.537109375,Spf,False,True,umap,None,15,1024,distilbert-base-uncased,9
two-classes,0.66796875,Spf,False,False,None,None,72,1024,distilbert-base-uncased,9
